Company,CUSIP,Shares,Value,Discretion,PutCall
DISNEY WALT CO,254687106,499969,57246451,SOLE,
ENVISTA HOLDINGS CORPORATION,29415F104,17495,356373,OTR,
ENVISTA HOLDINGS CORPORATION,29415F104,249697,5086328,OTR,
ENVISTA HOLDINGS CORPORATION,29415F104,11737013,239082955,SOLE,
FAIR ISAAC CORP,303250104,223,333726,OTR,
FEDEX CORP,31428X106,75869,17890669,SOLE,
FIRST AMERN FINL CORP,31847R102,10978,705227,OTR,
FIRST AMERN FINL CORP,31847R102,169728,10903327,OTR,
FIRST AMERN FINL CORP,31847R102,3544478,227697267,SOLE,
FIRST SOLAR INC,336433107,325516,71786043,SOLE,
FISERV INC,337738108,6148,792662,OTR,
FISERV INC,337738108,246777,31816959,SOLE,
GALLAGHER ARTHUR J & CO,363576109,13645,4226402,SOLE,
GCM GROSVENOR INC,36831E108,4484588,54128977,SOLE,
GENERAC HLDGS INC,368736104,3879,649345,OTR,
GENERAC HLDGS INC,368736104,56170,9402858,OTR,
GENERAC HLDGS INC,368736104,1407182,235562267,SOLE,
GENTEX CORP,371901109,17098,483873,OTR,
GENTEX CORP,371901109,272090,7700147,OTR,
GENTEX CORP,371901109,6928892,196087644,SOLE,
GILEAD SCIENCES INC,375558103,218778,24284358,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,3163,2518855,SOLE,
HACKETT GROUP INC,404609109,7617,144799,OTR,
HACKETT GROUP INC,404609109,428081,8137820,SOLE,
HDFC BANK LTD,40415F101,9240,315638,SOLE,
HUMANA INC,444859102,87989,22892098,SOLE,
INFOSYS LTD,456788108,11637,189334,SOLE,
INTEL CORP,458140100,965745,32400745,SOLE,
INTERCORP FINL SVCS INC,P5626F128,32178,1298061,SOLE,
INTERPUBLIC GROUP COS INC,460690100,9311,259870,OTR,
INTERPUBLIC GROUP COS INC,460690100,269919,7533439,OTR,
INTERPUBLIC GROUP COS INC,460690100,2911232,81252485,SOLE,
ISHARES TR,464287630,44965,7950262,SOLE,
JANUS HENDERSON GROUP PLC,G4474Y214,2044802,91014137,SOLE,
JOHNSON & JOHNSON,478160104,51854,9614769,SOLE,
JONES LANG LASALLE INC,48020Q107,2480,739734,OTR,
JONES LANG LASALLE INC,48020Q107,36529,10895870,OTR,
JONES LANG LASALLE INC,48020Q107,911836,271982442,SOLE,
KASPI KZ JSC,48581R205,12263,1001642,SOLE,
KB FINL GROUP INC,48241A105,51315,4254527,SOLE,
KENNAMETAL INC,489170100,16721,349971,OTR,
KENNAMETAL INC,489170100,281076,5882921,OTR,
KENNAMETAL INC,489170100,3480016,72836735,SOLE,
KEYSIGHT TECHNOLOGIES INC,49338L103,2511,439224,OTR,
KEYSIGHT TECHNOLOGIES INC,49338L103,38575,6747539,OTR,
KEYSIGHT TECHNOLOGIES INC,49338L103,221180,38688806,SOLE,
KKR & CO INC,48251W104,4186,543971,OTR,
KKR & CO INC,48251W104,251283,32654226,SOLE,
KNOWLES CORP,49926D109,20466,477062,OTR,
KNOWLES CORP,49926D109,4087694,95284147,SOLE,
KORN FERRY,500643200,3099,216868,OTR,
KORN FERRY,500643200,472154,33041337,SOLE,
LABCORP HOLDINGS INC,504922105,1331,382077,OTR,
LABCORP HOLDINGS INC,504922105,28055,8053468,OTR,
LABCORP HOLDINGS INC,504922105,333483,95729630,SOLE,
LAZARD INC,52110M109,8710,459714,OTR,
LAZARD INC,52110M109,153818,8118514,OTR,
LAZARD INC,52110M109,5083361,268299794,SOLE,
LESLIES INC,527064208,4471,24591,OTR,
LESLIES INC,527064208,108548,597014,OTR,
LESLIES INC,527064208,2830944,15570192,SOLE,
LINDBLAD EXPEDITIONS HLDGS I,535219109,84702,1084186,OTR,
LINDBLAD EXPEDITIONS HLDGS I,535219109,5439958,69631462,SOLE,
LITTELFUSE INC,537008104,1429,370125,OTR,
LITTELFUSE INC,537008104,223944,58003735,SOLE,
LOCKHEED MARTIN CORP,539830109,13597,6787758,SOLE,
M & T BK CORP,55261F104,1694,334768,OTR,
M & T BK CORP,55261F104,189740,37496419,SOLE,
MADISON SQUARE GARDEN ENTMT,558256103,7875,356265,OTR,
MADISON SQUARE GARDEN ENTMT,558256103,193918,8772850,OTR,
MADISON SQUARE GARDEN ENTMT,558256103,7535777,340918551,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,1456,330512,OTR,
MADISON SQUARE GRDN SPRT COR,55825T103,26035,5909945,OTR,
MADISON SQUARE GRDN SPRT COR,55825T103,699544,158796488,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,21105,319530,OTR,
MANCHESTER UTD PLC NEW,G5784H106,288136,4362379,OTR,
MANCHESTER UTD PLC NEW,G5784H106,8619841,130504393,SOLE,
MASCO CORP,574599106,3720,261851,OTR,
MASCO CORP,574599106,87192,6137445,OTR,
MASCO CORP,574599106,307800,21666042,SOLE,
MATTEL INC,577081102,22889,385222,OTR,
MATTEL INC,577081102,486623,8189865,OTR,
MATTEL INC,577081102,13250958,223013623,SOLE,
MGP INGREDIENTS INC NEW,55303J106,646380,15635932,SOLE,
MICROSOFT CORP,594918104,194134,100551705,SOLE,
MIDDLEBY CORP,596278101,3438,457013,OTR,
MIDDLEBY CORP,596278101,49385,6564748,OTR,
MIDDLEBY CORP,596278101,1220295,162213814,SOLE,
MOHAWK INDS INC,608190104,2148,276920,OTR,
MOHAWK INDS INC,608190104,52018,6706161,OTR,
MOHAWK INDS INC,608190104,1642937,211807438,SOLE,
MOLSON COORS BEVERAGE CO,60871R209,458247,20735677,SOLE,
MOSAIC CO NEW,61945C103,148340,5144431,SOLE,
MOTOROLA SOLUTIONS INC,620076307,760,347540,OTR,
NETAPP INC,64110D104,343425,40682126,SOLE,
NORTHERN TR CORP,665859104,5028,676769,OTR,
NORTHERN TR CORP,665859104,84376,11357010,OTR,
NORTHERN TR CORP,665859104,1195183,160871632,SOLE,
NORWEGIAN CRUISE LINE HLDG L,G66721104,47887,1179457,OTR,
NORWEGIAN CRUISE LINE HLDG L,G66721104,673455,16587197,OTR,
NORWEGIAN CRUISE LINE HLDG L,G66721104,11362950,279869459,SOLE,
NVENT ELECTRIC PLC,G6700G107,6268,618276,OTR,
NVENT ELECTRIC PLC,G6700G107,52896,5217661,OTR,
NVENT ELECTRIC PLC,G6700G107,800914,79002157,SOLE,
ONESPAWORLD HOLDINGS LIMITED,P73684113,64239,1358012,OTR,
ONESPAWORLD HOLDINGS LIMITED,P73684113,845136,17866175,OTR,
ONESPAWORLD HOLDINGS LIMITED,P73684113,12280225,259603957,SOLE,
ORACLE CORP,68389X105,16402,4612898,SOLE,
PARAMOUNT SKYDANCE CORP,69932A204,5288,100049,OTR,
PARAMOUNT SKYDANCE CORP,69932A204,133029,2516909,OTR,
PARAMOUNT SKYDANCE CORP,69932A204,2862147,54151821,SOLE,
PHINIA INC,71880K101,1452,83461,OTR,
PHINIA INC,71880K101,138700,7972476,SOLE,
PRESTIGE CONSMR HEALTHCARE I,74112D101,8628,538387,OTR,
PRESTIGE CONSMR HEALTHCARE I,74112D101,120932,7546157,OTR,
PRESTIGE CONSMR HEALTHCARE I,74112D101,3465399,216240898,SOLE,
PROGRESSIVE CORP,743315103,1100,271645,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,20992,906435,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,328778,14196634,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,6348094,274110699,SOLE,
SCHLUMBERGER LTD,806857108,1300587,44701175,SOLE,
SCHWAB CHARLES CORP,808513105,347408,33167042,SOLE,
SIMPSON MFG INC,829073105,1521,254707,OTR,
SIMPSON MFG INC,829073105,15016,2514579,OTR,
SIMPSON MFG INC,829073105,76313,12779375,SOLE,
SMUCKER J M CO,832696405,2620,284532,OTR,
SMUCKER J M CO,832696405,52444,5695418,OTR,
SMUCKER J M CO,832696405,1488459,161646647,SOLE,
SNAP ON INC,833034101,912,316035,OTR,
SNAP ON INC,833034101,9025,3127433,OTR,
SNAP ON INC,833034101,22906,7937616,SOLE,
SPHERE ENTERTAINMENT CO,55826T102,7615,473044,OTR,
SPHERE ENTERTAINMENT CO,55826T102,178691,11100285,OTR,
SPHERE ENTERTAINMENT CO,55826T102,5807933,360788798,SOLE,
STANLEY BLACK & DECKER INC,854502101,427416,31769831,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,11256,3143688,SOLE,
VAIL RESORTS INC,91879Q109,115166,17225379,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,27685,3814993,SOLE,
VANGUARD STAR FDS,921909768,70469,5176653,SOLE,
VANGUARD TAX-MANAGED FDS,921943858,57510,3445999,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,1166712,51276992,SOLE,
WESTERN ALLIANCE BANCORP,957638109,258384,22407060,SOLE,
WEX INC,96208T104,2994,471645,OTR,
WEX INC,96208T104,45040,7095151,OTR,
WEX INC,96208T104,292902,46140852,SOLE,
ZEBRA TECHNOLOGIES CORPORATI,989207105,1398,415430,OTR,
ZEBRA TECHNOLOGIES CORPORATI,989207105,20836,6191626,OTR,
ZEBRA TECHNOLOGIES CORPORATI,989207105,233385,69352687,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,2804,276194,OTR,
ZIMMER BIOMET HOLDINGS INC,98956P102,391911,38603234,SOLE,
