Company,CUSIP,Shares,Value,Discretion
ANALOG DEVICES INC,032654105,2209121,525814980,SOLE
ANGIODYNAMICS INC,03475V101,305335,3028923,SOLE
ANGLOGOLD ASHANTI PLC,G0378L100,2054211,93610395,SOLE
ARAMARK,03852U106,343,14361,SOLE
ARAMARK,03852U106,15985,669292,SOLE
ARCOSA INC,039653100,32,2775,SOLE
ARCOSA INC,039653100,130448,11311146,SOLE
ARTIVION INC,228903100,415015,12906967,SOLE
ASTEC INDS INC,046224101,292050,12175565,SOLE
ASTRONICS CORP,046433108,222326,7443474,SOLE
ASURE SOFTWARE INC,04649U102,185046,1806049,SOLE
AVEANNA HEALTHCARE HLDGS INC,05356F105,810667,4239788,SOLE
AVIAT NETWORKS INC,05366Y201,378549,9104103,SOLE
AVNET INC,053807103,189,10032,SOLE
AVNET INC,053807103,135856,7211236,SOLE
AXCELIS TECHNOLOGIES INC,054540208,73000,5087370,SOLE
AXIS CAP HLDGS LTD,G0692U109,213,22114,SOLE
AXIS CAP HLDGS LTD,G0692U109,137149,14238809,SOLE
AXOGEN INC,05463X106,177955,1930812,SOLE
AXOS FINANCIAL INC,05465C100,135172,10278479,SOLE
AZEK CO INC,05478C105,128,6957,SOLE
AZEK CO INC,05478C105,5200,282620,SOLE
B2GOLD CORP,11777Q209,12856490,46480236,SOLE
BACKBLAZE INC,05637B105,1157390,6365645,SOLE
BANK AMERICA CORP,060505682,24541,29768233,SOLE
BANK NEW YORK MELLON CORP,064058100,158514,14442203,SOLE
BANK NEW YORK MELLON CORP,064058100,12393850,1129203674,SOLE
BARRICK MNG CORP,06849F108,1179270,24552400,SOLE
BARRICK MNG CORP,06849F108,38304691,797503667,SOLE
BEAZER HOMES USA INC,07556Q881,717,16039,SOLE
BEAZER HOMES USA INC,07556Q881,674458,15087625,SOLE
BECTON DICKINSON & CO,075887109,107762,18562054,SOLE
BECTON DICKINSON & CO,075887109,8678428,1494859223,SOLE
BELDEN INC,077454106,132,15286,SOLE
BELDEN INC,077454106,82206,9519455,SOLE
BENCHMARK ELECTRS INC,08160H101,225079,8739818,SOLE
BERKSHIRE HATHAWAY INC DEL,084670108,649,472991200,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,18156,8819786,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,720,349754,SOLE
BIO RAD LABS INC,090572207,27704,6685633,SOLE
BIO RAD LABS INC,090572207,2489609,600792444,SOLE
BLACK HILLS CORP,092113109,241,13520,SOLE
BLACK HILLS CORP,092113109,142220,7978542,SOLE
BLACK STONE MINERALS L P,09225M101,14564,190497,SOLE
BLADE AIR MOBILITY INC,092667104,1353620,5455089,SOLE
BOISE CASCADE CO DEL,09739D100,77253,6707105,SOLE
BRITISH AMERN TOB PLC,110448107,1122630,53134067,SOLE
BRITISH AMERN TOB PLC,110448107,1872,88602,SOLE
BROOKDALE SR LIVING INC,112463104,1935586,13471679,SOLE
BXP INC,101121101,3539982,238842586,SOLE
C H ROBINSON WORLDWIDE INC,12541W209,146135,14021625,SOLE
C H ROBINSON WORLDWIDE INC,12541W209,10439488,1001668874,SOLE
CAE INC,124765108,940907,27593655,SOLE
CANADIAN NATL RY CO,136375102,1765,184025,SOLE
CANADIAN PACIFIC KANSAS CITY,13646K108,2446,193954,SOLE
CARDINAL HEALTH INC,14149Y108,198,33264,SOLE
CARDINAL HEALTH INC,14149Y108,9779,1642872,SOLE
CAREDX INC,14167L103,402,7855,SOLE
CAREDX INC,14167L103,378621,7398254,SOLE
CARLISLE COS INC,142339100,537448,200683083,SOLE
CARPENTER TECHNOLOGY CORP,144285103,23679,6544402,SOLE
CARS COM INC,14575E105,607143,7194645,SOLE
CASEYS GEN STORES INC,147528103,28,14288,SOLE
CASEYS GEN STORES INC,147528103,1393,710806,SOLE
CECO ENVIRONMENTAL CORP,125141101,601478,17027842,SOLE
CENTURY ALUM CO,156431108,338056,6091769,SOLE
CENTURY CMNTYS INC,156504300,172547,9717847,SOLE
CERAGON NETWORKS LTD,M22013102,590860,1453516,SOLE
CHAMPION HOMES INC,830830105,71,4445,SOLE
CHAMPION HOMES INC,830830105,88411,5535413,SOLE
CHART INDS INC,16115Q308,143,23545,SOLE
CHART INDS INC,16115Q308,7380,1215117,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,754426,308416893,SOLE
CHEESECAKE FACTORY INC,163072101,367,22996,SOLE
CHEESECAKE FACTORY INC,163072101,123691,7750478,SOLE
CHEFS WHSE INC,163086101,200,12762,SOLE
CHEFS WHSE INC,163086101,161713,10318907,SOLE
CIENA CORP,171779309,149,12118,SOLE
CIENA CORP,171779309,118200,9613206,SOLE
CITIZENS INC,174740100,598750,2089638,SOLE
CLARUS CORP NEW,18270P109,957475,3322438,SOLE
CLEARWATER PAPER CORP,18538R103,189558,5163560,SOLE
COCA-COLA FEMSA SAB DE CV,191241108,371596,35944481,SOLE
COEUR MNG INC,192108504,1994230,17668878,SOLE
COHERENT CORP,19247G107,207,18466,SOLE
COHERENT CORP,19247G107,10401,927873,SOLE
COHU INC,192576106,205327,3950491,SOLE
COLGATE PALMOLIVE CO,194162103,92885,8443230,SOLE
COLGATE PALMOLIVE CO,194162103,7778337,707050833,SOLE
COMCAST CORP NEW,20030N101,423283,15106965,SOLE
COMCAST CORP NEW,20030N101,35481953,1266350903,SOLE
COMMERCIAL METALS CO,201723103,261279,12779156,SOLE
COMPANIA CERVECERIAS UNIDAS,204429104,1028506,13288303,SOLE
COMPANIA CERVECERIAS UNIDAS,204429104,14863114,192031433,SOLE
CONCENTRA GROUP HOLDINGS PAR,20603L102,324259,6670008,SOLE
CONCRETE PUMPING HLDGS INC,206704108,419905,2582416,SOLE
COTY INC,222070203,1202,5589,SOLE
COTY INC,222070203,63074,293294,SOLE
CRH PLC,G25508105,4052,373447,SOLE
CUMMINS INC,231021106,23948,7842875,SOLE
CUMMINS INC,231021106,1499100,490955250,SOLE
CURTISS WRIGHT CORP,231561101,44,21496,SOLE
CURTISS WRIGHT CORP,231561101,2156,1053314,SOLE
CUSTOM TRUCK ONE SOURCE INC,23204X103,558353,2758264,SOLE
CUSTOMERS BANCORP INC,23204G100,99717,5857377,SOLE
DECKERS OUTDOOR CORP,243537107,155,15976,SOLE
DECKERS OUTDOOR CORP,243537107,7725,796216,SOLE
DEERE & CO,244199105,512633,260668754,SOLE
DELTA AIR LINES INC DEL,247361702,307,15098,SOLE
DELTA AIR LINES INC DEL,247361702,15894,781667,SOLE
DENNYS CORP,24869P104,2834,11619,SOLE
DENNYS CORP,24869P104,1946414,7980297,SOLE
DENTSPLY SIRONA INC,24906P109,14193858,225398465,SOLE
DIAGEO PLC,25243Q205,69859,7044597,SOLE
DIGI INTL INC,253798102,176909,6167048,SOLE
DIME CMNTY BANCSHARES INC,25432X102,260044,7005585,SOLE
DISNEY WALT CO,254687106,49729,6166912,SOLE
DISNEY WALT CO,254687106,3373580,418357656,SOLE
DNOW INC,67011P100,222434,3298696,SOLE
DOLLAR GEN CORP NEW,256677105,82929,9485470,SOLE
DOLLAR GEN CORP NEW,256677105,5892989,674040082,SOLE
DOMINION ENERGY INC,25746U109,4586,259201,SOLE
DONALDSON INC,257651109,241,16713,SOLE
DONALDSON INC,257651109,11000,762850,SOLE
DORIAN LPG LTD,Y2106R110,385425,9396662,SOLE
DOUGLAS ELLIMAN INC,25961D105,1597367,3705891,SOLE
DOUGLAS EMMETT INC,25960P109,13030644,195980886,SOLE
DOVER CORP,260003108,111,20339,SOLE
DOVER CORP,260003108,5576,1021690,SOLE
DUCOMMUN INC DEL,264147109,217888,18004085,SOLE
DYCOM INDS INC,267475101,93,22728,SOLE
DYCOM INDS INC,267475101,62362,15240649,SOLE
EASTGROUP PPTYS INC,277276101,831,138877,SOLE
EASTMAN KODAK CO,277461406,503216,2843170,SOLE
EL POLLO LOCO HLDGS INC,268603107,726393,7997587,SOLE
ELEVANCE HEALTH INC,036752103,41026,15957578,SOLE
ELEVANCE HEALTH INC,036752103,3159120,1228771315,SOLE
EMBECTA CORP,29082K105,389994,3779042,SOLE
ENPRO INC,29355X107,61,11685,SOLE
ENPRO INC,29355X107,57008,10919882,SOLE
ENSIGN GROUP INC,29358P101,113,17431,SOLE
ENSIGN GROUP INC,29358P101,5725,883139,SOLE
ENTERPRISE PRODS PARTNERS L,293792107,1852080,57433001,SOLE
EQUINIX INC,29444U700,86,68410,SOLE
EQUITY RESIDENTIAL,29476L107,109656,7400668,SOLE
EQUITY RESIDENTIAL,29476L107,9084905,613140238,SOLE
ETHAN ALLEN INTERIORS INC,297602104,221661,6173259,SOLE
EVERCORE INC,29977A105,102,27542,SOLE
EVERCORE INC,29977A105,5240,1414905,SOLE
EVERQUOTE INC,30041R108,291457,7047430,SOLE
EXELIXIS INC,30161Q104,412,18159,SOLE
EXELIXIS INC,30161Q104,20271,893444,SOLE
EXPAND ENERGY CORPORATION,165167735,214,25025,SOLE
EXPAND ENERGY CORPORATION,165167735,10674,1248218,SOLE
EXPEDITORS INTL WASH INC,302130109,68409,7815672,SOLE
EXPEDITORS INTL WASH INC,302130109,6211416,709654278,SOLE
EXTRA SPACE STORAGE INC,30225T102,23,3391,SOLE
EXTRA SPACE STORAGE INC,30225T102,1583591,233484657,SOLE
EXXON MOBIL CORP,30231G102,93300,10057742,SOLE
EXXON MOBIL CORP,30231G102,7699852,830044046,SOLE
FABRINET,G3323L100,87,25637,SOLE
FABRINET,G3323L100,64167,18908732,SOLE
FASTLY INC,31188V100,541173,3820681,SOLE
FERGUSON ENTERPRISES INC,31488V107,600000,130650000,SOLE
FERROGLOBE PLC,G33856108,2065772,7581383,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,87298,4893921,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,5955029,333838926,SOLE
FLEX LTD,Y2573F102,457,22813,SOLE
FLEX LTD,Y2573F102,23248,1160540,SOLE
FLOWSERVE CORP,34354P105,3909570,204665990,SOLE
FLYWIRE CORPORATION,302492103,116489,1362921,SOLE
FOMENTO ECONOMICO MEXICANO S,344419106,373304,38442796,SOLE
FOMENTO ECONOMICO MEXICANO S,344419106,12139577,1250133639,SOLE
FORESTAR GROUP INC,346232101,520269,10405380,SOLE
FORMFACTOR INC,346375108,281444,9684488,SOLE
FOSSIL GROUP INC,34988V106,761226,1126614,SOLE
FRANCO NEV CORP,351858105,3202237,526067584,SOLE
FTAI INFRASTRUCTURE INC,35953C106,1738171,10724515,SOLE
GENERAC HLDGS INC,368736104,144,20622,SOLE
GENERAC HLDGS INC,368736104,7535,1079087,SOLE
GENERAL DYNAMICS CORP,369550108,7297,2128243,SOLE
GEOSPACE TECHNOLOGIES CORP,37364X109,509364,7263531,SOLE
GOLAR LNG LTD,G9456A100,276272,11379644,SOLE
GOLD FIELDS LTD,38059T106,3582235,84791502,SOLE
GOODYEAR TIRE & RUBR CO,382550101,507,5258,SOLE
GOODYEAR TIRE & RUBR CO,382550101,775948,8046581,SOLE
GRAHAM CORP,384556106,346673,17163780,SOLE
GXO LOGISTICS INCORPORATED,36262G101,187,9107,SOLE
GXO LOGISTICS INCORPORATED,36262G101,129244,6294183,SOLE
HALEON PLC,405552100,2778881,28816996,SOLE
HALEON PLC,405552100,5026,52120,SOLE
HARMONIC INC,413160102,661376,6263231,SOLE
HCA HEALTHCARE INC,40412C101,56452,21626642,SOLE
HCA HEALTHCARE INC,40412C101,4153405,1591169456,SOLE
HEALTHCARE SVCS GROUP INC,421906108,598848,9000685,SOLE
HEALTHSTREAM INC,42222N103,406498,11247800,SOLE
HEARTLAND EXPRESS INC,422347104,221581,1914460,SOLE
HECLA MNG CO,422704106,1906228,11418306,SOLE
HELIX ENERGY SOLUTIONS GRP I,42330P107,364258,2272970,SOLE
HF SINCLAIR CORP,403949100,161,6614,SOLE
HF SINCLAIR CORP,403949100,7891,324162,SOLE
HOLLEY INC,43538H103,475297,950594,SOLE
HOME DEPOT INC,437076102,20,7333,SOLE
HOME DEPOT INC,437076102,49917,18301569,SOLE
HOOKER FURNISHINGS CORPORATI,439038100,317414,3358240,SOLE
HOULIHAN LOKEY INC,441593100,94,16915,SOLE
HOULIHAN LOKEY INC,441593100,4902,882115,SOLE
ICAD INC,44934S206,578942,2205769,SOLE
ICHOR HOLDINGS,G4740B105,305172,5993578,SOLE
IDACORP INC,451107106,91953,10615974,SOLE
IMPERIAL OIL LTD,453038408,820153,65185751,SOLE
IMPERIAL OIL LTD,453038408,19671044,1565007173,SOLE
INFUSYSTEM HLDGS INC,45685K102,910371,5680715,SOLE
INGREDION INC,457187102,144,19529,SOLE
INGREDION INC,457187102,77406,10497802,SOLE
INSTALLED BLDG PRODS INC,45780R101,68078,12275825,SOLE
INSTEEL INDS INC,45774W108,417954,15552068,SOLE
INTERFACE INC,458665304,145543,3046215,SOLE
INTERNATIONAL FLAVORS&FRAGRA,459506101,150,11033,SOLE
INTERNATIONAL FLAVORS&FRAGRA,459506101,5440944,400181431,SOLE
INTEST CORP,461147100,579834,4221192,SOLE
INTREPID POTASH INC,46121Y201,398174,14226757,SOLE
IPG PHOTONICS CORP,44980X109,51961,3567130,SOLE
IPG PHOTONICS CORP,44980X109,4415150,303100048,SOLE
ISHARES GOLD TR,464285204,3056,188522,SOLE
ISHARES TR,464288513,12000000,967800000,SOLE
ITAU UNIBANCO HLDG S A,465562106,2263091,15366390,SOLE
ITAU UNIBANCO HLDG S A,465562106,3137,21300,SOLE
JANUS INTERNATIONAL GROUP IN,47103N106,1103442,8982018,SOLE
JBT MAREL CORPORATION,477839104,63923,7687380,SOLE
JOHNSON OUTDOORS INC,479167108,133047,4027333,SOLE
KAISER ALUMINUM CORP,483007704,151232,12083437,SOLE
KEMPER CORP,488401100,200331,12929363,SOLE
KINROSS GOLD CORP,496902404,11825153,184827141,SOLE
KOSMOS ENERGY LTD,500688106,2049091,3524437,SOLE
KRAFT HEINZ CO,500754106,3974279,102615884,SOLE
KRATOS DEFENSE & SEC SOLUTIO,50077B207,281063,13055376,SOLE
KRONOS WORLDWIDE INC,50105F105,433047,2684891,SOLE
KVH INDS INC,482738101,196344,1046514,SOLE
KYNDRYL HLDGS INC,50155Q100,138,5790,SOLE
KYNDRYL HLDGS INC,50155Q100,8800,369248,SOLE
LAKELAND INDS INC,511795106,278756,3793869,SOLE
LANTRONIX INC,516548203,284525,816587,SOLE
LENNOX INTL INC,526107107,28,16051,SOLE
LENNOX INTL INC,526107107,1302,746358,SOLE
LEONARDO DRS INC,52661A108,84685,3936159,SOLE
LIFESTANCE HEALTH GROUP INC,53228F101,1210966,6260694,SOLE
LINCOLN EDL SVCS CORP,533535100,789230,18191752,SOLE
LINCOLN NATL CORP IND,534187109,458650,15869290,SOLE
LINDE PLC,G54950103,53,24867,SOLE
LITHIA MTRS INC,536797103,35,11824,SOLE
LITHIA MTRS INC,536797103,1844,622940,SOLE
LLOYDS BANKING GROUP PLC,539439109,6808769,28937270,SOLE
LLOYDS BANKING GROUP PLC,539439109,7392,31416,SOLE
LOUISIANA PAC CORP,546347105,161431,13881452,SOLE
LSB INDS INC,502160104,1765601,13771688,SOLE
LSI INDS INC OHIO,50216C108,309922,5271773,SOLE
LUXFER HLDGS PLC,G5698W116,449056,5469502,SOLE
MACERICH CO,554382101,226510,3664932,SOLE
MADDEN STEVEN LTD,556269108,246,5899,SOLE
MADDEN STEVEN LTD,556269108,156646,3756371,SOLE
MAG SILVER CORP,55903Q104,7799692,165808463,SOLE
MAGNITE INC,55955D100,618119,14909030,SOLE
MAMAS CREATIONS INC,56146T103,1315914,10922086,SOLE
MANITOWOC CO INC,563571405,818823,9842252,SOLE
MARINEMAX INC,567908108,240235,6039508,SOLE
MATADOR RES CO,576485205,365,17418,SOLE
MATADOR RES CO,576485205,281925,13453461,SOLE
MATIV HOLDINGS INC,808541106,879890,6000850,SOLE
MATRIX SVC CO,576853105,509194,6879211,SOLE
MAYVILLE ENGR CO INC,578605107,354075,5651037,SOLE
MEDTRONIC PLC,G5960L103,113479,9891940,SOLE
MEDTRONIC PLC,G5960L103,9618739,838465479,SOLE
META PLATFORMS INC,30303M102,46454,34287233,SOLE
META PLATFORMS INC,30303M102,3286487,2425723190,SOLE
MGIC INVT CORP WIS,552848103,548,15256,SOLE
MGIC INVT CORP WIS,552848103,418612,11654158,SOLE
MICROSOFT CORP,594918104,10093,5020265,SOLE
MICROSOFT CORP,594918104,534885,266057148,SOLE
MOELIS & CO,60786M105,79551,4957618,SOLE
MONRO INC,610236101,319500,4763745,SOLE
MOSAIC CO NEW,61945C103,236925,8643024,SOLE
MURPHY OIL CORP,626717102,321500,7233750,SOLE
NATIONAL CINEMEDIA INC,635309206,902704,4373601,SOLE
NATIONAL CINEMEDIA INC,635309206,741743,3593745,SOLE
NATIONAL VISION HLDGS INC,63845R107,568102,13072027,SOLE
NATURAL GAS SVCS GROUP INC,63886Q109,299239,7723359,SOLE
NATURES SUNSHINE PRODS INC,639027101,130000,1922700,SOLE
NAVIGATOR HLDGS LTD,Y62132108,689545,9757062,SOLE
NETGEAR INC,64111Q104,117893,3427150,SOLE
NETSCOUT SYS INC,64115T104,206202,5115872,SOLE
NEWMONT CORP,651639106,548399,31949721,SOLE
NEWMONT CORP,651639106,16573135,965550845,SOLE
NMI HLDGS INC,629209305,267119,11269751,SOLE
NOBLE CORP PLC,G65431127,135451,3596223,SOLE
NOBLE CORP PLC,G65431127,12030645,319413625,SOLE
NORTHWESTERN ENERGY GROUP IN,668074305,72999,3744849,SOLE
NOV INC,62955J103,472535,5873612,SOLE
NOV INC,62955J103,37099859,461151247,SOLE
NOVAGOLD RES INC,66987E206,11805442,48284258,SOLE
NPK INTERNATIONAL INC,651718504,417121,3549700,SOLE
NUTRIEN LTD,67077M108,427214,24880950,SOLE
NUTRIEN LTD,67077M108,12841015,747861141,SOLE
NV5 GLOBAL INC,62945V109,295200,6816168,SOLE
NVENT ELECTRIC PLC,G6700G107,153,11207,SOLE
NVENT ELECTRIC PLC,G6700G107,7900,578675,SOLE
OIL STS INTL INC,678026105,2588396,13873803,SOLE
OLD NATL BANCORP IND,680033107,562798,12010109,SOLE
OLD REP INTL CORP,680223104,535,20565,SOLE
OLD REP INTL CORP,680223104,284839,10949211,SOLE
ONE GAS INC,68235P108,101014,7258866,SOLE
ONEOK INC NEW,682680103,69,5632,SOLE
ONEOK INC NEW,682680103,6256104,510685770,SOLE
ONEWATER MARINE INC,68280L101,251048,3361533,SOLE
ORACLE CORP,68389X105,149264,32633558,SOLE
ORACLE CORP,68389X105,10999302,2404777396,SOLE
ORLA MNG LTD NEW,68634K106,6852706,68885689,SOLE
OSI SYSTEMS INC,671044105,23200,5216752,SOLE
OTIS WORLDWIDE CORP,68902V107,93572,9265483,SOLE
OTIS WORLDWIDE CORP,68902V107,443,43866,SOLE
OUTDOOR HOLDING CO,00175J107,1919370,2456794,SOLE
OUTFRONT MEDIA INC,69007J304,804035,13121851,SOLE
PARK-OHIO HLDGS CORP,700666100,386025,6894407,SOLE
PBF ENERGY INC,69318G106,507417,10995726,SOLE
PENGUIN SOLUTIONS INC,G8232Y101,308744,6116219,SOLE
PENNANT GROUP INC,70805E109,426848,12741413,SOLE
PEPSICO INC,713448108,18,2377,SOLE
PEPSICO INC,713448108,45109,5956192,SOLE
PERELLA WEINBERG PARTNERS,71367G102,406078,7886035,SOLE
PERFORMANCE FOOD GROUP CO,71377A103,202,17669,SOLE
PERFORMANCE FOOD GROUP CO,71377A103,9900,865953,SOLE
PERFORMANT HEALTHCARE INC,71377E105,2704255,10817020,SOLE
PERMIAN RESOURCES CORP,71424F105,997,13579,SOLE
PERMIAN RESOURCES CORP,71424F105,569651,7758647,SOLE
PERRIGO CO PLC,G97822103,145905,3898582,SOLE
PHILIP MORRIS INTL INC,718172109,255383,46512842,SOLE
PHILIP MORRIS INTL INC,718172109,6876736,1252459928,SOLE
PORTILLOS INC,73642K106,577850,6743510,SOLE
POTBELLY CORP,73754Y100,989028,12115593,SOLE
PPG INDS INC,693506107,57735,6567305,SOLE
PPG INDS INC,693506107,5502545,625914494,SOLE
PROFICIENT AUTO LOGISTICS IN,74317M104,516473,3749594,SOLE
PROFOUND MED CORP,74319B502,122039,720030,SOLE
PROGYNY INC,74340E103,151700,3337400,SOLE
PROPETRO HLDG CORP,74347M108,464133,2770874,SOLE
PULTE GROUP INC,745867101,2150,226739,SOLE
QUANEX BLDG PRODS CORP,747619104,313068,5916985,SOLE
QUANTA SVCS INC,74762E102,68,25709,SOLE
QUANTA SVCS INC,74762E102,3518,1330085,SOLE
QUEST DIAGNOSTICS INC,74834L100,112,20119,SOLE
QUEST DIAGNOSTICS INC,74834L100,5585,1003234,SOLE
QUINSTREET INC,74874Q100,725874,11686571,SOLE
QXO INC,82846H405,445,9585,SOLE
QXO INC,82846H405,140000,3015600,SOLE
RADIAN GROUP INC,750236101,598,21540,SOLE
RADIAN GROUP INC,750236101,260463,9381877,SOLE
RADIANT LOGISTICS INC,75025X100,518801,3154310,SOLE
RADNET INC,750491102,52043,2961767,SOLE
RAYMOND JAMES FINL INC,754730109,77,11809,SOLE
RAYMOND JAMES FINL INC,754730109,3643,558727,SOLE
RBB FUND TRUST,75526L878,27780,1161151,SOLE
RBB FUND TRUST,75526L886,27635,1107271,SOLE
RELIANCE INC,759509102,793,248923,SOLE
REMITLY GLOBAL INC,75960P104,460516,8643885,SOLE
RH,74967X103,18,3402,SOLE
RH,74967X103,575,108681,SOLE
RIBBON COMMUNICATIONS INC,762544104,1025914,4113915,SOLE
RILEY EXPLORATION PERMIAN IN,76665T102,208048,5457099,SOLE
ROCKET COS INC,77311W101,1216,17243,SOLE
ROCKET COS INC,77311W101,65500,928790,SOLE
ROSS STORES INC,778296103,23,2934,SOLE
ROSS STORES INC,778296103,1436351,183249661,SOLE
ROYAL GOLD INC,780287108,3343634,594631871,SOLE
RPC INC,749660106,328149,1552145,SOLE
RPM INTL INC,749685103,288063,31640840,SOLE
RXO INC,74982T103,317975,4998567,SOLE
SALESFORCE INC,79466L302,32046,8738531,SOLE
SALESFORCE INC,79466L302,3183283,868049441,SOLE
SANMINA CORPORATION,801056102,72572,7099719,SOLE
SANOFI,80105N105,355057,17152808,SOLE
SANOFI,80105N105,610,29469,SOLE
SCHLUMBERGER LTD,806857108,320741,10841043,SOLE
SCHLUMBERGER LTD,806857108,27210251,919706484,SOLE
SCORPIO TANKERS INC,Y7542C130,209968,8216048,SOLE
SEACOAST BKG CORP FLA,811707801,414493,11448297,SOLE
SEACOR MARINE HLDGS INC,78413P101,1137894,5803259,SOLE
SEADRILL LTD,G7997W102,51000,1338750,SOLE
SEADRILL LTD,G7997W102,29613,777341,SOLE
SELECT MED HLDGS CORP,81619Q105,428948,6511431,SOLE
SHARKNINJA INC,G8068L108,89,8810,SOLE
SHARKNINJA INC,G8068L108,2500,247475,SOLE
SHELL PLC,780259305,607885,42801165,SOLE
SHELL PLC,780259305,540,38021,SOLE
SHOE CARNIVAL INC,824889109,409,7652,SOLE
SHOE CARNIVAL INC,824889109,313975,5874472,SOLE
SHYFT GROUP INC,825698103,248912,3121356,SOLE
SI-BONE INC,825704109,354538,6672405,SOLE
SILICON MOTION TECHNOLOGY CO,82706C108,146200,10989854,SOLE
SILVACO GROUP INC,82728C102,774438,3655347,SOLE
SIMILARWEB LTD,M84137104,169505,1328919,SOLE
SM ENERGY CO,78454L100,280303,6926287,SOLE
SMART SAND INC,83191H107,276039,554838,SOLE
SMITH DOUGLAS HOMES CORP,83207R107,240382,4668218,SOLE
SONIC AUTOMOTIVE INC,83545G102,112216,8969425,SOLE
SOUTHWEST AIRLS CO,844741108,183,5937,SOLE
SOUTHWEST AIRLS CO,844741108,10000,324400,SOLE
SPDR GOLD TR,78463V107,658741,199513818,SOLE
SPDR GOLD TR,78463V107,1806039,546997279,SOLE
SPDR SERIES TRUST,78468R663,437200,40100658,SOLE
SPECTRUM BRANDS HLDGS INC NE,84790A105,183372,9718716,SOLE
SPRINKLR INC,85208T107,755728,6393459,SOLE
STARBUCKS CORP,855244109,10,916,SOLE
STARBUCKS CORP,855244109,25988,2381280,SOLE
STEWART INFORMATION SVCS COR,860372101,120309,7832116,SOLE
STRAWBERRY FIELDS REIT INC,863182101,291122,3068426,SOLE
SUNOPTA INC,8676EP108,586750,3403150,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,335913,76080886,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,6357112,1439822297,SOLE
TALKSPACE INC,87427V103,1601130,4451141,SOLE
TANGER INC,875465106,181504,5550392,SOLE
TAYLOR MORRISON HOME CORP,87724P106,221701,13616875,SOLE
TE CONNECTIVITY PLC,G87052109,51,8602,SOLE
TE CONNECTIVITY PLC,G87052109,124535,21005318,SOLE
TENET HEALTHCARE CORP,88033G407,194,34144,SOLE
TENET HEALTHCARE CORP,88033G407,9733,1713008,SOLE
TEXAS INSTRS INC,882508104,49759,10330976,SOLE
TEXAS INSTRS INC,882508104,3821758,793473396,SOLE
TEXAS ROADHOUSE INC,882681109,111,20803,SOLE
TEXAS ROADHOUSE INC,882681109,5615,1052307,SOLE
THERMON GROUP HLDGS INC,88362T103,349111,9803037,SOLE
THRYV HLDGS INC,886029206,585316,7117443,SOLE
TILE SHOP HLDGS INC,88677Q109,295172,1877294,SOLE
TIMKEN CO,887389104,67500,4897125,SOLE
TITAN AMER SA,B9151N105,256310,3198749,SOLE
TITAN INTL INC ILL,88830M102,620251,6369978,SOLE
TITAN MACHY INC,88830R101,747563,14809223,SOLE
TOLL BROTHERS INC,889478103,86,9815,SOLE
TOLL BROTHERS INC,889478103,4091,466906,SOLE
TRANSALTA CORP,89346D107,15350,165696,SOLE
