Company,CUSIP,Shares,Value,Discretion,PutCall
INTUIT,461202103,10770,2810970,SOLE,
INVESCO EXCH TRADED FD TR II,46138G649,763,231166,SOLE,
INVESCO EXCHANGE TRADED FD T,46137V357,1150,244686,SOLE,
INVESCO QQQ TR,46090E103,1491,1097989,SOLE,
ISHARES INC,46434G103,3988,330406,SOLE,
ISHARES INC,46434G764,2292,234472,SOLE,
ISHARES TR,464287655,10097,3033748,SOLE,
ISHARES TR,464287614,106505,13224728,SOLE,
ISHARES TR,464287598,6265,1518854,SOLE,
ISHARES TR,464287630,1765,390418,SOLE,
ISHARES TR,464287622,698,285802,SOLE,
ISHARES TR,464287507,5472,421946,SOLE,
ISHARES TR,464287804,69439,10298554,SOLE,
ISHARES TR,464287200,3342,2502996,SOLE,
ISHARES TR,464287499,59093,6519143,SOLE,
ISHARES TR,464287465,14881,1545787,SOLE,
ISHARES TR,46435G516,6481,666312,SOLE,
JOHNSON & JOHNSON,478160104,1622,411939,SOLE,
JPMORGAN CHASE & CO,46625H100,132893,43499983,SOLE,
LOCKHEED MARTIN CORP,539830109,33411,17021562,SOLE,
LOWES COS INC,548661107,79680,17568639,SOLE,
M & T BK CORP,55261F104,78790,18752856,SOLE,
MARATHON PETE CORP,56585A102,854,218342,SOLE,
MCDONALDS CORP,580135101,12335,3334158,SOLE,
MEDTRONIC PLC,G5960L103,433672,33926178,SOLE,
MERCK & CO INC,58933Y105,1671,214724,SOLE,
META PLATFORMS INC,30303M102,37665,21216058,SOLE,
MICROSOFT CORP,594918104,172878,64486799,SOLE,
MORGAN STANLEY,617446448,208042,43489028,SOLE,
NEXTERA ENERGY INC,65339F101,237489,20844377,SOLE,
NIKE INC,654106103,223565,9177343,SOLE,
NUCOR CORP,670346105,1368,304722,SOLE,
NVIDIA CORPORATION,67066G104,6090,1218529,SOLE,
PALANTIR TECHNOLOGIES INC,69608A108,2063,240690,SOLE,
PAYPAL HLDGS INC,70450Y103,262618,11339851,SOLE,
PEPSICO INC,713448108,268055,36294633,SOLE,
PNC FINL SVCS GROUP INC,693475105,188868,46503019,SOLE,
PROCTER & GAMBLE CO,742718109,146510,21484283,SOLE,
QUALCOMM INC,747525103,243892,45068881,SOLE,
SCHWAB STRATEGIC TR,808524797,6533,207173,SOLE,
SELECT SECTOR SPDR TR,81369Y803,2316,441258,SOLE,
SKYX PLATFORMS CORP,78471E105,215000,237575,SOLE,
SPDR GOLD TR,78463V107,998,367643,SOLE,
SPDR SERIES TRUST,78464A763,3785,575980,SOLE,
SPDR SERIES TRUST,78464A409,3047,362563,SOLE,
SPDR SERIES TRUST,78468R796,13385,817841,SOLE,
STARBUCKS CORP,855244109,220391,22521718,SOLE,
STATE STR SPDR S&P MIDCAP 40,78467Y107,5926,4167981,SOLE,
T ROWE PRICE EXCHANGE-TRADED,87283Q107,76038,3808743,SOLE,
TARGET CORP,87612E106,114213,14917327,SOLE,
TE CONNECTIVITY PLC,G87052109,75939,15310062,SOLE,
TESLA INC,88160R101,494,207978,SOLE,
TEXAS INSTRS INC,882508104,98361,29318518,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,27668,13871788,SOLE,
TYSON FOODS INC,902494103,495030,28340492,SOLE,
US BANCORP,902973304,701703,42382869,SOLE,
VANGUARD INDEX FDS,922908744,33804,7366980,SOLE,
VANGUARD INDEX FDS,922908751,1149,348282,SOLE,
VANGUARD INDEX FDS,922908736,18563,1599033,SOLE,
VANGUARD INDEX FDS,922908629,37472,3019090,SOLE,
VANGUARD INDEX FDS,922908363,31620,21716867,SOLE,
VANGUARD INDEX FDS,922908769,3076,1138269,SOLE,
VANGUARD INTL EQUITY INDEX F,922042858,45534,2717900,SOLE,
VANGUARD SCOTTSDALE FDS,92206C680,11689,1493974,SOLE,
VANGUARD SPECIALIZED FUNDS,921908844,3180,752475,SOLE,
VANGUARD TAX-MANAGED FDS,921943858,280863,20011475,SOLE,
VANGUARD WHITEHALL FDS,921946406,110817,17512486,SOLE,
VISA INC,92826C839,1120,384142,SOLE,
WALMART INC,931142103,3191,361419,SOLE,
WELLS FARGO & CO,949746101,218006,18016034,SOLE,
