Company,CUSIP,Shares,Value,Discretion
CIA ENERGETICA DE MINAS GERA,204409601,1583394,2786773,SOLE
CISCO SYS INC,17275R102,1034714,49159262,SOLE
CITIGROUP INC,172967424,310120,19680215,DFND
CITIGROUP INC,172967424,15007604,952382550,SOLE
CNO FINL GROUP INC,12621E103,6026883,167065197,SOLE
COGNIZANT TECHNOLOGY SOLUTIO,192446102,180764,12291952,DFND
COGNIZANT TECHNOLOGY SOLUTIO,192446102,18429134,1253181112,SOLE
COLUMBIA BKG SYS INC,197236102,2432447,48381371,SOLE
COMCAST CORP NEW,20030N101,5135,201087,SOLE
COMERICA INC,200340107,433892,22145848,SOLE
CONCENTRIX CORP,20602D101,1484907,93964915,SOLE
COREBRIDGE FINL INC,21871X109,1439862,41928781,SOLE
CREDICORP LTD,G2519Y108,934956,150836451,SOLE
CVS HEALTH CORP,126650100,229600,13560176,DFND
CVS HEALTH CORP,126650100,12706788,750462899,SOLE
DANA INC,235825205,3225513,39093218,SOLE
DELL TECHNOLOGIES INC,24703L202,2187,301609,SOLE
DIAMONDROCK HOSPITALITY CO,252784301,8835117,74656739,SOLE
DISNEY WALT CO,254687106,271489,26956143,SOLE
DOCUSIGN INC,256163106,8114,434099,SOLE
DOLLAR GEN CORP NEW,256677105,79795,10551293,DFND
DOLLAR GEN CORP NEW,256677105,1770356,234094174,SOLE
DOLLAR TREE INC,256746108,2727,291162,SOLE
DOUGLAS DYNAMICS INC,25960R105,1401875,32803875,SOLE
DOW INC,260557103,355607,18864951,DFND
DOW INC,260557103,18510257,981969134,SOLE
DROPBOX INC,26210C104,19231,432121,SOLE
EDISON INTL,281020107,170628,12252797,DFND
EDISON INTL,281020107,12704658,912321491,SOLE
ELEVANCE HEALTH INC,036752103,192255,104175294,SOLE
ENTERGY CORP NEW,29364G103,110648,11839336,SOLE
EQUINOR ASA,29446M102,18747,535424,SOLE
EQUITABLE HLDGS INC,29452E101,329928,13480858,DFND
EQUITABLE HLDGS INC,29452E101,18312756,748259210,SOLE
EXXON MOBIL CORP,30231G102,594716,68463706,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,1020498,50433011,SOLE
FIFTH THIRD BANCORP,316773100,1169345,42669399,SOLE
FMC CORP,302491303,576737,33191214,SOLE
FRESENIUS MEDICAL CARE AG,358029106,738968,14106899,DFND
FRESENIUS MEDICAL CARE AG,358029106,15445253,294849884,SOLE
GAP INC,364760108,1431093,34188812,SOLE
GENERAL DYNAMICS CORP,369550108,270352,78439929,SOLE
GENESCO INC,371532102,1221342,31583904,SOLE
GENPACT LIMITED,G3922B107,1163870,37464975,SOLE
GILDAN ACTIVEWEAR INC,375916103,1380406,52344996,SOLE
GILEAD SCIENCES INC,375558103,4589,314851,SOLE
GLOBAL PMTS INC,37940X102,127936,12371411,DFND
GLOBAL PMTS INC,37940X102,6295527,608777461,SOLE
GLOBE LIFE INC,37959E102,930378,76551502,SOLE
GOLDMAN SACHS GROUP INC,38141G104,17767,8036369,DFND
GOLDMAN SACHS GROUP INC,38141G104,421514,190659212,SOLE
HALLIBURTON CO,406216101,1541798,52081936,SOLE
HARTFORD FINL SVCS GROUP INC,416515104,2070,208118,SOLE
HDFC BANK LTD,40415F101,310736,19989647,SOLE
HENRY SCHEIN INC,806407102,989671,63437911,SOLE
HOOKER FURNISHINGS CORPORATI,439038100,1272857,18430969,SOLE
HOULIHAN LOKEY INC,441593100,3463,467020,SOLE
HSBC HLDGS PLC,404280406,16938,736788,SOLE
HUMANA INC,444859102,40267,15045765,DFND
HUMANA INC,444859102,2278080,851204592,SOLE
ICICI BANK LIMITED,45104G104,333049,9595142,SOLE
ING GROEP N.V.,456837103,53810,922306,SOLE
INTEL CORP,458140100,12789,396075,SOLE
INTERFACE INC,458665304,1695258,24886387,SOLE
INVESCO LTD,G491BT108,886851,13267291,SOLE
ITAU UNIBANCO HLDG S A,465562106,230664,1347078,SOLE
ITURAN LOCATION AND CONTROL,M6158M104,22659,558318,SOLE
JELD-WEN HLDG INC,47580P103,9320851,125551863,SOLE
JOHNSON & JOHNSON,478160104,230144,33637847,SOLE
JPMORGAN CHASE & CO.,46625H100,41039,8300548,DFND
JPMORGAN CHASE & CO.,46625H100,919493,185976654,SOLE
KASPI KZ JSC,48581R205,867970,111976810,SOLE
KB FINL GROUP INC,48241A105,38941,2204450,SOLE
KEYCORP,493267108,1745986,24810461,SOLE
KONINKLIJKE PHILIPS N V,500472303,13737,346184,SOLE
KOPPERS HOLDINGS INC,50060P106,401460,14850005,SOLE
KORN FERRY,500643200,1044888,70153780,SOLE
LEAR CORP,521865204,109726,12531806,DFND
LEAR CORP,521865204,7078164,808397110,SOLE
LEIDOS HOLDINGS INC,525327102,502710,73335335,SOLE
LPL FINL HLDGS INC,50212V100,1541,430401,SOLE
MAGNA INTL INC,559222401,338513,19410335,DFND
MAGNA INTL INC,559222401,20620432,1182375561,SOLE
MALIBU BOATS INC,56117J100,1478316,51800193,SOLE
MANPOWERGROUP INC WIS,56418H100,351121,24508246,SOLE
MARCUS & MILLICHAP INC,566324109,641667,20225344,SOLE
MASTERBRAND INC,57638P104,2803219,41151255,SOLE
MCKESSON CORP,58155Q103,67079,39176819,SOLE
MEDTRONIC PLC,G5960L103,128486,10113133,DFND
MEDTRONIC PLC,G5960L103,8178637,643740491,SOLE
METLIFE INC,59156R108,172133,12082015,DFND
METLIFE INC,59156R108,9473933,664975357,SOLE
MOHAWK INDS INC,608190104,1092046,124045505,SOLE
MORGAN STANLEY,617446448,749823,72875297,SOLE
MRC GLOBAL INC,55345K103,5750384,74237457,SOLE
MSC INDL DIRECT INC,553530106,461901,36633368,SOLE
NATWEST GROUP PLC,639057207,80678,647843,SOLE
NEWELL BRANDS INC,651229106,783352,5021286,DFND
NEWELL BRANDS INC,651229106,51695706,331369475,SOLE
NOKIA CORP,654902204,82524553,311942810,SOLE
NOV INC,62955J103,441864,8399835,DFND
NOV INC,62955J103,34734022,660293758,SOLE
OLD NATL BANCORP IND,680033107,3143473,54036301,SOLE
OLIN CORP,680665205,2766998,130463956,SOLE
ORION S.A.,L72967109,2693587,59097299,SOLE
PETROLEO BRASILEIRO SA PETRO,71654V101,168134,2293348,SOLE
PFIZER INC,717081103,367153,10272941,DFND
PFIZER INC,717081103,6890527,192796945,SOLE
PHIBRO ANIMAL HEALTH CORP,71742Q106,1837006,30806591,SOLE
PVH CORPORATION,693656100,56548,5986737,DFND
PVH CORPORATION,693656100,5567158,589395017,SOLE
QORVO INC,74736K101,4356,505470,SOLE
REGIONS FINANCIAL CORP NEW,7591EP100,1899232,38060609,SOLE
REINSURANCE GRP OF AMERICA I,759351604,4457,914888,SOLE
RESIDEO TECHNOLOGIES INC,76118Y104,3262732,63819038,SOLE
ROBERT HALF INC.,770323103,724262,46338283,SOLE
SASOL LTD,803866300,352561,2682989,SOLE
SCANSOURCE INC,806037107,927583,41101203,SOLE
SHELL PLC,780259305,145792,10523267,DFND
SHELL PLC,780259305,3546408,255979727,SOLE
SHINHAN FINANCIAL GROUP CO L,824596100,1082552,37683625,SOLE
SHYFT GROUP INC,825698103,3243834,38471871,SOLE
SKYWORKS SOLUTIONS INC,83088M102,99204,10573162,DFND
SKYWORKS SOLUTIONS INC,83088M102,3991088,425370159,SOLE
SPECTRUM BRANDS HLDGS INC NE,84790A105,1187128,102009909,SOLE
SS&C TECHNOLOGIES HLDGS INC,78467J100,14209105,890484610,SOLE
STEELCASE INC,858155203,7092675,91921068,SOLE
SUMITOMO MITSUI FINL GROUP I,86562M209,22056,295770,SOLE
SYNOVUS FINL CORP,87161C501,757614,30448507,SOLE
T-MOBILE US INC,872590104,2752,484847,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,65368,11361528,SOLE
TE CONNECTIVITY LTD,H84989104,51086,7684867,DFND
TE CONNECTIVITY LTD,H84989104,2564914,385840013,SOLE
THE CIGNA GROUP,125523100,539956,178493255,SOLE
TRIMAS CORP,896215209,2260502,57778431,SOLE
TRIP COM GROUP LTD,89677Q107,394160,18525520,SOLE
TRUEBLUE INC,89785X101,2870674,29567942,SOLE
TYSON FOODS INC,902494103,172180,9838365,DFND
TYSON FOODS INC,902494103,12317384,703815322,SOLE
UBS GROUP AG,H42097107,242844,6423224,DFND
UBS GROUP AG,H42097107,29708391,785786935,SOLE
ULTA BEAUTY INC,90384S303,839,323745,SOLE
UNITED THERAPEUTICS CORP DEL,91307C102,1599,509361,SOLE
UNIVERSAL CORP VA,913456109,1031955,49729911,SOLE
UNIVERSAL HLTH SVCS INC,913903100,455323,84202882,SOLE
UNIVEST FINANCIAL CORPORATIO,915271100,1268250,28954148,SOLE
USANA HEALTH SCIENCES INC,90328M107,976633,44182877,SOLE
VALE S A,91912E105,253398,2830456,SOLE
VAREX IMAGING CORP,92214X106,2569213,37844507,SOLE
VODAFONE GROUP PLC NEW,92857W308,12737,112975,SOLE
VOYA FINANCIAL INC,929089100,110585,7868123,DFND
VOYA FINANCIAL INC,929089100,3573527,254256446,SOLE
WABTEC,929740108,8861,1400481,DFND
WABTEC,929740108,445534,70416649,SOLE
WEBSTER FINL CORP,947890109,1743173,75984911,SOLE
WELLS FARGO CO NEW,949746101,273001,16213529,DFND
WELLS FARGO CO NEW,949746101,15433471,916593843,SOLE
WESCO INTL INC,95082P105,148778,23584289,SOLE
WSFS FINL CORP,929328102,899659,42283973,SOLE
ZTO EXPRESS CAYMAN INC,98980A105,5960272,123675644,SOLE
