Company,CUSIP,Shares,Value,Discretion,PutCall
LLOYDS BANKING GROUP PLC,539439109,6196246,23669660,SOLE,
LLOYDS BANKING GROUP PLC,539439109,7392,28237,SOLE,
LOUISIANA PAC CORP,546347105,163031,14995591,SOLE,
LSB INDS INC,502160104,1811701,11939110,SOLE,
LSI INDS INC OHIO,50216C108,331922,5642674,SOLE,
LUXFER HLDGS PLC,G5698W116,449056,5325804,SOLE,
MACERICH CO,554382101,295810,5079058,SOLE,
MADDEN STEVEN LTD,556269108,251,6687,SOLE,
MADDEN STEVEN LTD,556269108,146746,3909313,SOLE,
MAG SILVER CORP,55903Q104,7791250,118535778,SOLE,
MAGNITE INC,55955D100,495657,5655446,SOLE,
MAMAS CREATIONS INC,56146T103,1321035,8599938,SOLE,
MANITOWOC CO INC,563571405,782123,6718437,SOLE,
MARINEMAX INC,567908108,195235,4197553,SOLE,
MATADOR RES CO,576485205,310,15838,SOLE,
MATADOR RES CO,576485205,322525,16477802,SOLE,
MATIV HOLDINGS INC,808541106,684090,4261881,SOLE,
MATRIX SVC CO,576853105,317194,3942721,SOLE,
MAYVILLE ENGR CO INC,578605107,351875,4725681,SOLE,
MEDTRONIC PLC,G5960L103,92089,8275077,SOLE,
MEDTRONIC PLC,G5960L103,9723560,873759102,SOLE,
META PLATFORMS INC,30303M102,37398,21554780,SOLE,
META PLATFORMS INC,30303M102,3507473,2021567138,SOLE,
MGIC INVT CORP WIS,552848103,667,16528,SOLE,
MGIC INVT CORP WIS,552848103,460212,11404053,SOLE,
MICROSOFT CORP,594918104,8094,3038249,SOLE,
MICROSOFT CORP,594918104,651599,244603749,SOLE,
MKS INSTRS INC,55306N104,81,6492,SOLE,
MKS INSTRS INC,55306N104,86568,6938425,SOLE,
MOELIS & CO,60786M105,103051,6014056,SOLE,
MONRO INC,610236101,321000,4644870,SOLE,
MOSAIC CO NEW,61945C103,135210,3652022,SOLE,
MURPHY OIL CORP,626717102,314500,8931800,SOLE,
NATIONAL CINEMEDIA INC,635309206,871704,5744529,SOLE,
NATIONAL CINEMEDIA INC,635309206,985854,6496778,SOLE,
NATIONAL VISION HLDGS INC,63845R107,560302,7160660,SOLE,
NATURAL GAS SVCS GROUP INC,63886Q109,283689,6232647,SOLE,
NATURAL GROCERS BY VITAMIN C,63888U108,35268,1417774,SOLE,
NAVIGATOR HLDGS LTD,Y62132108,675445,8990173,SOLE,
NETGEAR INC,64111Q104,119393,2920353,SOLE,
NETSCOUT SYS INC,64115T104,231505,4863920,SOLE,
NEWMONT CORP,651639106,490468,23679795,SOLE,
NEWMONT CORP,651639106,17093853,825291223,SOLE,
NMI HLDGS INC,629209305,289119,10422740,SOLE,
NOBLE CORP PLC,G65431127,101231,2399171,SOLE,
NOBLE CORP PLC,G65431127,12087368,286470622,SOLE,
NORTHWESTERN ENERGY GROUP IN,668074305,133199,7708226,SOLE,
NOV INC,62955J103,390171,5938399,SOLE,
NOV INC,62955J103,37849201,576064839,SOLE,
NOVAGOLD RES INC,66987E206,18231042,53234643,SOLE,
NPK INTERNATIONAL INC,651718504,627105,3643480,SOLE,
NUTRIEN LTD,67077M108,321118,15949933,SOLE,
NUTRIEN LTD,67077M108,11319783,562253422,SOLE,
NV5 GLOBAL INC,62945V109,317200,6112444,SOLE,
OIL STS INTL INC,678026105,2598596,13382769,SOLE,
OLD NATL BANCORP IND,680033107,608098,12885597,SOLE,
OLD REP INTL CORP,680223104,546,21414,SOLE,
OLD REP INTL CORP,680223104,322739,12657824,SOLE,
ONE GAS INC,68235P108,139614,10553422,SOLE,
ONEOK INC NEW,682680103,48,4763,SOLE,
ONEOK INC NEW,682680103,2710869,268972422,SOLE,
ONEWATER MARINE INC,68280L101,151084,2444539,SOLE,
ONTO INNOVATION INC,683344105,110,13347,SOLE,
ONTO INNOVATION INC,683344105,4993,605851,SOLE,
ORACLE CORP,68389X105,129021,18038367,SOLE,
ORACLE CORP,68389X105,12154160,1699273110,SOLE,
ORLA MNG LTD NEW,68634K106,8040945,75110891,SOLE,
OSI SYSTEMS INC,671044105,30100,5849634,SOLE,
OTIS WORLDWIDE CORP,68902V107,75970,7840111,SOLE,
OTIS WORLDWIDE CORP,68902V107,443,45718,SOLE,
OUTFRONT MEDIA INC,69007J304,827635,13358029,SOLE,
PARK-OHIO HLDGS CORP,700666100,324893,7017689,SOLE,
PBF ENERGY INC,69318G106,485417,9266611,SOLE,
PENGUIN SOLUTIONS INC,G8232Y101,492744,8558963,SOLE,
PENNANT GROUP INC,70805E109,431348,10848402,SOLE,
PEPSICO INC,713448108,23,3449,SOLE,
PEPSICO INC,713448108,61644,9242901,SOLE,
PERELLA WEINBERG PARTNERS,71367G102,385078,7085435,SOLE,
PERFORMANCE FOOD GROUP CO,71377A103,204,16041,SOLE,
PERFORMANCE FOOD GROUP CO,71377A103,9300,731259,SOLE,
PERFORMANT HEALTHCARE INC,71377E105,2680255,7933555,SOLE,
PERMIAN RESOURCES CORP,71424F105,1024,14182,SOLE,
PERMIAN RESOURCES CORP,71424F105,672151,9309291,SOLE,
PERRIGO CO PLC,G97822103,151405,4245396,SOLE,
PHILIP MORRIS INTL INC,718172109,254533,40402101,SOLE,
PHILIP MORRIS INTL INC,718172109,8729849,1385688932,SOLE,
PORTILLOS INC,73642K106,494350,5877822,SOLE,
POTBELLY CORP,73754Y100,1000028,9510266,SOLE,
PPG INDS INC,693506107,47163,5157250,SOLE,
PPG INDS INC,693506107,4541318,496593123,SOLE,
PROFICIENT AUTO LOGISTICS IN,74317M104,410748,3437961,SOLE,
PROGYNY INC,74340E103,163200,3645888,SOLE,
PROPETRO HLDG CORP,74347M108,478133,3514278,SOLE,
PULTE GROUP INC,745867101,38,3906,SOLE,
PULTE GROUP INC,745867101,1576,162013,SOLE,
QUANEX BLDG PRODS CORP,747619104,289568,5383069,SOLE,
QUANTA SVCS INC,74762E102,75,19064,SOLE,
QUANTA SVCS INC,74762E102,3518,894205,SOLE,
QUEST DIAGNOSTICS INC,74834L100,114,19289,SOLE,
QUEST DIAGNOSTICS INC,74834L100,5435,919602,SOLE,
QUINSTREET INC,74874Q100,722823,12895162,SOLE,
RADIAN GROUP INC,750236101,610,20173,SOLE,
RADIAN GROUP INC,750236101,290463,9605611,SOLE,
RADIANT LOGISTICS INC,75025X100,526801,3239826,SOLE,
RADNET INC,750491102,61143,3040030,SOLE,
RAYMOND JAMES FINL INC,754730109,95,13196,SOLE,
RAYMOND JAMES FINL INC,754730109,4143,575504,SOLE,
RBB FUND TRUST,75526L878,27780,1089193,SOLE,
RBB FUND TRUST,75526L886,27635,1037307,SOLE,
RELIANCE INC,759509102,672,194040,SOLE,
REMITLY GLOBAL INC,75960P104,471916,9815853,SOLE,
REPAY HLDGS CORP,76029L100,411026,2289415,SOLE,
RH,74967X103,4,938,SOLE,
RH,74967X103,175,41022,SOLE,
RIBBON COMMUNICATIONS INC,762544104,880755,3452560,SOLE,
RILEY EXPLORATION PERMIAN IN,76665T102,297048,8664890,SOLE,
ROCKET COS INC,77311W101,1240,14967,SOLE,
ROCKET COS INC,77311W101,62100,749547,SOLE,
ROSS STORES INC,778296103,30,3834,SOLE,
ROSS STORES INC,778296103,1477626,188825827,SOLE,
ROYAL GOLD INC,780287108,3412401,557961688,SOLE,
RPC INC,749660106,315149,1733320,SOLE,
RPM INTL INC,749685103,298849,34570852,SOLE,
RXO INC,74982T103,370075,7068433,SOLE,
SALESFORCE INC,79466L302,26108,7006431,SOLE,
SALESFORCE INC,79466L302,2343832,628990756,SOLE,
SANMINA CORPORATION,801056102,110872,8446229,SOLE,
SANOFI,80105N105,381610,21164065,SOLE,
SANOFI,80105N105,610,33831,SOLE,
SCHLUMBERGER LTD,806857108,276620,11562729,SOLE,
SCHLUMBERGER LTD,806857108,27651032,1155813138,SOLE,
SCORPIO TANKERS INC,Y7542C130,242368,9108189,SOLE,
SEACOAST BKG CORP FLA,811707801,551851,14199126,SOLE,
SEACOR MARINE HLDGS INC,78413P101,1085894,5494624,SOLE,
SEADRILL LTD,G7997W102,5000,180800,SOLE,
SEADRILL LTD,G7997W102,29613,1070806,SOLE,
SELECT MED HLDGS CORP,81619Q105,381159,6365355,SOLE,
SHELL PLC,780259305,494788,36258092,SOLE,
SHELL PLC,780259305,344,25208,SOLE,
SHOE CARNIVAL INC,824889109,410,9016,SOLE,
SHOE CARNIVAL INC,824889109,354275,7790507,SOLE,
SHYFT GROUP INC,825698103,152113,1230594,SOLE,
SI-BONE INC,825704109,307738,4317564,SOLE,
SILVACO GROUP INC,82728C102,643729,2935404,SOLE,
SM ENERGY CO,78454L100,277303,8305225,SOLE,
SMART SAND INC,83191H107,256922,665428,SOLE,
SMITH DOUGLAS HOMES CORP,83207R107,236382,4614177,SOLE,
SONIC AUTOMOTIVE INC,83545G102,121316,6910159,SOLE,
SOUTHWEST AIRLS CO,844741108,183,6145,SOLE,
