Company,CUSIP,Shares,Value,Discretion,PutCall
HERSHEY CO,427866108,9500,1847750,DFND,
HEXCEL CORP NEW,428291108,38000,2768300,SOLE,
HEXCEL CORP NEW,428291108,151000,11000350,DFND,
HOME DEPOT INC,437076102,276906,106221142,SOLE,
HOME DEPOT INC,437076102,643094,246690859,DFND,
ILLINOIS TOOL WKS INC,452308109,16851,4521629,SOLE,
ILLINOIS TOOL WKS INC,452308109,310649,83356447,DFND,
INSPERITY INC,45778Q107,16876,1849778,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,5120,703642,DFND,
INTUIT,461202103,2720,1768000,DFND,
INVESTORS TITLE CO NC,461804106,213300,34808427,DFND,
IQVIA HLDGS INC,46266C105,55726,14092548,DFND,
JOHNSON & JOHNSON,478160104,26715,4226046,SOLE,
JOHNSON & JOHNSON,478160104,584085,92396406,DFND,
JPMORGAN CHASE & CO,46625H100,252550,50585765,DFND,
KKR & CO INC,48251W104,18000,1810440,SOLE,
KKR & CO INC,48251W104,1433800,144211604,DFND,
LAMAR ADVERTISING CO NEW,512816109,77000,9194570,DFND,
LINDE PLC,G54950103,7400,3435968,SOLE,
LINDE PLC,G54950103,124100,57622112,DFND,
LOCKHEED MARTIN CORP,539830109,56363,25637838,DFND,
LOWES COS INC,548661107,61748,15729068,SOLE,
LOWES COS INC,548661107,601732,153279192,DFND,
LPL FINL HLDGS INC,50212V100,2289,604754,SOLE,
LPL FINL HLDGS INC,50212V100,452002,119418927,DFND,
MARRIOTT INTL INC NEW,571903202,9000,2270790,DFND,
MARSH & MCLENNAN COS INC,571748102,20500,4222590,SOLE,
MARSH & MCLENNAN COS INC,571748102,673500,138727530,DFND,
MASTERCARD INCORPORATED,57636Q104,19984,9623695,SOLE,
MASTERCARD INCORPORATED,57636Q104,187556,90321343,DFND,
META PLATFORMS INC,30303M102,21610,10493384,SOLE,
META PLATFORMS INC,30303M102,246071,119487156,DFND,
MICROSOFT CORP,594918104,23619,9936986,SOLE,
MICROSOFT CORP,594918104,479211,201613653,DFND,
MOODYS CORP,615369105,21096,8291361,SOLE,
MOODYS CORP,615369105,192794,75773827,DFND,
MSCI INC,55354G100,1000,560450,SOLE,
MSCI INC,55354G100,141850,79499832,DFND,
NIKE INC,654106103,46000,4323080,SOLE,
NIKE INC,654106103,329900,31004002,DFND,
NORFOLK SOUTHN CORP,655844108,29000,7391230,SOLE,
NORFOLK SOUTHN CORP,655844108,200500,51101435,DFND,
NOVO-NORDISK A S,670100205,1191840,153032256,SOLE,
NOVO-NORDISK A S,670100205,958160,123027744,DFND,
NVR INC,62944T105,175,1417493,SOLE,
NVR INC,62944T105,11174,90508954,DFND,
O-I GLASS INC,67098H104,100,1659,SOLE,
O-I GLASS INC,67098H104,539000,8942010,DFND,
OLD DOMINION FREIGHT LINE IN,679580100,6000,1315860,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,189000,41449590,DFND,
OTIS WORLDWIDE CORP,68902V107,27300,2710071,SOLE,
OTIS WORLDWIDE CORP,68902V107,87320,8668258,DFND,
PAYCHEX INC,704326107,70000,8596000,SOLE,
PAYCHEX INC,704326107,80000,9824000,DFND,
PEPSICO INC,713448108,96210,16837713,DFND,
PHILIP MORRIS INTL INC,718172109,114500,10490491,DFND,
PRICE T ROWE GROUP INC,74144T108,32000,3901440,SOLE,
PRICE T ROWE GROUP INC,74144T108,282000,34381441,DFND,
PROGRESSIVE CORP,743315103,60000,12409200,SOLE,
PROGRESSIVE CORP,743315103,693750,143481374,DFND,
RENAISSANCERE HLDGS LTD,G7496G103,3000,705090,SOLE,
RENAISSANCERE HLDGS LTD,G7496G103,67000,15747010,DFND,
RLI CORP,749607107,96475,14323643,SOLE,
RLI CORP,749607107,1100797,163435330,DFND,
ROCKWELL AUTOMATION INC,773903109,7900,2301507,SOLE,
ROCKWELL AUTOMATION INC,773903109,147000,42825510,DFND,
ROLLINS INC,775711104,62475,2890718,SOLE,
ROLLINS INC,775711104,1363800,63103028,DFND,
RTX CORPORATION,75513E101,54600,5325138,SOLE,
RTX CORPORATION,75513E101,169400,16521582,DFND,
S&P GLOBAL INC,78409V104,1000,425450,SOLE,
S&P GLOBAL INC,78409V104,149690,63685611,DFND,
SCHWAB CHARLES CORP,808513105,129000,9331860,SOLE,
SCHWAB CHARLES CORP,808513105,1224766,88599573,DFND,
SCOTTS MIRACLE-GRO CO,810186106,9000,671310,SOLE,
SCOTTS MIRACLE-GRO CO,810186106,159000,11859811,DFND,
SEI INVTS CO,784117103,59000,4242100,SOLE,
SEI INVTS CO,784117103,114200,8210980,DFND,
SHERWIN WILLIAMS CO,824348106,94172,32708760,DFND,
SHOPIFY INC,82509L107,102750,7929218,DFND,
SONY GROUP CORP,835699307,67000,5744580,DFND,
SPOTIFY TECHNOLOGY S A,L8681T102,25900,6835010,DFND,
STARBUCKS CORP,855244109,40500,3701295,SOLE,
STARBUCKS CORP,855244109,500818,45769757,DFND,
STERICYCLE INC,858912108,38000,2004500,DFND,
TARGET CORP,87612E106,7500,1329075,SOLE,
TARGET CORP,87612E106,125500,22239855,DFND,
TEXAS INSTRS INC,882508104,1,174,SOLE,
TEXAS INSTRS INC,882508104,723999,126127866,DFND,
THERMO FISHER SCIENTIFIC INC,883556102,24700,14355888,DFND,
TRANSUNION,89400J107,3000,239400,SOLE,
TRANSUNION,89400J107,98050,7824390,DFND,
TYSON FOODS INC,902494103,10000,587300,SOLE,
TYSON FOODS INC,902494103,767500,45075275,DFND,
UBER TECHNOLOGIES INC,90353T100,58000,4465420,DFND,
UNION PAC CORP,907818108,11100,2729823,SOLE,
UNION PAC CORP,907818108,74678,18365561,DFND,
UNITED RENTALS INC,911363109,15500,11177205,DFND,
UNITEDHEALTH GROUP INC,91324P102,16100,7964670,DFND,
VERISK ANALYTICS INC,92345Y106,2500,589325,SOLE,
VERISK ANALYTICS INC,92345Y106,124700,29395531,DFND,
VISA INC,92826C839,76150,21251942,SOLE,
VISA INC,92826C839,923135,257628516,DFND,
WATSCO INC,942622200,41600,17969952,SOLE,
WATSCO INC,942622200,524650,226633060,DFND,
WELLS FARGO CO NEW,949746101,32000,1854720,SOLE,
WELLS FARGO CO NEW,949746101,172450,9995202,DFND,
WHIRLPOOL CORP,963320106,5230,625665,SOLE,
WHIRLPOOL CORP,963320106,276819,33115857,DFND,
WILLIS TOWERS WATSON PLC LTD,G96629103,8627,2372425,DFND,
YUM BRANDS INC,988498101,16152,2239475,DFND,
