Company,CUSIP,Shares,Value,Discretion,PutCall
THERMO FISHER SCIENTIFIC INC,883556102,21377,8667389,SOLE,
TYSON FOODS INC,902494103,199766,11174886,SOLE,
UNION PAC CORP,907818108,69866,16074870,SOLE,
US BANCORP DEL,902973304,713934,32305507,SOLE,
VANGUARD INDEX FDS,922908769,3134,952538,SOLE,
VANGUARD INDEX FDS,922908629,2760,772583,SOLE,
VANGUARD INDEX FDS,922908744,14272,2522438,SOLE,
VANGUARD INDEX FDS,922908736,3131,1372734,SOLE,
VANGUARD INDEX FDS,922908751,1147,271893,SOLE,
VANGUARD INDEX FDS,922908363,24444,13885351,SOLE,
VANGUARD INTL EQUITY INDEX F,922042858,40492,2002736,SOLE,
VANGUARD SPECIALIZED FUNDS,921908844,3476,711464,SOLE,
VANGUARD TAX-MANAGED FDS,921943858,208795,11903438,SOLE,
VANGUARD WHITEHALL FDS,921946406,86061,11472824,SOLE,
VISA INC,92826C839,1133,402400,SOLE,
WALMART INC,931142103,4316,422024,SOLE,
WELLS FARGO CO NEW,949746101,219799,17610323,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,126923,11576687,SOLE,
