Company,CUSIP,Shares,Value,Discretion,PutCall
EVERBRIDGE INC,29978A104,158233,5511255,SOLE,
EVERCORE INC,29977A105,114,21955,SOLE,
EVERCORE INC,29977A105,63967,12319405,SOLE,
EVERQUOTE INC,30041R108,532138,9876481,SOLE,
EXELIXIS INC,30161Q104,416,9872,SOLE,
EXELIXIS INC,30161Q104,14371,341024,SOLE,
EXPEDITORS INTL WASH INC,302130109,7052,857327,SOLE,
EXPEDITORS INTL WASH INC,302130109,2687975,326777121,SOLE,
EXTRA SPACE STORAGE INC,30225T102,27,3969,SOLE,
EXTRA SPACE STORAGE INC,30225T102,1647209,242139723,SOLE,
EXXON MOBIL CORP,30231G102,34634,4025853,SOLE,
EXXON MOBIL CORP,30231G102,13169165,1530783740,SOLE,
FABRINET,G3323L100,27,5104,SOLE,
FABRINET,G3323L100,23165,4378648,SOLE,
FERROGLOBE PLC,G33856108,1620155,8068372,SOLE,
FIDELITY NATIONAL FINANCIAL,31620R303,36,1912,SOLE,
FIDELITY NATIONAL FINANCIAL,31620R303,6095745,323684060,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,51600,3827688,SOLE,
FIRST AMERN FINL CORP,31847R102,157,9585,SOLE,
FIRST AMERN FINL CORP,31847R102,187128,11424164,SOLE,
FLEX LTD,Y2573F102,356,10185,SOLE,
FLEX LTD,Y2573F102,11848,338971,SOLE,
FLOWSERVE CORP,34354P105,28696,1310822,SOLE,
FLOWSERVE CORP,34354P105,10707267,489107957,SOLE,
FOMENTO ECONOMICO MEXICANO S,344419106,193257,25175589,SOLE,
FOMENTO ECONOMICO MEXICANO S,344419106,9503710,1238048302,SOLE,
FORGE GLOBAL HOLDINGS INC,34629L103,135000,260550,SOLE,
FORMFACTOR INC,346375108,153297,6994942,SOLE,
FORTREA HLDGS INC,34965K107,268882,10792923,SOLE,
FRANCO NEV CORP,351858105,3212989,383008484,SOLE,
FTAI AVIATION LTD,G3730V105,255489,17194410,SOLE,
GENCOR INDS INC,368678108,71561,1194353,SOLE,
GENERAC HLDGS INC,368736104,76,9587,SOLE,
GENERAC HLDGS INC,368736104,62603,7896742,SOLE,
GENERAL DYNAMICS CORP,369550108,7297,2061330,SOLE,
GIBRALTAR INDS INC,374689107,94415,7603240,SOLE,
GOLD FIELDS LTD,38059T106,5369818,85326408,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,1024,14060,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,992984,13633670,SOLE,
GRAFTECH INTL LTD,384313508,535244,738637,SOLE,
GRAHAM CORP,384556106,292729,7985647,SOLE,
GXO LOGISTICS INCORPORATED,36262G101,203,10913,SOLE,
GXO LOGISTICS INCORPORATED,36262G101,232381,12492803,SOLE,
H & E EQUIPMENT SERVICES INC,404030108,214532,13768664,SOLE,
HAIN CELESTIAL GROUP INC,405217100,651854,5123572,SOLE,
HALEON PLC,405552100,1361021,11555072,SOLE,
HAYNES INTL INC,420877201,165353,9941022,SOLE,
HCA HEALTHCARE INC,40412C101,12119,4042143,SOLE,
HCA HEALTHCARE INC,40412C101,4490420,1497689783,SOLE,
HEALTHPEAK PROPERTIES INC,42250P103,421692,7906725,SOLE,
HEALTHSTREAM INC,42222N103,494828,13192114,SOLE,
HEARTLAND EXPRESS INC,422347104,666675,7960100,SOLE,
HECLA MNG CO,422704106,1284677,6179296,SOLE,
HELEN OF TROY LTD,G4388N106,83219,9590158,SOLE,
HELIX ENERGY SOLUTIONS GRP I,42330P107,325758,3531217,SOLE,
HELMERICH & PAYNE INC,423452101,102693,4319268,SOLE,
HERC HLDGS INC,42704L104,74609,12556695,SOLE,
HEXCEL CORP NEW,428291108,115846,8439381,SOLE,
HF SINCLAIR CORP,403949100,312,18835,SOLE,
HF SINCLAIR CORP,403949100,10391,627305,SOLE,
HOME DEPOT INC,437076102,20,7672,SOLE,
HOME DEPOT INC,437076102,55910,21447076,SOLE,
HUNTSMAN CORP,447011107,424,11037,SOLE,
HUNTSMAN CORP,447011107,572531,14902982,SOLE,
ICAD INC,44934S206,701525,1129455,SOLE,
ICHOR HOLDINGS,G4740B105,354098,13675265,SOLE,
IDACORP INC,451107106,129880,12064553,SOLE,
IMPERIAL OIL LTD,453038408,627143,43354391,SOLE,
IMPERIAL OIL LTD,453038408,21756448,1501314625,SOLE,
INFUSYSTEM HLDGS INC,45685K102,605235,5186864,SOLE,
INGERSOLL RAND INC,45687V106,247,23453,SOLE,
INGERSOLL RAND INC,45687V106,7879,748111,SOLE,
INGREDION INC,457187102,147,17177,SOLE,
INGREDION INC,457187102,103886,12139079,SOLE,
INSTALLED BLDG PRODS INC,45780R101,47248,12224475,SOLE,
INSTEEL INDS INC,45774W108,279015,10663953,SOLE,
INTERFACE INC,458665304,120524,2027214,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,92,7911,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,3527,303287,SOLE,
INTERNATIONAL MNY EXPRESS IN,46005L101,324809,7415389,SOLE,
INTEST CORP,461147100,478264,6336998,SOLE,
INTREPID POTASH INC,46121Y201,481670,10047636,SOLE,
INVESCO EXCH TRADED FD TR II,46138G508,236867,5009737,SOLE,
IPG PHOTONICS CORP,44980X109,10651,965977,SOLE,
IPG PHOTONICS CORP,44980X109,4253265,385728603,SOLE,
IRONWOOD PHARMACEUTICALS INC,46333X108,1002225,8729380,SOLE,
ISHARES GOLD TR,464285204,4683,196733,SOLE,
ITAU UNIBANCO HLDG S A,465562106,1398982,9694946,SOLE,
ITERIS INC NEW,46564T107,497092,2455634,SOLE,
JANUS INTERNATIONAL GROUP IN,47103N106,739066,11182069,SOLE,
JELD-WEN HLDG INC,47580P103,336684,7147801,SOLE,
JOHN BEAN TECHNOLOGIES CORP,477839104,68219,7155491,SOLE,
KAISER ALUMINUM CORP,483007704,174810,15621022,SOLE,
KEMPER CORP,488401100,262770,16270718,SOLE,
KIMBALL ELECTRONICS INC,49428J109,189524,4103195,SOLE,
KINROSS GOLD CORP,496902404,3900000,23907000,SOLE,
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,140,7703,SOLE,
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,5095,280327,SOLE,
KRAFT HEINZ CO,500754106,6397882,236081846,SOLE,
KRATOS DEFENSE & SEC SOLUTIO,50077B207,356163,6546276,SOLE,
KRONOS WORLDWIDE INC,50105F105,152421,1798568,SOLE,
KULICKE & SOFFA INDS INC,501242101,205299,10328593,SOLE,
LANTRONIX INC,516548203,518453,1845693,SOLE,
LENNOX INTL INC,526107107,39,19062,SOLE,
LENNOX INTL INC,526107107,1287,629034,SOLE,
LEONARDO DRS INC,52661A108,367485,8117744,SOLE,
LGI HOMES INC,50187T106,78,9077,SOLE,
LGI HOMES INC,50187T106,86337,10047037,SOLE,
LIBERTY ENERGY INC,53115L104,111567,2311668,SOLE,
LINCOLN EDL SVCS CORP,533535100,613097,6333292,SOLE,
LINCOLN NATL CORP IND,534187109,387800,12382454,SOLE,
LINDE PLC,G54950103,6853,3181985,SOLE,
LITHIA MTRS INC,536797103,55,16547,SOLE,
LITHIA MTRS INC,536797103,30835,9277018,SOLE,
LLOYDS BANKING GROUP PLC,539439109,4060740,10517316,SOLE,
LOUISIANA PAC CORP,546347105,178631,14988927,SOLE,
LSB INDS INC,502160104,1090895,9578058,SOLE,
LSI INDS INC OHIO,50216C108,396098,5989002,SOLE,
LUXFER HLDGS PLC,G5698W116,245039,2541054,SOLE,
M D C HLDGS INC,552676108,84747,5331434,SOLE,
MACERICH CO,554382101,291161,5016704,SOLE,
MADDEN STEVEN LTD,556269108,251,10612,SOLE,
MADDEN STEVEN LTD,556269108,178475,7545923,SOLE,
MAG SILVER CORP,55903Q104,6296898,66459376,SOLE,
MAMAS CREATIONS INC,56146T103,232834,1164170,SOLE,
MANITEX INTL INC,563420108,297584,2041426,SOLE,
MATADOR RES CO,576485205,310,20699,SOLE,
MATADOR RES CO,576485205,249575,16664123,SOLE,
MATIV HOLDINGS INC,808541106,408604,7661325,SOLE,
MAYVILLE ENGR CO INC,578605107,49738,712746,SOLE,
MEDTRONIC PLC,G5960L103,23999,2091549,SOLE,
MEDTRONIC PLC,G5960L103,9391157,818439333,SOLE,
META PLATFORMS INC,30303M102,10305,5004091,SOLE,
META PLATFORMS INC,30303M102,3544478,1721127627,SOLE,
MGIC INVT CORP WIS,552848103,444,9928,SOLE,
MGIC INVT CORP WIS,552848103,689312,15413016,SOLE,
MICROSOFT CORP,594918104,2204,927157,SOLE,
MICROSOFT CORP,594918104,658752,277150141,SOLE,
MID-AMER APT CMNTYS INC,59522J103,706,92895,SOLE,
MINERALS TECHNOLOGIES INC,603158106,75431,5678446,SOLE,
MKS INSTRS INC,55306N104,219,29127,SOLE,
MKS INSTRS INC,55306N104,130968,17418744,SOLE,
MODINE MFG CO,607828100,55833,5314743,SOLE,
MOELIS & CO,60786M105,105651,5997807,SOLE,
MONRO INC,610236101,142500,4494450,SOLE,
NATIONAL CINEMEDIA INC,635309206,1966355,10126728,SOLE,
NATIONAL VISION HLDGS INC,63845R107,207352,4594920,SOLE,
NATURAL GROCERS BY VITAMIN C,63888U108,84951,1533366,SOLE,
NAVIGATOR HLDGS LTD,Y62132108,539538,8281908,SOLE,
NETGEAR INC,64111Q104,163412,2577007,SOLE,
NETSCOUT SYS INC,64115T104,226505,4946869,SOLE,
NEURONETICS INC,64131A105,779009,3708083,SOLE,
NEWMONT CORP,651639106,346579,12421375,SOLE,
NEWMONT CORP,651639106,17142862,614400174,SOLE,
NEXTRACKER INC,65290E101,62,3489,SOLE,
NEXTRACKER INC,65290E101,2363,132966,SOLE,
NMI HLDGS INC,629209305,403019,13033634,SOLE,
NOBLE CORP PLC,G65431127,2608869,126504058,SOLE,
NOV INC,62955J103,100768,1967000,SOLE,
NOV INC,62955J103,36607802,714584295,SOLE,
NOVAGOLD RES INC,66987E206,18442963,55328889,SOLE,
NUTRIEN LTD,67077M108,200688,10899342,SOLE,
NUTRIEN LTD,67077M108,9370584,508916642,SOLE,
OIL STS INTL INC,678026105,1312796,8086823,SOLE,
OLD NATL BANCORP IND,680033107,446698,7777012,SOLE,
OLD REP INTL CORP,680223104,546,16773,SOLE,
OLD REP INTL CORP,680223104,419139,12875950,SOLE,
ON SEMICONDUCTOR CORP,682189105,213,15666,SOLE,
ON SEMICONDUCTOR CORP,682189105,7507,552140,SOLE,
ONEOK INC NEW,682680103,78,6253,SOLE,
ONEOK INC NEW,682680103,3464990,277788248,SOLE,
ONTO INNOVATION INC,683344105,124,22454,SOLE,
ONTO INNOVATION INC,683344105,44484,8055163,SOLE,
OPTION CARE HEALTH INC,68404L201,161287,5409566,SOLE,
ORACLE CORP,68389X105,46841,5883703,SOLE,
ORACLE CORP,68389X105,14150348,1777425212,SOLE,
ORION GROUP HLDGS INC,68628V308,298149,2444822,SOLE,
ORLA MNG LTD NEW,68634K106,8098842,30685815,SOLE,
OTIS WORLDWIDE CORP,68902V107,20048,1990189,SOLE,
OUTFRONT MEDIA INC,69007J106,479191,8045617,SOLE,
OWENS & MINOR INC NEW,690732102,286334,7934315,SOLE,
PARK-OHIO HLDGS CORP,700666100,111529,2975594,SOLE,
PATTERSON COS INC,703395103,218663,6046032,SOLE,
PBF ENERGY INC,69318G106,228517,13155724,SOLE,
PENNANT GROUP INC,70805E109,383748,7532973,SOLE,
PEPSICO INC,713448108,24,4200,SOLE,
PEPSICO INC,713448108,63814,11168088,SOLE,
PERELLA WEINBERG PARTNERS,71367G102,283178,4001305,SOLE,
PERFORMANCE FOOD GROUP CO,71377A103,321,23959,SOLE,
PERFORMANCE FOOD GROUP CO,71377A103,10650,794916,SOLE,
PERFORMANT FINL CORP,71377E105,2219341,6524863,SOLE,
PERMIAN RESOURCES CORP,71424F105,1024,18084,SOLE,
PERMIAN RESOURCES CORP,71424F105,744057,13140047,SOLE,
PHILIP MORRIS INTL INC,718172109,203235,18620395,SOLE,
PHILIP MORRIS INTL INC,718172109,9715752,890157198,SOLE,
PLEXUS CORP,729132100,59612,5652410,SOLE,
POTBELLY CORP,73754Y100,859128,10404040,SOLE,
PPG INDS INC,693506107,1156550,167584095,SOLE,
PROPETRO HLDG CORP,74347M108,480403,3881656,SOLE,
QUANEX BLDG PRODS CORP,747619104,256135,9843268,SOLE,
QUANTA SVCS INC,74762E102,65,16887,SOLE,
QUANTA SVCS INC,74762E102,2168,563246,SOLE,
QUEST DIAGNOSTICS INC,74834L100,114,15175,SOLE,
QUEST DIAGNOSTICS INC,74834L100,3735,497166,SOLE,
QUEST RESOURCE HLDG CORP,74836W203,356398,3057895,SOLE,
QUINSTREET INC,74874Q100,549223,9699278,SOLE,
QUIPT HOME MEDICAL CORP,74880P104,665430,2907929,SOLE,
RADIAN GROUP INC,750236101,610,20417,SOLE,
RADIAN GROUP INC,750236101,442863,14822625,SOLE,
RADIANT LOGISTICS INC,75025X100,524621,2843446,SOLE,
RADNET INC,750491102,97443,4741576,SOLE,
RAYMOND JAMES FINL INC,754730109,95,12200,SOLE,
RAYMOND JAMES FINL INC,754730109,3155,405165,SOLE,
RED ROBIN GOURMET BURGERS IN,75689M101,986837,7559171,SOLE,
RELIANCE INC,759509102,631,210868,SOLE,
REVVITY INC,714046109,71,7455,SOLE,
REVVITY INC,714046109,2294,240870,SOLE,
RH,74967X103,13,4527,SOLE,
RH,74967X103,13419,4673301,SOLE,
RILEY EXPLORATION PERMIAN IN,76665T102,176564,5826612,SOLE,
ROCKET COS INC,77311W101,1240,18042,SOLE,
ROCKET COS INC,77311W101,43300,630015,SOLE,
ROSS STORES INC,778296103,5875,862189,SOLE,
ROSS STORES INC,778296103,1811679,265882010,SOLE,
ROYAL GOLD INC,780287108,3564459,434186751,SOLE,
RPC INC,749660106,297049,2299159,SOLE,
RPM INTL INC,749685103,1175075,139775171,SOLE,
SALESFORCE INC,79466L302,1932172,581931563,SOLE,
SANMINA CORPORATION,801056102,186542,11599182,SOLE,
SANOFI,80105N105,281907,13700699,SOLE,
SBA COMMUNICATIONS CORP NEW,78410G104,853,184845,SOLE,
SCHLUMBERGER LTD,806857108,72696,3984471,SOLE,
SCHLUMBERGER LTD,806857108,26835287,1470842080,SOLE,
SCHWAB CHARLES CORP,808513105,10773,779294,SOLE,
SCHWAB CHARLES CORP,808513105,3568332,258133137,SOLE,
SEACOAST BKG CORP FLA,811707801,523951,13303116,SOLE,
SEACOR MARINE HLDGS INC,78413P101,25000,348500,SOLE,
SEADRILL 2021 LTD,G7997W102,29613,1489534,SOLE,
SEALED AIR CORP NEW,81211K100,273,10156,SOLE,
SEALED AIR CORP NEW,81211K100,380139,14141171,SOLE,
SECUREWORKS CORP,81374A105,891728,5992412,SOLE,
SELECT MED HLDGS CORP,81619Q105,275559,8308104,SOLE,
SHELL PLC,780259305,373483,25038288,SOLE,
SHOE CARNIVAL INC,824889109,393744,14426780,SOLE,
SHYFT GROUP INC,825698103,473616,5882311,SOLE,
SILK RD MED INC,82710M100,87595,1604740,SOLE,
SKYLINE CHAMPION CORPORATION,830830105,44,3740,SOLE,
SKYLINE CHAMPION CORPORATION,830830105,85311,7252288,SOLE,
SM ENERGY CO,78454L100,147703,7362995,SOLE,
SMART GLOBAL HLDGS INC,G8232Y101,411044,10818678,SOLE,
SMARTRENT INC,83193G107,1389680,3724342,SOLE,
SNAP ONE HOLDINGS CORP,83303Y105,188795,1627413,SOLE,
SONOS INC,83570H108,354935,6765061,SOLE,
SPDR GOLD TR,78463V107,568364,116923772,SOLE,
SPDR GOLD TR,78463V107,2981358,613324968,SOLE,
SPDR SER TR,78468R663,294077,26996281,SOLE,
SPECTRUM BRANDS HLDGS INC NE,84790A105,126100,11224161,SOLE,
STARBUCKS CORP,855244109,19,1736,SOLE,
STARBUCKS CORP,855244109,50703,4633747,SOLE,
STEPAN CO,858586100,70376,6336655,SOLE,
STERICYCLE INC,858912108,242975,12816931,SOLE,
STEWART INFORMATION SVCS COR,860372101,234859,15279927,SOLE,
