Company,CUSIP,Shares,Value,Discretion,PutCall
HERSHEY CO,427866108,75000,13158750,DFND,
HEXCEL CORP NEW,428291108,38000,3802280,SOLE,
HEXCEL CORP NEW,428291108,151000,15109060,DFND,
HOME DEPOT INC,437076102,276906,97659208,SOLE,
HOME DEPOT INC,437076102,645594,227688091,DFND,
HUNTINGTON INGALLS INDS INC,446413106,27500,7696975,DFND,
ILLINOIS TOOL WKS INC,452308109,16851,4557690,SOLE,
ILLINOIS TOOL WKS INC,452308109,310649,84021236,DFND,
INSPERITY INC,45778Q107,181336,7490989,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,28870,3554186,DFND,
INVESTORS TITLE CO NC,461804106,213300,58375945,DFND,
IQVIA HLDGS INC,46266C105,46900,9062018,DFND,
JOHNSON & JOHNSON,478160104,26715,6784809,SOLE,
JOHNSON & JOHNSON,478160104,584085,148340066,DFND,
JPMORGAN CHASE & CO,46625H100,252550,82667192,DFND,
KKR & CO INC,48251W104,18000,1652040,SOLE,
KKR & CO INC,48251W104,1433800,131594165,DFND,
LAMAR ADVERTISING CO,512816109,193000,30104140,DFND,
LINDE PLC,G54950103,7400,3840156,SOLE,
LINDE PLC,G54950103,208200,108043308,DFND,
LOCKHEED MARTIN CORP,539830109,65213,33223415,DFND,
LOWES COS INC,548661107,61748,13614817,SOLE,
LOWES COS INC,548661107,690232,152189253,DFND,
LPL FINL HLDGS INC,50212V100,2289,644766,SOLE,
LPL FINL HLDGS INC,50212V100,557662,157082233,DFND,
MARRIOTT INTL INC NEW,571903202,99500,36873706,DFND,
MARSH & MCLENNAN COS INC,571748102,20500,3416735,SOLE,
MARSH & MCLENNAN COS INC,571748102,743000,123835812,DFND,
MASTERCARD INCORPORATED,57636Q104,19984,10263783,SOLE,
MASTERCARD INCORPORATED,57636Q104,187556,96328762,DFND,
MERCADOLIBRE INC,58733R102,24000,40737361,DFND,
META PLATFORMS INC,30303M102,21610,12172697,SOLE,
META PLATFORMS INC,30303M102,212553,119728979,DFND,
MGM RESORTS INTERNATIONAL,552953101,87500,4183375,DFND,
MICROSOFT CORP,594918104,23619,8810359,SOLE,
MICROSOFT CORP,594918104,514011,191736385,DFND,
MOODYS CORP,615369105,21096,9554800,SOLE,
MOODYS CORP,615369105,192794,87320259,DFND,
MSCI INC,55354G100,1000,560040,SOLE,
MSCI INC,55354G100,141850,79441674,DFND,
NETFLIX INC.,64110L106,40000,2856000,DFND,
NIKE INC,654106103,46000,1888300,SOLE,
NIKE INC,654106103,401400,16477470,DFND,
NORFOLK SOUTHN CORP,655844108,29000,9123110,SOLE,
NORFOLK SOUTHN CORP,655844108,253500,79748565,DFND,
NOVO-NORDISK A S,670100205,1191840,57136810,SOLE,
NOVO-NORDISK A S,670100205,1677934,80440156,DFND,
NVR INC,62944T105,175,1192345,SOLE,
NVR INC,62944T105,11922,81229355,DFND,
OLD DOMINION FREIGHT LINE IN,679580100,6000,1299600,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,423150,91654290,DFND,
OTIS WORLDWIDE CORP,68902V107,27300,1954680,SOLE,
OTIS WORLDWIDE CORP,68902V107,106320,7612512,DFND,
PAYCHEX INC,704326107,70000,6883100,SOLE,
PAYCHEX INC,704326107,80000,7866400,DFND,
PEPSICO INC,713448108,96210,13026834,DFND,
PHILIP MORRIS INTL INC,718172109,114500,20714195,DFND,
PRICE T ROWE GROUP INC,74144T108,32000,3638080,SOLE,
PRICE T ROWE GROUP INC,74144T108,282000,32060581,DFND,
PROGRESSIVE CORP,743315103,60000,13107000,SOLE,
PROGRESSIVE CORP,743315103,693750,151549689,DFND,
RENAISSANCERE HLDGS LTD,G7496G103,3000,950700,SOLE,
RENAISSANCERE HLDGS LTD,G7496G103,67000,21232300,DFND,
RLI CORP,749607107,192950,11397557,SOLE,
RLI CORP,749607107,2201594,130048158,DFND,
ROCKWELL AUTOMATION INC,773903109,7900,3911132,SOLE,
ROCKWELL AUTOMATION INC,773903109,147000,72776760,DFND,
ROLLINS INC,775711104,62475,2607707,SOLE,
ROLLINS INC,775711104,1454050,60692048,DFND,
RTX CORPORATION,75513E101,54600,10359258,SOLE,
RTX CORPORATION,75513E101,169400,32140262,DFND,
S&P GLOBAL INC,78409V104,1000,407260,SOLE,
S&P GLOBAL INC,78409V104,116690,47523169,DFND,
SCHWAB CHARLES CORP,808513105,129000,11902830,SOLE,
SCHWAB CHARLES CORP,808513105,1265800,116795366,DFND,
SEI INVTS CO,784117103,59000,5174890,SOLE,
SEI INVTS CO,784117103,114200,10016482,DFND,
SHERWIN WILLIAMS CO,824348106,94172,32425304,DFND,
SHOPIFY INC,82509L107,102750,11731995,DFND,
SONY GROUP CORP,835699307,335000,6720100,DFND,
SPOTIFY TECHNOLOGY S A,L8681T102,25900,11891467,DFND,
STARBUCKS CORP,855244109,40500,4138695,SOLE,
STARBUCKS CORP,855244109,583318,59609266,DFND,
SUNBELT RENTALS HOLDINGS INC,866966104,974361,72891947,DFND,
SYSCO CORP,871829107,30500,2549190,DFND,
TEXAS INSTRS INC,882508104,1,298,SOLE,
TEXAS INSTRS INC,882508104,723999,215802382,DFND,
THERMO FISHER SCIENTIFIC INC,883556102,73100,36649416,DFND,
TYSON FOODS INC,902494103,10000,572500,SOLE,
TYSON FOODS INC,902494103,903500,51725375,DFND,
UBER TECHNOLOGIES INC,90353T100,142500,10282800,DFND,
UFP INDUSTRIES INC,90278Q108,4000,362960,DFND,
UNION PAC CORP,907818108,11100,3019200,SOLE,
UNION PAC CORP,907818108,149928,40780416,DFND,
UNITED RENTALS INC,911363109,31150,35289524,DFND,
VERISK ANALYTICS INC,92345Y106,2500,448825,SOLE,
VERISK ANALYTICS INC,92345Y106,153450,27548879,DFND,
VISA INC,92826C839,76150,26126304,SOLE,
VISA INC,92826C839,937762,321736765,DFND,
WATSCO INC,942622200,41600,17335968,SOLE,
WATSCO INC,942622200,556150,231764391,DFND,
WELLS FARGO & CO,949746101,32000,2644480,SOLE,
WELLS FARGO & CO,949746101,172450,14251268,DFND,
WEYERHAEUSER CO,962166104,120000,2872800,DFND,
YUM BRANDS INC,988498101,245213,39199750,DFND,
ZOETIS INC,98978V103,66195,4756773,DFND,
