Company,CUSIP,Shares,Value,Discretion,PutCall
EAGLE MATLS INC,26969P108,14750,3048530,DFND,
EASTMAN CHEM CO,277432100,4000,255320,SOLE,
EASTMAN CHEM CO,277432100,70950,4528739,DFND,
ECOLAB INC,278865100,23000,6037960,SOLE,
ECOLAB INC,278865100,251300,65971276,DFND,
EQUIFAX INC,294429105,72850,15806993,DFND,
EXXON MOBIL CORP,30231G102,38000,4572920,DFND,
FACTSET RESH SYS INC,303075105,23000,6674370,SOLE,
FACTSET RESH SYS INC,303075105,98873,28691956,DFND,
FERGUSON ENTERPRISES INC,31488V107,163500,36400005,DFND,
FRANCO NEV CORP,351858105,683500,141675880,DFND,
GENERAL DYNAMICS CORP,369550108,44000,14813040,SOLE,
GENERAL DYNAMICS CORP,369550108,347000,116821020,DFND,
GOLDMAN SACHS GROUP INC,38141G104,23650,20788350,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,335710,295089090,DFND,
GRAHAM HLDGS CO,384637104,5200,5712720,DFND,
HAGERTY INC,405166109,3108000,41771520,SOLE,
HANOVER INS GROUP INC,410867105,6000,1096620,SOLE,
HANOVER INS GROUP INC,410867105,275000,50261750,DFND,
HCA HEALTHCARE INC,40412C101,80680,37666266,DFND,
HEICO CORP NEW,422806208,12202,3080151,SOLE,
HEICO CORP NEW,422806208,367442,92753384,DFND,
HERSHEY CO,427866108,67500,12283650,DFND,
HEXCEL CORP NEW,428291108,38000,2808200,SOLE,
HEXCEL CORP NEW,428291108,151000,11158900,DFND,
HOME DEPOT INC,437076102,276906,95283355,SOLE,
HOME DEPOT INC,437076102,643094,221288646,DFND,
HUNTINGTON INGALLS INDS INC,446413106,25500,8671785,DFND,
ILLINOIS TOOL WKS INC,452308109,16851,4150401,SOLE,
ILLINOIS TOOL WKS INC,452308109,310649,76512848,DFND,
INSPERITY INC,45778Q107,152873,5919242,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,20870,3380105,DFND,
INVESTORS TITLE CO NC,461804106,213300,53248212,DFND,
IQVIA HLDGS INC,46266C105,46900,10571729,DFND,
JOHNSON & JOHNSON,478160104,26715,5528669,SOLE,
JOHNSON & JOHNSON,478160104,584085,120876391,DFND,
JPMORGAN CHASE & CO.,46625H100,252550,81376661,DFND,
KKR & CO INC,48251W104,18000,2294640,SOLE,
KKR & CO INC,48251W104,1433800,182780824,DFND,
LAMAR ADVERTISING CO NEW,512816109,185000,23417300,DFND,
LINDE PLC,G54950103,7400,3155286,SOLE,
LINDE PLC,G54950103,192700,82165355,DFND,
LOCKHEED MARTIN CORP,539830109,64513,31203003,DFND,
LOWES COS INC,548661107,61748,14891148,SOLE,
LOWES COS INC,548661107,672732,162236050,DFND,
LPL FINL HLDGS INC,50212V100,2289,817562,SOLE,
LPL FINL HLDGS INC,50212V100,557662,199180137,DFND,
MARRIOTT INTL INC NEW,571903202,89750,27844040,DFND,
MARSH & MCLENNAN COS INC,571748102,20500,3803160,SOLE,
MARSH & MCLENNAN COS INC,571748102,741250,137516700,DFND,
MASTERCARD INCORPORATED,57636Q104,19984,11408466,SOLE,
MASTERCARD INCORPORATED,57636Q104,187556,107071970,DFND,
META PLATFORMS INC,30303M102,21610,14264545,SOLE,
META PLATFORMS INC,30303M102,226693,149637783,DFND,
MGM RESORTS INTERNATIONAL,552953101,87500,3192875,DFND,
MICROSOFT CORP,594918104,23619,11422621,SOLE,
MICROSOFT CORP,594918104,512061,247642942,DFND,
MOODYS CORP,615369105,21096,10776892,SOLE,
MOODYS CORP,615369105,192794,98488815,DFND,
MSCI INC,55354G100,1000,573730,SOLE,
MSCI INC,55354G100,141850,81383601,DFND,
NIKE INC,654106103,46000,2930660,SOLE,
NIKE INC,654106103,401400,25573194,DFND,
NORFOLK SOUTHN CORP,655844108,29000,8372880,SOLE,
NORFOLK SOUTHN CORP,655844108,244500,70592040,DFND,
NOVO-NORDISK A S,670100205,1191840,60640819,SOLE,
NOVO-NORDISK A S,670100205,1677934,85373282,DFND,
NVR INC,62944T105,175,1276235,SOLE,
NVR INC,62944T105,11832,86288055,DFND,
OLD DOMINION FREIGHT LINE IN,679580100,6000,940800,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,415650,65173920,DFND,
OTIS WORLDWIDE CORP,68902V107,27300,2384655,SOLE,
OTIS WORLDWIDE CORP,68902V107,87320,7627404,DFND,
PAYCHEX INC,704326107,70000,7852600,SOLE,
PAYCHEX INC,704326107,80000,8974400,DFND,
PEPSICO INC,713448108,96210,13808059,DFND,
PHILIP MORRIS INTL INC,718172109,114500,18365800,DFND,
PRICE T ROWE GROUP INC,74144T108,32000,3276160,SOLE,
PRICE T ROWE GROUP INC,74144T108,282000,28871159,DFND,
PROGRESSIVE CORP,743315103,60000,13663200,SOLE,
PROGRESSIVE CORP,743315103,693750,157980749,DFND,
RENAISSANCERE HLDGS LTD,G7496G103,3000,843480,SOLE,
RENAISSANCERE HLDGS LTD,G7496G103,67000,18837720,DFND,
RLI CORP,749607107,192950,12344941,SOLE,
RLI CORP,749607107,2201594,140857985,DFND,
ROCKWELL AUTOMATION INC,773903109,7900,3073653,SOLE,
ROCKWELL AUTOMATION INC,773903109,147000,57193290,DFND,
ROLLINS INC,775711104,62475,3749750,SOLE,
ROLLINS INC,775711104,1426550,85621532,DFND,
RTX CORPORATION,75513E101,54600,10013640,SOLE,
RTX CORPORATION,75513E101,169400,31067960,DFND,
S&P GLOBAL INC,78409V104,1000,522590,SOLE,
S&P GLOBAL INC,78409V104,149690,78226498,DFND,
SCHWAB CHARLES CORP,808513105,129000,12888390,SOLE,
SCHWAB CHARLES CORP,808513105,1246800,124567788,DFND,
SCOTTS MIRACLE-GRO CO,810186106,9000,525150,SOLE,
SCOTTS MIRACLE-GRO CO,810186106,159000,9277651,DFND,
SEI INVTS CO,784117103,59000,4839180,SOLE,
SEI INVTS CO,784117103,114200,9366684,DFND,
SHERWIN WILLIAMS CO,824348106,94172,30514552,DFND,
SHOPIFY INC,82509L107,102750,16539668,DFND,
SONY GROUP CORP,835699307,335000,8576000,DFND,
SPOTIFY TECHNOLOGY S A,L8681T102,25900,15040389,DFND,
STARBUCKS CORP,855244109,40500,3410505,SOLE,
STARBUCKS CORP,855244109,583318,49121209,DFND,
SYSCO CORP,871829107,30500,2247545,DFND,
TARGET CORP,87612E106,7500,733125,SOLE,
TARGET CORP,87612E106,125500,12267625,DFND,
TEXAS INSTRS INC,882508104,1,173,SOLE,
TEXAS INSTRS INC,882508104,723999,125606586,DFND,
THERMO FISHER SCIENTIFIC INC,883556102,62800,36389461,DFND,
TRANSUNION,89400J107,2000,171500,SOLE,
TYSON FOODS INC,902494103,10000,586200,SOLE,
TYSON FOODS INC,902494103,874500,51263190,DFND,
UBER TECHNOLOGIES INC,90353T100,140000,11439400,DFND,
UNION PAC CORP,907818108,11100,2567652,SOLE,
UNION PAC CORP,907818108,130178,30112775,DFND,
UNITED RENTALS INC,911363109,31150,25210318,DFND,
UNITEDHEALTH GROUP INC,91324P102,26500,8747916,DFND,
VERISK ANALYTICS INC,92345Y106,2500,559225,SOLE,
VERISK ANALYTICS INC,92345Y106,153450,34325231,DFND,
VISA INC,92826C839,76150,26706567,SOLE,
VISA INC,92826C839,923135,323752675,DFND,
WATSCO INC,942622200,41600,14017120,SOLE,
WATSCO INC,942622200,536069,180628451,DFND,
WELLS FARGO CO NEW,949746101,32000,2982400,SOLE,
WELLS FARGO CO NEW,949746101,172450,16072340,DFND,
YUM BRANDS INC,988498101,226451,34257507,DFND,
