Company,CUSIP,Shares,Value,Discretion
LIBERTY MEDIA CORP DEL,531229722,1442656,63217186,DFND
LIBERTY MEDIA CORP DEL,531229748,1077028,45612136,DFND
LIBERTY MEDIA CORP DEL,531229748,3284775,139110221,DFND
LIBERTY MEDIA CORP DEL,531229748,233347,9882245,DFND
LIBERTY MEDIA CORP DEL,531229748,456768,19344125,DFND
LIBERTY MEDIA CORP DEL,531229789,14778322,439063947,DFND
LIBERTY MEDIA CORP DEL,531229789,44308330,1316400484,DFND
LIBERTY MEDIA CORP DEL,531229789,650480,19325761,DFND
LIBERTY MEDIA CORP DEL,531229789,5749156,170807425,DFND
LIBERTY MEDIA CORP DEL,531229813,4308117,127951075,DFND
LIBERTY MEDIA CORP DEL,531229813,25687044,762905207,DFND
LIBERTY MEDIA CORP DEL,531229813,933391,27721713,DFND
LIBERTY MEDIA CORP DEL,531229813,1827072,54264038,DFND
LIBERTY MEDIA CORP DEL,531229854,3736730,245129488,DFND
LIBERTY MEDIA CORP DEL,531229854,3344800,219418880,DFND
LIBERTY MEDIA CORP DEL,531229854,515501,33816866,DFND
LIBERTY MEDIA CORP DEL,531229854,125420,8227552,DFND
LOUISIANA PAC CORP,546347105,2253038,189052419,DFND
LOUISIANA PAC CORP,546347105,4344909,364581314,DFND
MASTERCARD INC,57636Q104,3986648,1919850077,DFND
MOODYS CORP,615369105,72100,28337463,DFND
MOODYS CORP,615369105,11973928,4706112922,DFND
MOODYS CORP,615369105,12623750,4961512463,DFND
NVR INC,62944T105,11112,90006756,DFND
OCCIDENTAL PETE CORP,674599105,248018128,16118698139,DFND
SPDR S&P 500 ETF TR,78462F103,39400,20608958,DFND
SIRIUS XM HOLDINGS INC,82968B103,36681912,142325819,DFND
SNOWFLAKE INC,833445109,6125376,989860762,DFND
T-MOBILE US INC,872590104,570000,93035400,DFND
T-MOBILE US INC,872590104,4672000,762563840,DFND
VANGUARD INDEX FDS,922908363,43000,20670100,DFND
VERISIGN INC,92343E102,4910132,930519115,DFND
VERISIGN INC,92343E102,7905481,1498167704,DFND
PARAMOUNT GLOBAL,92556H206,3956389,46566699,DFND
PARAMOUNT GLOBAL,92556H206,239407,2817820,DFND
PARAMOUNT GLOBAL,92556H206,3335969,39264355,DFND
VISA INC,92826C839,8297460,2315655137,DFND
AON PLC,G0403H108,2304000,768890880,DFND
AON PLC,G0403H108,43806,14618938,DFND
AON PLC,G0403H108,1752194,584742182,DFND
NU HLDGS LTD,G6683N103,107118784,1277927093,DFND
LIBERTY LATIN AMERICA LTD,G9001E102,1005607,7009081,DFND
LIBERTY LATIN AMERICA LTD,G9001E102,1625185,11327539,DFND
LIBERTY LATIN AMERICA LTD,G9001E128,1284020,8975300,DFND
CHUBB LIMITED,H1467J104,25923840,6717644659,DFND
