Company,CUSIP,Shares,Value,Discretion,PutCall
BATTALION OIL CORP,07134L107,3013823,3646725,DFND,
TWO HARBORS INVESTMENT CORP,90187BAB7,3724000,3724001,DFND,
AFFIRM HOLDINGS INC,00827BAB2,4291000,4098969,DFND,
NOVOCURE LTD,67011XAB9,4337000,4309893,DFND,
TOPGOLF CALLAWAY BRANDS CORP,131193AE4,4446000,4394870,DFND,
WINNEBAGO INDUSTRIES INC,974637AF7,4908000,4407384,DFND,
GUARDANT HEALTH INC,40131MAB5,4647000,4475061,DFND,
FUBOTV INC,35953DAB0,4538000,4492619,DFND,
UPWORK INC,91688FAB0,4646000,4509709,DFND,
VERINT SYSTEMS INC,92343XAC4,4626000,4539262,DFND,
FRESHPET INC,358039AB1,4300000,4843950,DFND,
SOUTHERN CO/THE,842587DZ7,4557000,5076498,DFND,
HDFC BANK LTD,40415F101,151206,5165196,DFND,
LEGENCE CORP,52476L109,175000,5391750,DFND,
PENNYMAC MORTGAGE INVESTMENT TRUST,70932AAF0,5411000,5400178,DFND,
TRIP.COM GROUP LTD,89677QAB3,4224000,5404608,DFND,
REDWOOD TRUST INC,758075AF2,5583000,5599749,DFND,
VAIL RESORTS INC,91879QAN9,6090000,6019965,DFND,
ZIFF DAVIS INC,48123VAE2,6376000,6132118,DFND,
LCI INDUSTRIES,501812AB7,6406000,6159369,DFND,
MAGNITE INC,55955DAB6,6637000,6486340,DFND,
LANTHEUS HOLDINGS INC,516544AB9,6275000,6615418,DFND,
BLACKSTONE MORTGAGE TRUST INC,09257WAE0,6939000,6834915,DFND,
FIVE9 INC,338307AF8,7783000,6915195,DFND,
LIBERTY LATIN AMERICA LTD,G9001E102,846474,7017269,DFND,
ALVOTECH SA,L01800116,4666667,7087733,DFND,
BANDWIDTH INC,05988JAD5,8630000,7370020,DFND,
VERTEX INC,92538JAB2,7250000,7395000,DFND,
REDFIN CORP,75737FAE8,8120000,7539420,DFND,
BAUSCH HEALTH COS INC,071734107,1270000,8191500,DFND,
ACRES COMMERCIAL REALTY CORP,00489Q102,391380,8281600,DFND,
LI AUTO INC,50202MAB8,7279000,8321716,DFND,
BLACKLINE INC,09239BAF6,8148000,8481333,DFND,
REPLIGEN CORP,759916AD1,8822000,8892576,DFND,
MAGNACHIP SEMICONDUCTOR CORP,55933J203,2849858,8920055,DFND,
NEXTERA ENERGY INC,65339KCY4,7568000,8956727,DFND,
HAEMONETICS CORP,405024AB6,9246000,9084206,DFND,
DAYFORCE INC,15677JAD0,9382000,9192014,DFND,
EXPAND ENERGY CORP,165167180,95294,9215892,DFND,
BLOCK INC,852234AJ2,10014000,9761146,DFND,
NABORS INDUSTRIES LTD,62957HAL9,12833000,9881410,DFND,
TRAVERE THERAPEUTICS INC,89422GAA5,9213000,10432987,DFND,
SMARTRENT INC,83193G107,7505294,10582465,DFND,
BRIDGEBIO PHARMA INC,10806XAD4,10757000,10630605,DFND,
Indivior,G4766E116,257785398,10692053,DFND,
UPSTART HOLDINGS INC,91680MAB3,11443000,10899457,DFND,
SHAKE SHACK INC,819047AB7,11716000,11152167,DFND,
SNAP INC,83304AAF3,12977000,12003623,DFND,
GUARDANT HEALTH INC,40131MAD1,9240000,12053726,DFND,
FLUOR CORP,343412AJ1,10471000,12450019,DFND,
ENPHASE ENERGY INC,29355AAH0,13060000,12766779,DFND,
ALVOTECH SA,L01800108,1563676,12806506,DFND,
DEXCOM INC,252131AK3,12963000,12875499,DFND,
TETRA TECH INC,88162GAB9,11905000,12902043,DFND,
MERITAGE HOMES CORP,59001ABF8,12695000,13056327,DFND,
SNAP INC,83304AAH9,15339000,13697727,DFND,
SHIFT4 PAYMENTS INC,82452JAD1,14544000,14348856,DFND,
PARSONS CORP,70202LAD4,12910000,14749675,DFND,
SPECTRUM BRANDS HOLDINGS INC,84762LAZ8,16221000,15113916,DFND,
WEC ENERGY GROUP INC,92939UAR7,12414000,15256805,DFND,
AMPHASTAR PHARMACEUTICALS INC,03209RAB9,17825000,16245661,DFND,
LIVANOVA PLC,53802LAB8,15085000,16252986,DFND,
COINBASE GLOBAL INC,19260QAF4,13010000,16382842,DFND,
OKTA INC,679295AF2,16906000,16491373,DFND,
MGP INGREDIENTS INC,55303JAB2,17275000,16554739,DFND,
PPL CORP,69352PAS2,15733000,17978885,DFND,
ALTICE USA INC,02156K103,7500000,18075000,DFND,
MKS INC,55306NAB0,16705000,18333737,DFND,
BIOMARIN PHARMACEUTICAL INC,09061GAK7,19719000,18742909,DFND,
CMS ENERGY CORP,125896BX7,17343000,19033942,DFND,
TELECOM ARGENTINA SA,879273209,2629483,19116341,DFND,
FIRST MAJESTIC SILVER CORP,32076VAD5,18133000,19679744,DFND,
JAZZ PHARMACEUTICALS PLC,472145AH4,16700000,19856300,DFND,
ARRAY TECHNOLOGIES INC,04271TAB6,24689000,21467508,DFND,
AEROVIRONMENT INC,008073AA6,17763000,22052764,DFND,
VALE SA,91912E105,2033706,22086047,DFND,
JBS NV,N4732M103,1580400,23595371,DFND,
CRACKER BARREL OLD COUNTRY STORE INC,22410JAB2,24773000,23800659,DFND,
ENVISTA HOLDINGS CORP,29415FAD6,25479000,24093579,DFND,
OAKTREE SPECIALTY LENDING CORP,67401P405,1852456,24174550,DFND,
ALARM.COM HOLDINGS INC,011642AB1,24757000,24484673,DFND,
ENPHASE ENERGY INC,29355AAK3,28622000,24860834,DFND,
ECOVYST INC,27923Q109,2859022,25045032,DFND,
SEA LTD,81141R100,141368,25266702,DFND,
JD.COM INC,47215PAJ5,23821000,25655217,DFND,
PEBBLEBROOK HOTEL TRUST,70509VAA8,26176000,25861496,DFND,
SUMMIT HOTEL PROPERTIES INC,866082AA8,29441000,28984664,DFND,
NABORS INDUSTRIES LTD,G6359F137,737112,30125767,DFND,
SAREPTA THERAPEUTICS INC,803607AD2,34930000,30815489,DFND,
TERNIUM SA,880890108,897509,31170487,DFND,
MARRIOTT VACATIONS WORLDWIDE CORP,57164YAF4,35832000,34244642,DFND,
ETSY INC,29786AAN6,39330000,34836547,DFND,
SEA LTD,81141RAG5,37028000,35554285,DFND,
ARRAY DIGITAL INFRASTRUCTURE INC,911684108,724444,36229444,DFND,
STAR BULK CARRIERS CORP,Y8162K204,1962892,36490162,DFND,
CALIFORNIA RESOURCES CORP,13057Q305,694502,36933616,DFND,
TELADOC HEALTH INC,87918AAF2,40638000,38158859,DFND,
XP INC,G98239109,2032877,38197758,DFND,
KANZHUN LTD,48553T106,1643572,38393841,DFND,
AIRBNB INC,009066AB7,39353000,38565940,DFND,
CONMED CORP,207410AH4,40513000,38649661,DFND,
ECHOSTAR CORP,278768106,600000,45816000,DFND,
BAUSCH LOMB CORP,071705107,3245439,48908765,DFND,
FULL TRUCK ALLIANCE CO LTD,35969L108,3797697,49256130,DFND,
LIBERTY LATIN AMERICA LTD,G9001E128,6669823,56293306,DFND,
CABLE ONE INC,12685JAE5,58746000,57365743,DFND,
FREEPORT-MCMORAN INC,35671D857,1504865,59020805,DFND,
VISTA ENERGY SAB DE CV,92837L109,1841319,63341373,DFND,
JETBLUE AIRWAYS CORP,477143AP6,68263000,66644139,DFND,
NU HOLDINGS LTD/CAYMAN ISLANDS,G6683N103,4518884,72347332,DFND,
GRAB HOLDINGS LTD,G4124C109,12094495,72808859,DFND,
KILROY REALTY CORP,49427F108,1850011,78162964,DFND,
RUNWAY GROWTH FINANCE CORP,78163D100,8279667,84121427,DFND,
TRANSALTA CORP,89346D107,6415253,87648382,DFND,
NOKIA OYJ,654902204,18752229,90198221,DFND,
CBL & ASSOCIATES PROPERTIES INC,124830878,3005126,91896783,DFND,
ITAU UNIBANCO HOLDING SA,465562106,12665801,92966986,DFND,
CEMEX SAB DE CV,151290889,10448824,93934927,DFND,
FTAI AVIATION LTD,G3730V105,585175,97642300,DFND,
LIBERTY GLOBAL LTD,G61188101,8551191,97996648,DFND,
BARRICK MINING CORP,06849F108,3302086,108209358,DFND,
CORE SCIENTIFIC INC,21874A106,6400708,114828701,DFND,
SUNOPTA INC,8676EP108,20726126,121426116,DFND,
TALEN ENERGY CORP,87422Q109,291117,123835349,DFND,
TELEPHONE AND DATA SYSTEMS INC,879433829,3688386,144732266,DFND,
VIPER ENERGY INC,64361Q101,6285062,240215074,DFND,
ANGLOGOLD ASHANTI PLC,G0378L100,4185261,294349406,DFND,
GARRETT MOTION INC,366505105,31894816,434407393,DFND,
EXPAND ENERGY CORP,165167735,5062363,537825445,DFND,
TORM PLC,G89479102,40581120,834580551,DFND,
