Company,CUSIP,Shares,Value,Discretion
COLUMBIA BKG SYS INC,197236102,2225764,58114698,SOLE
COMERICA INC,200340107,433892,25994470,SOLE
CONCENTRIX CORP,20602D101,1468639,75267749,SOLE
COREBRIDGE FINL INC,21871X109,1436310,41882800,SOLE
CREDICORP LTD,G2519Y108,1026833,185825968,SOLE
CVS HEALTH CORP,126650100,229600,14437248,DFND
CVS HEALTH CORP,126650100,12905708,811510919,SOLE
DANA INC,235825205,3449811,36430004,SOLE
DELL TECHNOLOGIES INC,24703L202,1917,227241,SOLE
DELTA AIR LINES INC DEL,247361702,202504,10285178,DFND
DELTA AIR LINES INC DEL,247361702,5334136,270920767,SOLE
DIAMONDROCK HOSPITALITY CO,252784301,9153018,79905847,SOLE
DISNEY WALT CO,254687106,270551,26024301,SOLE
DOCUSIGN INC,256163106,6379,396072,SOLE
DOLLAR GEN CORP NEW,256677105,163350,13814510,DFND
DOLLAR GEN CORP NEW,256677105,10075536,852088080,SOLE
DOUGLAS DYNAMICS INC,25960R105,1624820,44812536,SOLE
DOW INC,260557103,355607,19426810,DFND
DOW INC,260557103,18596264,1015913902,SOLE
DROPBOX INC,26210C104,13953,354825,SOLE
EDISON INTL,281020107,73213,6376120,DFND
EDISON INTL,281020107,9189435,800307894,SOLE
ELEVANCE HEALTH INC,036752103,192368,100031360,SOLE
ENTERGY CORP NEW,29364G103,110594,14555276,SOLE
EQUITABLE HLDGS INC,29452E101,329928,13866874,DFND
EQUITABLE HLDGS INC,29452E101,16102211,676775928,SOLE
EXXON MOBIL CORP,30231G102,594716,69712610,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,583690,36223801,SOLE
FIFTH THIRD BANCORP,316773100,1163906,49861733,SOLE
FMC CORP,302491303,575294,37934886,SOLE
FRESENIUS MEDICAL CARE AG,358029106,738968,15740018,DFND
FRESENIUS MEDICAL CARE AG,358029106,15476701,329653737,SOLE
GAP INC,364760108,1359676,29980856,SOLE
GENERAL DYNAMICS CORP,369550108,270507,81747215,SOLE
GENESCO INC,371532102,1217858,33089202,SOLE
GENPACT LIMITED,G3922B107,1163870,45635343,SOLE
GILDAN ACTIVEWEAR INC,375916103,636743,29996963,SOLE
GILEAD SCIENCES INC,375558103,2624,219996,SOLE
GLOBAL PMTS INC,37940X102,127936,13103205,DFND
GLOBAL PMTS INC,37940X102,6510926,666849041,SOLE
GLOBE LIFE INC,37959E102,1008732,106834806,SOLE
GOLDMAN SACHS GROUP INC,38141G104,12248,6064107,DFND
GOLDMAN SACHS GROUP INC,38141G104,390091,193137955,SOLE
HALLIBURTON CO,406216101,1542006,44795274,SOLE
HARTFORD FINL SVCS GROUP INC,416515104,1757,206641,SOLE
HAVERTY FURNITURE COS INC,419596101,719637,19768428,SOLE
HDFC BANK LTD,40415F101,310736,19439644,SOLE
HEALTHCARE RLTY TR,42226K105,2225430,40391555,SOLE
HELEN OF TROY LTD,G4388N106,581442,35962188,SOLE
HENRY SCHEIN INC,806407102,986467,71913444,SOLE
HOLOGIC INC,436440101,3030,246824,SOLE
HOOKER FURNISHINGS CORPORATI,439038100,1286381,23257768,SOLE
HOULIHAN LOKEY INC,441593100,2329,368029,SOLE
HSBC HLDGS PLC,404280406,16448,743295,SOLE
HUMANA INC,444859102,43423,13753801,DFND
HUMANA INC,444859102,2462827,780075824,SOLE
HUNTSMAN CORP,447011107,1117578,27045388,SOLE
ICICI BANK LIMITED,45104G104,88465,2640680,SOLE
ING GROEP N.V.,456837103,49932,906774,SOLE
INTERFACE INC,458665304,317299,6019162,SOLE
INVESCO LTD,G491BT108,886851,15573104,SOLE
ITAU UNIBANCO HLDG S A,465562106,371725,2471971,SOLE
ITURAN LOCATION AND CONTROL,M6158M104,22659,601370,SOLE
JELD-WEN HLDG INC,47580P103,9582008,151491546,SOLE
JOHNSON & JOHNSON,478160104,229342,37167165,SOLE
JPMORGAN CHASE & CO.,46625H100,29013,6117681,DFND
JPMORGAN CHASE & CO.,46625H100,855337,180356360,SOLE
KASPI KZ JSC,48581R205,1066645,113053704,SOLE
KB FINL GROUP INC,48241A105,38941,2404607,SOLE
KEYCORP,493267108,1745986,29245266,SOLE
KONINKLIJKE PHILIPS N V,500472303,13013,425796,SOLE
KOPPERS HOLDINGS INC,50060P106,770169,28134274,SOLE
KORN FERRY,500643200,1022212,76911231,SOLE
LEAR CORP,521865204,109726,11976593,DFND
LEAR CORP,521865204,7604927,830077782,SOLE
LEIDOS HOLDINGS INC,525327102,502880,81969440,SOLE
LPL FINL HLDGS INC,50212V100,1187,276132,SOLE
MAGNA INTL INC,559222401,338513,18780701,DFND
MAGNA INTL INC,559222401,25983840,1441583428,SOLE
MALIBU BOATS INC,56117J100,1555331,60362396,SOLE
MANPOWERGROUP INC WIS,56418H100,351121,25814416,SOLE
MARCUS & MILLICHAP INC,566324109,583697,23131912,SOLE
MASTERBRAND INC,57638P104,2838716,52629795,SOLE
MCKESSON CORP,58155Q103,67079,33165199,SOLE
MEDTRONIC PLC,G5960L103,128486,11567595,DFND
MEDTRONIC PLC,G5960L103,8454507,761159244,SOLE
METLIFE INC,59156R108,172133,14197530,DFND
METLIFE INC,59156R108,9464443,780627259,SOLE
MKS INSTRS INC,55306N104,3323,361243,SOLE
MOHAWK INDS INC,608190104,1087476,174735644,SOLE
MORGAN STANLEY,617446448,750188,78199597,SOLE
MRC GLOBAL INC,55345K103,5770791,73519877,SOLE
MSC INDL DIRECT INC,553530106,461931,39753782,SOLE
NATWEST GROUP PLC,639057207,67045,627539,SOLE
NEWELL BRANDS INC,651229106,783352,6016143,DFND
NEWELL BRANDS INC,651229106,51683360,396928205,SOLE
NOKIA CORP,654902204,90785960,396734647,SOLE
NOV INC,62955J103,441864,7056568,DFND
NOV INC,62955J103,42585242,680086315,SOLE
OLD NATL BANCORP IND,680033107,2983728,55676364,SOLE
OLIN CORP,680665205,3452708,165660930,SOLE
ORION S.A.,L72967109,3647985,64970613,SOLE
PETROLEO BRASILEIRO SA PETRO,71654V101,168134,2217687,SOLE
PFIZER INC,717081103,367153,10625408,DFND
PFIZER INC,717081103,6914556,200107251,SOLE
PHIBRO ANIMAL HEALTH CORP,71742Q106,1460800,32897216,SOLE
PVH CORPORATION,693656100,56548,5701735,DFND
PVH CORPORATION,693656100,5599458,564593350,SOLE
QORVO INC,74736K101,3244,335105,SOLE
REGIONS FINANCIAL CORP NEW,7591EP100,1899232,44309083,SOLE
REINSURANCE GRP OF AMERICA I,759351604,2320,505458,SOLE
RESIDEO TECHNOLOGIES INC,76118Y104,3022371,60870552,SOLE
ROBERT HALF INC.,770323103,1027683,69276111,SOLE
SASOL LTD,803866300,352561,2383312,SOLE
SCANSOURCE INC,806037107,514503,24711579,SOLE
SHELL PLC,780259305,145792,9614982,DFND
SHELL PLC,780259305,3553725,234368193,SOLE
SHINHAN FINANCIAL GROUP CO L,824596100,1073222,45472427,SOLE
SHYFT GROUP INC,825698103,3099622,38900256,SOLE
SKYWORKS SOLUTIONS INC,83088M102,99204,9798379,DFND
SKYWORKS SOLUTIONS INC,83088M102,3994556,394542296,SOLE
SPECTRUM BRANDS HLDGS INC NE,84790A105,1310861,124715316,SOLE
SS&C TECHNOLOGIES HLDGS INC,78467J100,12663903,939788242,SOLE
STEELCASE INC,858155203,5239449,70680167,SOLE
SUMITOMO MITSUI FINL GROUP I,86562M209,18615,235103,SOLE
SYNOVUS FINL CORP,87161C501,711469,31639026,SOLE
T-MOBILE US INC,872590104,1845,380734,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,57582,10000324,SOLE
TE CONNECTIVITY PLC,G87052109,51086,7713475,DFND
TE CONNECTIVITY PLC,G87052109,2563907,387124318,SOLE
THE CIGNA GROUP,125523100,541778,187693570,SOLE
TRIMAS CORP,896215209,2142547,54699225,SOLE
TRUEBLUE INC,89785X101,2780117,21935123,SOLE
TYSON FOODS INC,902494103,172180,10255041,DFND
TYSON FOODS INC,902494103,12371601,736852556,SOLE
UBS GROUP AG,H42097107,242844,6328515,DFND
UBS GROUP AG,H42097107,30559622,796383755,SOLE
ULTA BEAUTY INC,90384S303,590,229581,SOLE
UNIVERSAL CORP VA,913456109,928870,49332286,SOLE
UNIVERSAL HLTH SVCS INC,913903100,405949,92966380,SOLE
UNIVEST FINANCIAL CORPORATIO,915271100,1189748,33479509,SOLE
USANA HEALTH SCIENCES INC,90328M107,1049610,39801211,SOLE
VALE S A,91912E105,253398,2959689,SOLE
VAREX IMAGING CORP,92214X106,3890879,46379278,SOLE
VOYA FINANCIAL INC,929089100,110585,8760544,DFND
VOYA FINANCIAL INC,929089100,3570649,282866814,SOLE
WABTEC,929740108,332298,60401807,SOLE
WEBSTER FINL CORP,947890109,1726539,80473983,SOLE
WELLS FARGO CO NEW,949746101,273001,15421826,DFND
WELLS FARGO CO NEW,949746101,15349216,867077212,SOLE
WESCO INTL INC,95082P105,228819,38437016,SOLE
WSFS FINL CORP,929328102,816470,41631805,SOLE
ZTO EXPRESS CAYMAN INC,98980A105,7039599,174370867,SOLE
