Company,CUSIP,Shares,Value,Discretion
BERKSHIRE HATHAWAY INC DEL,084670108,553,417404400,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,15318,7699643,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,36559,18376381,SOLE
BETA BIONICS INC,08659B102,253702,7730300,SOLE
BIO RAD LABS INC,090572207,38791,11753431,SOLE
BIO RAD LABS INC,090572207,2531682,767074329,SOLE
BLACK HILLS CORP,092113109,126670,8793431,SOLE
BLACK STONE MINERALS L P,09225M101,22260,295835,SOLE
BOISE CASCADE CO DEL,09739D100,243,17885,SOLE
BOISE CASCADE CO DEL,09739D100,140253,10322621,SOLE
BRITISH AMERN TOB PLC,110448107,1406017,79608688,SOLE
BRITISH AMERN TOB PLC,110448107,1963,111145,SOLE
BROOKDALE SR LIVING INC,112463104,1944,20976,SOLE
BROOKDALE SR LIVING INC,112463104,1953586,21079193,SOLE
BXP INC,101121101,54,3644,SOLE
BXP INC,101121101,3410855,230164495,SOLE
C H ROBINSON WORLDWIDE INC,12541W209,169107,27185636,SOLE
C H ROBINSON WORLDWIDE INC,12541W209,8904909,1431553171,SOLE
CAE INC,124765108,935036,28435539,SOLE
CANADIAN NATL RY CO,136375102,1780,176052,SOLE
CANADIAN PACIFIC KANSAS CITY,13646K108,52,3829,SOLE
CANADIAN PACIFIC KANSAS CITY,13646K108,2464,181409,SOLE
CARDINAL HEALTH INC,14149Y108,7029,1444460,SOLE
CAREDX INC,14167L103,1101,20743,SOLE
CAREDX INC,14167L103,545621,10279500,SOLE
CARLISLE COS INC,142339100,12,3838,SOLE
CARLISLE COS INC,142339100,646150,206677539,SOLE
CASEYS GEN STORES INC,147528103,893,493570,SOLE
CBIZ INC,124805102,71,3582,SOLE
CBIZ INC,124805102,11837,597177,SOLE
CECO ENVIRONMENTAL CORP,125141101,320,19152,SOLE
CECO ENVIRONMENTAL CORP,125141101,366547,21937838,SOLE
CENTRAL GARDEN & PET CO,153527205,174438,5091845,SOLE
CENTURY ALUM CO,156431108,556,21784,SOLE
CENTURY ALUM CO,156431108,301056,11795374,SOLE
CENTURY CMNTYS INC,156504300,243,14422,SOLE
CENTURY CMNTYS INC,156504300,240697,14285367,SOLE
CERAGON NETWORKS LTD,M22013102,592690,1244649,SOLE
CHAMPION HOMES INC,830830105,208,17576,SOLE
CHAMPION HOMES INC,830830105,122616,10361052,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,39586,8263611,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,2929921,611621009,SOLE
CHEESECAKE FACTORY INC,163072101,131591,6642714,SOLE
CHEFS WHSE INC,163086101,260,16206,SOLE
CHEFS WHSE INC,163086101,162613,10135668,SOLE
CIENA CORP,171779309,40900,9565283,SOLE
CITIZENS FINL GROUP INC,174610105,67,3913,SOLE
CITIZENS INC,174740100,587750,2838833,SOLE
CLARUS CORP NEW,18270P109,843475,2825641,SOLE
CLEAN HARBORS INC,184496107,16,3752,SOLE
CLEAN HARBORS INC,184496107,3800,891024,SOLE
CLEARWATER PAPER CORP,18538R103,82609,1437397,SOLE
COCA-COLA FEMSA SAB DE CV,191241108,371596,35193857,SOLE
COEUR MNG INC,192108504,676,12053,SOLE
COEUR MNG INC,192108504,1230930,21947482,SOLE
COHEN & STEERS INC,19247A100,61,3830,SOLE
COHERENT CORP,19247G107,20,3691,SOLE
COHERENT CORP,19247G107,6201,1144519,SOLE
COHU INC,192576106,247646,5762722,SOLE
COLGATE PALMOLIVE CO,194162103,116204,9182466,SOLE
COLGATE PALMOLIVE CO,194162103,7802775,616575281,SOLE
COLLIERS INTL GROUP INC,194693107,26,3822,SOLE
COLLIERS INTL GROUP INC,194693107,6208,912638,SOLE
COLUMBIA BKG SYS INC,197236102,136500,3815175,SOLE
COLUMBUS MCKINNON CORP N Y,199333105,142918,2465336,SOLE
COMCAST CORP NEW,20030N101,498217,14891717,SOLE
COMCAST CORP NEW,20030N101,35673728,1066287730,SOLE
COMMERCIAL METALS CO,201723103,270,18689,SOLE
COMMERCIAL METALS CO,201723103,272079,18833308,SOLE
COMPANIA CERVECERIAS UNIDAS,204429104,1172853,14965604,SOLE
COMPANIA CERVECERIAS UNIDAS,204429104,14743057,188121407,SOLE
CONCENTRA GROUP HOLDINGS PAR,20603L102,747,14701,SOLE
CONCENTRA GROUP HOLDINGS PAR,20603L102,382459,7526793,SOLE
CONCRETE PUMPING HLDGS INC,206704108,539689,3621313,SOLE
CRH PLC,G25508105,3042,380605,SOLE
CRYOPORT INC,229050307,312061,2995786,SOLE
CS DISCO INC,126327105,328719,2550859,SOLE
CUMMINS INC,231021106,14025,7159046,SOLE
CUMMINS INC,231021106,740913,378199041,SOLE
CURTISS WRIGHT CORP,231561101,1656,912903,SOLE
CUSTOM TRUCK ONE SOURCE INC,23204X103,2583,14878,SOLE
CUSTOM TRUCK ONE SOURCE INC,23204X103,775353,4466033,SOLE
CUSTOMERS BANCORP INC,23204G100,139293,10185104,SOLE
D R HORTON INC,23331A109,25,3601,SOLE
DEERE & CO,244199105,522213,243126706,SOLE
DELTA AIR LINES INC DEL,247361702,12694,880964,SOLE
DENTSPLY SIRONA INC,24906P109,14640555,167341544,SOLE
DEXCOM INC,252131107,58,3849,SOLE
DIAGEO PLC,25243Q205,124114,10707304,SOLE
DIAGEO PLC,25243Q205,258,22258,SOLE
DIANA SHIPPING INC,Y2066G104,466583,774528,SOLE
DIGI INTL INC,253798102,169409,7333716,SOLE
DIME CMNTY BANCSHARES INC,25432X102,508,15286,SOLE
DIME CMNTY BANCSHARES INC,25432X102,261344,7863841,SOLE
DISNEY WALT CO,254687106,65125,7409231,SOLE
DISNEY WALT CO,254687106,3378266,384345323,SOLE
DNOW INC,67011P100,996,13197,SOLE
DNOW INC,67011P100,231534,3067826,SOLE
DOLLAR GEN CORP NEW,256677105,112105,14884121,SOLE
DOLLAR GEN CORP NEW,256677105,4305866,571689829,SOLE
DOMINION ENERGY INC,25746U109,4622,270803,SOLE
DONALDSON INC,257651109,3200,283712,SOLE
DOORDASH INC,25809K105,17,3850,SOLE
DORIAN LPG LTD,Y2106R110,385825,9390981,SOLE
DORMAN PRODS INC,258278100,73342,9035001,SOLE
DOUBLEVERIFY HLDGS INC,25862V105,635000,7264400,SOLE
DOUGLAS ELLIMAN INC,25961D105,1615871,3829614,SOLE
DOUGLAS EMMETT INC,25960P109,12557124,138002793,SOLE
DUCOMMUN INC DEL,264147109,181324,17249352,SOLE
DYCOM INDS INC,267475101,37792,12769917,SOLE
EAGLE MATLS INC,26969P108,92,19015,SOLE
EAGLE MATLS INC,26969P108,51242,10590697,SOLE
EASTGROUP PPTYS INC,277276101,838,149281,SOLE
EASTMAN KODAK CO,277461406,575738,4870743,SOLE
ECOLAB INC,278865100,15,3938,SOLE
EL POLLO LOCO HLDGS INC,268603107,547793,5729915,SOLE
ELEVANCE HEALTH INC FORMERLY,036752103,59851,20980810,SOLE
ELEVANCE HEALTH INC FORMERLY,036752103,3963023,1389237713,SOLE
EMBECTA CORP,29082K105,391594,4652137,SOLE
ENPRO INC,29355X107,75,16060,SOLE
ENPRO INC,29355X107,64238,13755283,SOLE
ENSIGN GROUP INC,29358P101,22,3832,SOLE
ENSIGN GROUP INC,29358P101,1225,213395,SOLE
ENTEGRIS INC,29362U104,43,3623,SOLE
ENTEGRIS INC,29362U104,10500,884625,SOLE
ENTERPRISE PRODS PARTNERS L,293792107,1915695,61417182,SOLE
ENVISTA HOLDINGS CORPORATION,29415F104,235000,5101850,SOLE
EQUINIX INC,29444U700,353,270454,SOLE
EQUITY RESIDENTIAL,29476L107,137363,8659382,SOLE
EQUITY RESIDENTIAL,29476L107,9104650,573957136,SOLE
ETHAN ALLEN INTERIORS INC,297602104,270592,6180321,SOLE
EVERCORE INC,29977A105,11,3743,SOLE
EVERCORE INC,29977A105,4090,1391623,SOLE
EVERQUOTE INC,30041R108,251957,6802839,SOLE
EXELIXIS INC,30161Q104,12571,550987,SOLE
EXPAND ENERGY CORPORATION,165167735,35,3863,SOLE
EXPAND ENERGY CORPORATION,165167735,9074,1001407,SOLE
EXPEDITORS INTL WASH INC,302130109,92532,13788253,SOLE
EXPEDITORS INTL WASH INC,302130109,6219773,926808375,SOLE
EXTRA SPACE STORAGE INC,30225T102,23,2995,SOLE
EXTRA SPACE STORAGE INC,30225T102,2552030,332325347,SOLE
EXXON MOBIL CORP,30231G102,128705,15488374,SOLE
EXXON MOBIL CORP,30231G102,7625121,917607061,SOLE
F&G ANNUITIES & LIFE INC,30190A104,6551,202098,SOLE
F&G ANNUITIES & LIFE INC,30190A104,360120,11109702,SOLE
FABRINET,G3323L100,36,16390,SOLE
FABRINET,G3323L100,28637,13037853,SOLE
FERGUSON ENTERPRISES INC,31488V107,629445,140133340,SOLE
FERROGLOBE PLC,G33856108,2063272,9573582,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,115845,6323974,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,5986678,326812752,SOLE
FIVE9 INC,338307101,363000,7278150,SOLE
FLEX LTD,Y2573F102,64,3867,SOLE
FLEX LTD,Y2573F102,19448,1175048,SOLE
FLOWCO HLDGS INC,342909108,344309,6452351,SOLE
FLOWSERVE CORP,34354P105,54,3747,SOLE
FLOWSERVE CORP,34354P105,82000,5689160,SOLE
FLYWIRE CORPORATION,302492103,430337,6093572,SOLE
FOMENTO ECONOMICO MEXICANO S,344419106,444694,44945251,SOLE
FOMENTO ECONOMICO MEXICANO S,344419106,12062521,1219158997,SOLE
FORESTAR GROUP INC,346232101,495769,12210790,SOLE
FORMFACTOR INC,346375108,378,21085,SOLE
FORMFACTOR INC,346375108,268844,14996118,SOLE
FOSSIL GROUP INC,34988V106,495000,1861200,SOLE
FRANCO NEV CORP,351858105,121897,25266740,SOLE
FRANCO NEV CORP,351858105,5001547,1036770242,SOLE
FRONTVIEW REIT INC,35922N100,399126,5891100,SOLE
FTAI AVIATION LTD,G3730V105,19,3740,SOLE
FTAI AVIATION LTD,G3730V105,2500,492125,SOLE
FTAI INFRASTRUCTURE INC,35953C106,4357,20086,SOLE
FTAI INFRASTRUCTURE INC,35953C106,2379564,10969790,SOLE
FUBOTV INC,35953D104,4855,12235,SOLE
FUBOTV INC,35953D104,798678,2012669,SOLE
GE HEALTHCARE TECHNOLOGIES I,36266G107,51,4183,SOLE
GENERAC HLDGS INC,368736104,4500,613665,SOLE
GENERAL DYNAMICS CORP,369550108,7297,2456608,SOLE
GENUINE PARTS CO,372460105,30,3689,SOLE
GEOSPACE TECHNOLOGIES CORP,37364X109,430273,7275916,SOLE
GOLAR LNG LTD,G9456A100,293472,10920093,SOLE
GOLD FIELDS LTD,38059T106,3538081,154472616,SOLE
GRAHAM CORP,384556106,280173,17995512,SOLE
GRAND CANYON ED INC,38526M106,24,3991,SOLE
GXO LOGISTICS INCORPORATED,36262G101,302,15897,SOLE
GXO LOGISTICS INCORPORATED,36262G101,127444,6708652,SOLE
HALEON PLC,405552100,3330468,33671036,SOLE
HALEON PLC,405552100,5115,51713,SOLE
HARMONIC INC,413160102,849876,8405274,SOLE
HCA HEALTHCARE INC,40412C101,60539,28263434,SOLE
HCA HEALTHCARE INC,40412C101,3585613,1673979285,SOLE
HEALTHCARE SVCS GROUP INC,421906108,561035,10726989,SOLE
HEALTHSTREAM INC,42222N103,413698,9544013,SOLE
HECLA MNG CO,422704106,910,17463,SOLE
HECLA MNG CO,422704106,1245803,23906960,SOLE
HELIX ENERGY SOLUTIONS GRP I,42330P107,559858,3510310,SOLE
HF SINCLAIR CORP,403949100,4591,211553,SOLE
HINGE HEALTH INC,433313103,221751,10300334,SOLE
HOLLEY INC,43538H103,475797,1965042,SOLE
HOME DEPOT INC,437076102,20,6882,SOLE
HOME DEPOT INC,437076102,48652,16741153,SOLE
HOOKER FURNISHINGS CORPORATI,439038100,359350,4057062,SOLE
HOULIHAN LOKEY INC,441593100,22,3832,SOLE
HOULIHAN LOKEY INC,441593100,4502,784203,SOLE
IDACORP INC,451107106,91312,11556447,SOLE
IMPERIAL OIL LTD,453038408,914783,78954960,SOLE
IMPERIAL OIL LTD,453038408,17690222,1528359043,SOLE
INFUSYSTEM HLDGS INC,45685K102,751371,6739798,SOLE
INSEEGO CORP,45782B302,435849,4476169,SOLE
INSTALLED BLDG PRODS INC,45780R101,60,15563,SOLE
INSTALLED BLDG PRODS INC,45780R101,60928,15804114,SOLE
INSTEEL INDS INC,45774W108,389954,12349843,SOLE
INTERFACE INC,458665304,132043,3686641,SOLE
INTERNATIONAL FLAVORS&FRAGRA,459506101,137814,9287271,SOLE
INTERNATIONAL FLAVORS&FRAGRA,459506101,8693854,585878821,SOLE
INTEST CORP,461147100,372702,2784084,SOLE
INTREPID POTASH INC,46121Y201,249174,6909595,SOLE
IPG PHOTONICS CORP,44980X109,69972,5009977,SOLE
IPG PHOTONICS CORP,44980X109,4417131,316266580,SOLE
ISHARES GOLD TR,464285204,3121,253332,SOLE
ISHARES TR,464287432,700000,0,SOLE
ITAU UNIBANCO HLDG S A,465562106,2790381,19979126,SOLE
ITAU UNIBANCO HLDG S A,465562106,3600,25776,SOLE
JAMES HARDIE INDS PLC,G4253H101,29676,615777,SOLE
JANUS INTERNATIONAL GROUP IN,47103N106,2011,13152,SOLE
JANUS INTERNATIONAL GROUP IN,47103N106,1372335,8975071,SOLE
JBT MAREL CORPORATION,477839104,63623,9586077,SOLE
JOHNSON OUTDOORS INC,479167108,138888,5895796,SOLE
JONES LANG LASALLE INC,48020Q107,12,4038,SOLE
KAISER ALUMINUM CORP,483007704,183,21019,SOLE
KAISER ALUMINUM CORP,483007704,146732,16853638,SOLE
KALTURA INC,483467106,221795,363744,SOLE
KEMPER CORP,488401100,80203,3251430,SOLE
KINROSS GOLD CORP,496902404,9228855,259884557,SOLE
KRATOS DEFENSE & SEC SOLUTIO,50077B207,133063,10100812,SOLE
KVH INDS INC,482738101,210826,1469457,SOLE
KYNDRYL HLDGS INC,50155Q100,26200,695872,SOLE
LENNOX INTL INC,526107107,977,474412,SOLE
LIFESTANCE HEALTH GROUP INC,53228F101,1496466,10535121,SOLE
LINCOLN EDL SVCS CORP,533535100,778630,18803915,SOLE
LINCOLN NATL CORP IND,534187109,86,3830,SOLE
LINCOLN NATL CORP IND,534187109,409850,18250621,SOLE
LLOYDS BANKING GROUP PLC,539439109,6961858,36897845,SOLE
LLOYDS BANKING GROUP PLC,539439109,9243,48988,SOLE
LOUISIANA PAC CORP,546347105,268,21644,SOLE
LOUISIANA PAC CORP,546347105,195431,15783008,SOLE
LPL FINL HLDGS INC,50212V100,10,3572,SOLE
LSB INDS INC,502160104,1310794,11141749,SOLE
LSI INDS INC OHIO,50216C108,283422,5192291,SOLE
LUXFER HLDGS PLC,G5698W116,453056,6129848,SOLE
M/I HOMES INC,55305B101,100,12795,SOLE
M/I HOMES INC,55305B101,60000,7677000,SOLE
MACERICH CO,554382101,170610,3149461,SOLE
MAGNITE INC,55955D100,296443,4811270,SOLE
MAGNUM ICE CREAM CO NV,N5505D105,480811,7620848,SOLE
MAGNUM ICE CREAM CO NV,N5505D105,15832244,252920001,SOLE
MAMAS CREATIONS INC,56146T103,1277470,17233070,SOLE
MANITOWOC CO INC,563571405,1546,18537,SOLE
MANITOWOC CO INC,563571405,826823,9913608,SOLE
MARAVAI LIFESCIENCES HLDGS I,56600D107,1799336,5847842,SOLE
MARINEMAX INC,567908108,276435,6698020,SOLE
MARKETAXESS HLDGS INC,57060D108,22,3988,SOLE
MASIMO CORP,574795100,28,3642,SOLE
MATERION CORP,576690101,58000,7210560,SOLE
MATIV HOLDINGS INC,808541106,1053792,12803573,SOLE
MATRIX SVC CO,576853105,1180,13806,SOLE
MATRIX SVC CO,576853105,638903,7475165,SOLE
MAYVILLE ENGR CO INC,578605107,358075,6703164,SOLE
MEDTRONIC PLC,G5960L103,151578,14560605,SOLE
MEDTRONIC PLC,G5960L103,9623656,924448395,SOLE
META PLATFORMS INC,30303M102,44551,29407346,SOLE
META PLATFORMS INC,30303M102,3105396,2049840846,SOLE
MGIC INVT CORP WIS,552848103,541,15808,SOLE
MGIC INVT CORP WIS,552848103,411712,12030225,SOLE
MICROSOFT CORP,594918104,15297,7398129,SOLE
MICROSOFT CORP,594918104,542304,262269060,SOLE
MISTRAS GROUP INC,60649T107,77219,976820,SOLE
MOELIS & CO,60786M105,79301,5451151,SOLE
MSA SAFETY INC,553498106,24,3843,SOLE
MURPHY OIL CORP,626717102,269000,8406250,SOLE
NATIONAL CINEMEDIA INC,635309206,819704,3188649,SOLE
NATIONAL CINEMEDIA INC,635309206,435618,1694554,SOLE
NATIONAL VISION HLDGS INC,63845R107,451552,11659073,SOLE
NATURAL GAS SVCS GROUP INC,63886Q109,295239,9934792,SOLE
NATURES SUNSHINE PRODS INC,639027101,98800,2132104,SOLE
NAVIGATOR HLDGS LTD,Y62132108,695619,12048121,SOLE
NETGEAR INC,64111Q104,186777,4581640,SOLE
NETSCOUT SYS INC,64115T104,211502,5723244,SOLE
NEWMONT CORP,651639106,478732,47801369,SOLE
NEWMONT CORP,651639106,13239226,1321936716,SOLE
NMI HLDGS INC,629209305,390,15908,SOLE
NMI HLDGS INC,629209305,272869,11130327,SOLE
NOBLE CORP PLC,G65431127,179457,5067874,SOLE
NOBLE CORP PLC,G65431127,12016368,339342232,SOLE
NOV INC,62955J103,649636,10153816,SOLE
NOV INC,62955J103,36948238,577500960,SOLE
NOVAGOLD RES INC,66987E206,9177188,85531392,SOLE
NPK INTERNATIONAL INC,651718504,265321,3162626,SOLE
NUTRIEN LTD,67077M108,518337,31991735,SOLE
NUTRIEN LTD,67077M108,12788946,789333784,SOLE
NVENT ELECTRIC PLC,G6700G107,37,3773,SOLE
NVENT ELECTRIC PLC,G6700G107,10500,1070685,SOLE
OIL STS INTL INC,678026105,2528,17115,SOLE
OIL STS INTL INC,678026105,2579146,17460818,SOLE
OLD DOMINION FREIGHT LINE IN,679580100,24,3763,SOLE
OLD NATL BANCORP IND,680033107,700,15617,SOLE
OLD NATL BANCORP IND,680033107,611098,13633596,SOLE
OLD REP INTL CORP,680223104,373,17024,SOLE
OLD REP INTL CORP,680223104,280289,12792390,SOLE
OMNICOM GROUP INC,681919106,83336,6729392,SOLE
OMNICOM GROUP INC,681919106,6268698,506197364,SOLE
ONE GAS INC,68235P108,104064,8038944,SOLE
ONEOK INC NEW,682680103,179973,13228035,SOLE
ONEOK INC NEW,682680103,11185331,822121829,SOLE
ONEWATER MARINE INC,68280L101,308487,3337829,SOLE
ONTO INNOVATION INC,683344105,25,3947,SOLE
ONTO INNOVATION INC,683344105,6650,1049769,SOLE
ORACLE CORP,68389X105,137403,26781250,SOLE
ORACLE CORP,68389X105,8152869,1589075697,SOLE
ORLA MNG LTD NEW,68634K106,4769471,64147922,SOLE
OSI SYSTEMS INC,671044105,68,17344,SOLE
OSI SYSTEMS INC,671044105,26496,6758070,SOLE
OTIS WORLDWIDE CORP,68902V107,161967,14147808,SOLE
OTIS WORLDWIDE CORP,68902V107,672,58699,SOLE
OUTDOOR HOLDING CO,00175J107,1901370,3251343,SOLE
OUTFRONT MEDIA INC,69007J304,748535,18039694,SOLE
PAN AMERN SILVER CORP,697900108,3488959,180889139,SOLE
PARK-OHIO HLDGS CORP,700666100,435605,9121569,SOLE
PENNANT GROUP INC,70805E109,447949,12609764,SOLE
PEPSICO INC,713448108,19,2727,SOLE
PEPSICO INC,713448108,44461,6381043,SOLE
PERELLA WEINBERG PARTNERS,71367G102,870,15051,SOLE
PERELLA WEINBERG PARTNERS,71367G102,582978,10085519,SOLE
PERFORMANCE FOOD GROUP CO,71377A103,8400,755328,SOLE
PERMIAN RESOURCES CORP,71424F105,272,3816,SOLE
PERMIAN RESOURCES CORP,71424F105,36371,510285,SOLE
PHILIP MORRIS INTL INC,718172109,264794,42473022,SOLE
PHILIP MORRIS INTL INC,718172109,5543326,889149490,SOLE
PHOENIX ED PARTNERS INC,718968100,180149,5458515,SOLE
PPG INDS INC,693506107,97314,9970785,SOLE
PPG INDS INC,693506107,6193308,634566338,SOLE
PROFOUND MED CORP,74319B502,312707,2461004,SOLE
PROGYNY INC,74340E103,212612,5459876,SOLE
PROPETRO HLDG CORP,74347M108,487333,4634537,SOLE
PULTE GROUP INC,745867101,31,3635,SOLE
PULTE GROUP INC,745867101,2228,261255,SOLE
QUANEX BLDG PRODS CORP,747619104,1119,17210,SOLE
QUANEX BLDG PRODS CORP,747619104,478568,7360376,SOLE
QUANTA SVCS INC,74762E102,2218,936129,SOLE
QUANTERIX CORP,74766Q101,531427,3379876,SOLE
QUEST DIAGNOSTICS INC,74834L100,3935,682841,SOLE
QUINSTREET INC,74874Q100,249874,3590689,SOLE
QXO INC,82846H405,184,3549,SOLE
QXO INC,82846H405,227500,4388475,SOLE
RADIAN GROUP INC,750236101,425,15296,SOLE
RADIAN GROUP INC,750236101,255263,9186915,SOLE
RADIANT LOGISTICS INC,75025X100,501301,3173235,SOLE
RADNET INC,750491102,93136,6645254,SOLE
RAMACO RES INC,75134P501,467126,5488731,SOLE
RANPAK HOLDINGS CORP,75321W103,390010,2109954,SOLE
RAYMOND JAMES FINL INC,754730109,24,3854,SOLE
RAYMOND JAMES FINL INC,754730109,2343,376262,SOLE
RBB FUND TRUST,75526L878,27780,1343441,SOLE
RBB FUND TRUST,75526L886,27635,1271956,SOLE
RED RIVER BANCSHARES INC,75686R202,49396,3528356,SOLE
REGAL REXNORD CORPORATION,758750103,26,3648,SOLE
REINSURANCE GRP OF AMERICA I,759351604,19,3866,SOLE
RELIANCE INC,759509102,799,230807,SOLE
REMITLY GLOBAL INC,75960P104,641454,8852065,SOLE
RIBBON COMMUNICATIONS INC,762544104,862528,2484081,SOLE
RILEY EXPLORATION PERMIAN IN,76665T102,197148,5204707,SOLE
ROCKET COS INC,77311W101,220,4259,SOLE
ROCKET COS INC,77311W101,61500,1190640,SOLE
ROGERS CORP,775133101,193,17673,SOLE
ROGERS CORP,775133101,118136,10817714,SOLE
ROKU INC,77543R102,6000,650940,SOLE
ROSS STORES INC,778296103,23,4143,SOLE
ROSS STORES INC,778296103,1464544,263822956,SOLE
ROYAL GOLD INC,780287108,926123,205867882,SOLE
RPC INC,749660106,327149,1779691,SOLE
RPM INTL INC,749685103,1315,136760,SOLE
RYMAN HOSPITALITY PPTYS INC,78377T107,40,3785,SOLE
RYMAN HOSPITALITY PPTYS INC,78377T107,6300,596106,SOLE
SALESFORCE INC,79466L302,77120,20429941,SOLE
SALESFORCE INC,79466L302,4242086,1123771002,SOLE
SANMINA CORPORATION,801056102,105,15757,SOLE
SANMINA CORPORATION,801056102,15272,2291869,SOLE
SCORPIO TANKERS INC,Y7542C130,214068,10881076,SOLE
SEA LTD,81141R100,31,3955,SOLE
SEACOAST BKG CORP FLA,811707801,507,15930,SOLE
SEACOAST BKG CORP FLA,811707801,417393,13114488,SOLE
SEACOR MARINE HLDGS INC,78413P101,1111167,6689225,SOLE
SEADRILL LTD,G7997W102,48100,1664260,SOLE
