Company,CUSIP,Shares,Value,Discretion,PutCall
CORNING INC,219350105,374507,50921717,SOLE,
COTY INC,222070203,1261833,2536284,SOLE,
CRACKER BARREL OLD CTRY STOR,22410J106,8935,251163,SOLE,
CRANE NXT CO,224441105,22089,896593,SOLE,
CROWN HLDGS INC,228368106,11554,1158289,SOLE,
CURIS INC,231269309,49554,6194,SOLE,
CVS HEALTH CORP,126650100,9472,680279,SOLE,
DANAHER CORP DEL,235851102,819679,155411138,SOLE,
DARDEN RESTAURANTS INC,237194105,3442,674770,SOLE,
DAVE & BUSTERS ENTMT INC,238337109,59114,640205,SOLE,
DAVE INC,23834J201,2475,430873,SOLE,
DEUTSCHE BK AG,D18190898,23799,690758,SOLE,
DICKS SPORTING GOODS INC,253393102,1044903,207193816,SOLE,
DISNEY WALT CO,254687106,7317,705212,SOLE,
EAST WEST BANCORP INC,27579R104,14203,1516312,SOLE,
EDGEWELL PERSONAL CARE CO,28035Q102,165242,3526264,SOLE,
ELANCO ANIMAL HEALTH INC,28414H103,144457,3456856,SOLE,
ELEMENT SOLUTIONS INC,28618M106,43524,1485909,SOLE,
ENERSYS,29275Y102,8546,1484611,SOLE,
ENTEGRIS INC,29362U104,12859,1507589,SOLE,
EQT CORP,26884L109,11489,731160,SOLE,
EQUINOX GOLD CORP,29446Y502,69510,1004041,SOLE,
ERIE INDTY CO,29530P102,2590,650893,SOLE,
ERO COPPER CORP,296006109,19271,513631,SOLE,
EVOLENT HEALTH INC,30050B101,2572763,5865900,SOLE,
EXPAND ENERGY CORPORATION,165167735,11017,1209446,SOLE,
EXPEDIA GROUP INC,30212P303,9513,2196457,SOLE,
FEDEX CORP,31428X106,1980,705236,SOLE,
FIFTH THIRD BANCORP,316773100,22341,1037963,SOLE,
FIVE BELOW INC,33829M101,3661,836465,SOLE,
FLUOR CORP,343412102,1415557,66035734,SOLE,
FRACTYL HEALTH INC,35168W103,3974806,1819666,SOLE,
FRESHPET INC,358039105,34509,2034651,SOLE,
GATES INDL CORP PLC,G39108108,37398,845569,SOLE,
GENERAC HLDGS INC,368736104,6487,1267106,SOLE,
GFL ENVIRONMENTAL INC,36168Q104,3849656,160609498,SOLE,
GLOBE LIFE INC,37959E102,11081,1542143,SOLE,
GLOBUS MED INC,379577208,15660,1349266,SOLE,
HELIX ENERGY SOLUTIONS GRP I,42330P107,75723,748900,SOLE,
HERSHEY CO,427866108,23317,4847371,SOLE,
HORMEL FOODS CORP,440452100,171063,3874577,SOLE,
HUDBAY MINERALS INC,443628102,59037,1233873,SOLE,
HUNTINGTON BANCSHARES INC,446150104,83182,1301798,SOLE,
HUNTSMAN CORP,447011107,65283,868917,SOLE,
ICHOR HOLDINGS,G4740B105,24410,1137750,SOLE,
ICON PLC,G4705A100,13887,1536735,SOLE,
INFLEQTION INC,45676K103,19941924,195630275,SOLE,
INTEGER HLDGS CORP,45826H109,14051,1236488,SOLE,
INTEGRA LIFESCIENCES HLDGS C,457985208,72108,679257,SOLE,
INTEL CORP,458140100,2995488,132190885,SOLE,
INTERPARFUMS INC,458334109,56734,5153717,SOLE,
INTUIT,461202103,1564,676242,SOLE,
INVIVYD INC,00534A102,18970913,24662187,SOLE,
JAMES HARDIE INDS PLC,G4253H101,35531,672957,SOLE,
JANUS INTERNATIONAL GROUP IN,47103N106,99996,514979,SOLE,
KBR INC,48242W106,32606,1201857,SOLE,
KENVUE INC,49177J102,92009,1586235,SOLE,
KEURIG DR PEPPER INC,49271V100,55823,1469820,SOLE,
KIMBERLY-CLARK CORP,494368103,19028,1835631,SOLE,
KINROSS GOLD CORP,496902404,19978,610902,SOLE,
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,10609,610866,SOLE,
KROGER CO,501044101,6359,460137,SOLE,
LABCORP HOLDINGS INC,504922105,1596,425829,SOLE,
LAZARD INC,52110M109,24404,1036682,SOLE,
LEGALZOOM COM INC,52466B103,125663,712509,SOLE,
LEMONADE INC,52567D107,11970,750280,SOLE,
LIFE TIME GROUP HOLDINGS INC,53190C102,11036,297310,SOLE,
LIFE360 INC,532206109,17147,699941,SOLE,
LINDE PLC,G54950103,426111,211248789,SOLE,
LIVANOVA PLC,G5509L101,15044,956197,SOLE,
LOGITECH INTL S A,H50430232,6548,592730,SOLE,
LUMENTUM HLDGS INC,55024U109,2172,1526395,SOLE,
MANPOWERGROUP INC WIS,56418H100,23129,681380,SOLE,
MANULIFE FINL CORP,56501R106,23875,822592,SOLE,
MARVELL TECHNOLOGY INC,573874104,188160,18637248,SOLE,
MATCH GROUP INC NEW,57667L107,34543,1060816,SOLE,
MCDONALDS CORP,580135101,294100,91403339,SOLE,
MEDLINE INC,58507V107,796077,35425427,SOLE,
MERCADOLIBRE  INC,58733R102,26894,46500264,SOLE,
MERIT MED SYS INC,589889104,714081,49221603,SOLE,
MICROSOFT CORP,594918104,725649,268613490,SOLE,
MIDDLEBY CORP,596278101,8647,1146419,SOLE,
MILLERKNOLL INC,600544100,30710,444067,SOLE,
MIRION TECHNOLOGIES INC,60471A101,2649879,49261251,SOLE,
MITEK SYS INC,606710200,43649,589262,SOLE,
MKS INC.,55306N104,7286,1674396,SOLE,
MOLINA HEALTHCARE INC,60855R100,645768,86080874,SOLE,
MONSTER BEVERAGE CORP NEW,61174X109,2464909,178607306,SOLE,
MOSAIC CO,61945C103,30159,769055,SOLE,
MSC INDL DIRECT INC,553530106,11251,1038130,SOLE,
MURPHY USA INC,626755102,1332,657968,SOLE,
NATERA INC,632307104,1171633,234314884,SOLE,
NETSKOPE INC,64119N608,465736,3954099,SOLE,
NEW YORK TIMES CO MTN BE,650111107,8121,679971,SOLE,
NEWAMSTERDAM PHARMA COMPANY,N62509109,2186402,69986728,SOLE,
NORTHERN OIL & GAS INC,665531307,20601,602167,SOLE,
NOVARTIS AG,66987V109,15247,2328979,SOLE,
NOVO-NORDISK A S,670100205,2080121,76444447,SOLE,
NRG ENERGY INC,629377508,10537,1539877,SOLE,
NU HLDGS LTD,G6683N103,22444311,322524749,SOLE,
NVIDIA CORPORATION,67066G104,3174918,553705699,SOLE,
OLLIES BARGAIN OUTLET HLDGS,681116109,2717,250073,SOLE,
OSHKOSH CORP,688239201,8497,1250843,SOLE,
PAN AMERN SILVER CORP,697900108,32915,1800955,SOLE,
PATTERSON-UTI ENERGY INC,703481101,71533,774702,SOLE,
PENGUIN SOLUTIONS INC,706915105,43794,770774,SOLE,
PENN ENTERTAINMENT INC,707569109,63799,958899,SOLE,
PHILIP MORRIS INTL INC,718172109,567250,93789115,SOLE,
PICS NV,N69958101,268663,2807528,SOLE,
PINNACLE FINL PARTNERS INC,72348N109,16023,1380221,SOLE,
POLARIS INC,731068102,17569,957511,SOLE,
PRIMO BRANDS CORPORATION,741623102,224525,4227806,SOLE,
QUEST DIAGNOSTICS INC,74834L100,2756,540121,SOLE,
RAMBUS INC DEL,750917106,13028,1120799,SOLE,
RANGE RES CORP,75281A109,24168,1091910,SOLE,
REGAL REXNORD CORPORATION,758750103,7377,1381417,SOLE,
RENASANT CORP,75970E107,27863,1006690,SOLE,
REPLIGEN CORP,759916109,1518805,178945605,SOLE,
REYNOLDS CONSUMER PRODS INC,76171L106,52697,1116122,SOLE,
ROBLOX CORP,771049103,12507,707396,SOLE,
ROCKET PHARMACEUTICALS INC,77313F106,3567372,12771192,SOLE,
ROIVANT SCIENCES LTD,G76279101,1626940,45066238,SOLE,
ROKU INC,77543R102,8189,774843,SOLE,
ROLLINS INC,775711104,12288,656302,SOLE,
ROSS STORES INC,778296103,3216,696682,SOLE,
ROYAL GOLD INC,780287108,4241,1079292,SOLE,
RTX CORPORATION,75513E101,1364888,263286895,SOLE,
SAIA INC,78709Y105,4030,1415658,SOLE,
SANOFI SA,80105N105,24581,1184313,SOLE,
SCIENCE APPLICATIONS INTL CO,808625107,12079,1146539,SOLE,
SEABOARD CORP DEL,811543107,741,4189629,SOLE,
SHERWIN WILLIAMS CO,824348106,391839,125603991,SOLE,
SHINHAN FINANCIAL GROUP CO L,824596100,23804,1459661,SOLE,
SILICON MOTION TECHNOLOGY CO,82706C108,7369,827465,SOLE,
SIRIUSXM HOLDINGS INC,829933100,31602,729374,SOLE,
SMARTSTOP SELF STORAG REIT I,83192D402,22583,683813,SOLE,
SMUCKER J M CO,832696405,29851,2878830,SOLE,
SNAP ON INC,833034101,1892,687212,SOLE,
SOUTHSTATE BK CORP,84472E102,13497,1248742,SOLE,
SOUTHWEST GAS HLDGS INC,844895102,2126927,184829956,SOLE,
SPECTRUM BRANDS HOLDINGS INC,84790A105,67826,4998776,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,1431,693906,SOLE,
STARBUCKS CORP,855244109,8126,728008,SOLE,
STUBHUB HLDGS INC,86384P109,931473,5812392,SOLE,
SUNCOR ENERGY INC NEW,867224107,22911,1515666,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,1237358,418165136,SOLE,
TARGET CORP,87612E106,5903,715444,SOLE,
TECK RESOURCES LTD,878742204,27573,1426790,SOLE,
TEREX CORP NEW,880779103,16845,995540,SOLE,
TIMKEN CO,887389104,13221,1329636,SOLE,
TJX COS INC NEW,872540109,4193,669622,SOLE,
T-MOBILE US INC,872590104,2152,451985,SOLE,
TORONTO DOMINION BK ONT,891160509,3769,351607,SOLE,
TRANSFORCE INC,87241L109,13569,1477255,SOLE,
TRAVEL PLUS LEISURE CO,894164102,17644,1220788,SOLE,
TRAVELERS COMPANIES INC,89417E109,1305,380642,SOLE,
TRIPADVISOR INC,896945201,67891,723718,SOLE,
TRUPANION INC,898202106,26714,684146,SOLE,
TURNING PT BRANDS INC,90041L105,38832,3370229,SOLE,
U HAUL HOLDING COMPANY,023586100,13621,650811,SOLE,
ULTRA CLEAN HLDGS INC,90385V107,20309,1262814,SOLE,
UNIQURE NV,N90064101,697640,11406414,SOLE,
UNITED PARCEL SVCS INC,911312106,6900,678822,SOLE,
VAXCYTE INC,92243G108,1377738,80060355,SOLE,
VISA INC,92826C839,806951,243892870,SOLE,
VITA COCO CO INC,92846Q107,76933,3685860,SOLE,
WAVE LIFE SCIENCES LTD,Y95308105,10161399,73670143,SOLE,
WAVE LIFE SCIENCES LTD,Y95308105,1156000,8381000,SOLE,Call
WD 40 CO,929236107,7212,1470815,SOLE,
WEIS MKTS INC,948849104,9908,677608,SOLE,
WERNER ENTERPRISES INC,950755108,27267,801922,SOLE,
WESCO INTL INC,95082P105,5555,1519959,SOLE,
WESTERN ALLIANCE BANCORP,957638109,21081,1493589,SOLE,
WHEATON PRECIOUS METALS CORP,962879102,6247,820156,SOLE,
WINMARK CORP,974250102,1506,643890,SOLE,
WISDOMTREE INC,97717P104,42620,620547,SOLE,
