Company,CUSIP,Shares,Value,Discretion
CANADIAN PACIFIC KANSAS CITY,13646K108,7331,581128,SOLE
CAPITAL ONE FINL CORP,14040H105,1114960,237218890,SOLE
CAPRI HOLDINGS LIMITED,G1890L107,268392,4750538,SOLE
CARGURUS INC,141788109,21920,733662,SOLE
CARIBOU BIOSCIENCES INC,142038108,652542,822203,SOLE
CARNIVAL CORP,143658300,5376870,151197584,SOLE
CASEYS GEN STORES INC,147528103,2897,1478252,SOLE
CAVA GROUP INC,148929102,7954,669965,SOLE
CENOVUS ENERGY INC,15135U109,33869,460618,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,3040,1242782,SOLE
CHEESECAKE FACTORY INC,163072101,60891,3815430,SOLE
CHEWY INC,16679L109,131653,5611051,SOLE
CHIPOTLE MEXICAN GRILL INC,169656105,78910,4430797,SOLE
CIENA CORP,171779309,10546,857706,SOLE
CINEMARK HLDGS INC,17243V102,192189,5800264,SOLE
CIVITAS RESOURCES INC,17888H103,11979,329662,SOLE
CLARIVATE PLC,G21810109,140095,602409,SOLE
CLEAR SECURE INC,18467V109,162366,4507280,SOLE
COLUMBIA SPORTSWEAR CO,198516106,4465,272722,SOLE
COMMVAULT SYS INC,204166102,3638,634213,SOLE
CORE NATURAL RESOURCES INC,218937100,6952,484832,SOLE
CORECIVIC INC,21871N101,47299,996590,SOLE
COREWEAVE INC,21873S108,267740,43657684,SOLE
COUPANG INC,22266T109,2102777,62999199,SOLE
CRH PLC,G25508105,5729,525922,SOLE
CROWN HLDGS INC,228368106,5967,614482,SOLE
CURIS INC,231269309,681381,1472033,SOLE
DANAHER CORPORATION,235851102,372126,73509770,SOLE
DARDEN RESTAURANTS INC,237194105,9152,1994861,SOLE
DATADOG INC,23804L103,516079,69324892,SOLE
DAVE & BUSTERS ENTMT INC,238337109,117308,3528625,SOLE
DAVITA INC,23918K108,3273,466239,SOLE
DINE BRANDS GLOBAL INC,254423106,183917,4474701,SOLE
DISNEY WALT CO,254687106,1508487,187067473,SOLE
DOCUSIGN INC,256163106,65829,5127421,SOLE
DOLLAR GEN CORP NEW,256677105,27936,3195320,SOLE
DOLLAR TREE INC,256746108,27183,2692204,SOLE
DOMINOS PIZZA INC,25754A201,13907,6266494,SOLE
DOORDASH INC,25809K105,13288,3275625,SOLE
DUTCH BROS INC,26701L100,4383,299666,SOLE
DXC TECHNOLOGY CO,23355L106,42512,650008,SOLE
EBAY INC.,278642103,54164,4033051,SOLE
ELASTIC N V,N14506104,8249,695638,SOLE
ELDORADO GOLD CORP NEW,284902509,47294,961960,SOLE
ELI LILLY & CO,532457108,58901,45915097,SOLE
EMBRAER S.A.,29082A107,20495,1166370,SOLE
EQUIFAX INC,294429105,19728,5116851,SOLE
EQUITABLE HLDGS INC,29452E101,14185,795779,SOLE
ERO COPPER CORP,296006109,66510,1120694,SOLE
ETHAN ALLEN INTERIORS INC,297602104,41633,1159479,SOLE
EVERCORE INC,29977A105,169745,45834545,SOLE
EVOLENT HEALTH INC,30050B101,1392524,15679820,SOLE
EXPEDIA GROUP INC,30212P303,3041,512956,SOLE
EXTRA SPACE STORAGE INC,30225T102,13801,2034819,SOLE
FEDEX CORP,31428X106,9328,2120348,SOLE
FIRST HORIZON CORPORATION,320517105,35493,752452,SOLE
FIRST WATCH RESTAURANT GROUP,33748L101,278075,4460323,SOLE
FIVE BELOW INC,33829M101,19460,2552763,SOLE
FLEX LTD,Y2573F102,18683,932655,SOLE
FLUTTER ENTMT PLC,G3643J108,296012,84588389,SOLE
FLYWIRE CORPORATION,302492103,38574,451316,SOLE
FRACTYL HEALTH INC,35168W103,4248492,6882557,SOLE
FREEPORT-MCMORAN INC,35671D857,24374,1056613,SOLE
GAP INC,364760108,2502118,54571194,SOLE
GARRETT MOTION INC,366505105,65716,690675,SOLE
GE VERNOVA INC,36828A101,273600,144775440,SOLE
GENUINE PARTS CO,372460105,39391,4778522,SOLE
GEO GROUP INC NEW,36162J106,35528,850896,SOLE
GFL ENVIRONMENTAL INC,36168Q104,2800456,141311010,SOLE
GOLAR LNG LTD,G9456A100,13339,549433,SOLE
GREEN PLAINS INC,393222104,73526,443362,SOLE
GRINDR INC,39854F101,19365,439586,SOLE
GROUPON INC,399473206,70667,2363811,SOLE
GXO LOGISTICS INCORPORATED,36262G101,23351,1137194,SOLE
HASBRO INC,418056107,11543,852104,SOLE
HEWLETT PACKARD ENTERPRISE C,42824C109,42113,861211,SOLE
HILTON WORLDWIDE HLDGS INC,43300A203,33004,8790285,SOLE
HOME DEPOT INC,437076102,12454,4566135,SOLE
HUBSPOT INC,443573100,975,542714,SOLE
HUNTINGTON INGALLS INDS INC,446413106,386533,93332258,SOLE
ICON PLC,G4705A100,4301,625580,SOLE
ILLUMINA INC,452327109,9351,892179,SOLE
INSMED INC,457669307,804133,80927945,SOLE
INTERCORP FINL SVCS INC,P5626F128,15402,587278,SOLE
INTERNATIONAL GAME TECHNOLOG,G4863A108,43669,690407,SOLE
INTUIT,461202103,2358,1857232,SOLE
INVIVYD INC,00534A102,10229118,7313819,SOLE
KENVUE INC,49177J102,10408055,217840591,SOLE
KONTOOR BRANDS INC,50050N103,52947,3492914,SOLE
KROGER CO,501044101,17214,1234760,SOLE
KURA SUSHI USA INC,501270102,27267,2347143,SOLE
LAM RESEARCH CORP,512807306,16438,1600075,SOLE
LEMONADE INC,52567D107,24594,1077463,SOLE
LEVI STRAUSS & CO NEW,52736R102,80208,1483046,SOLE
LIBERTY BROADBAND CORP,530307305,7886,775825,SOLE
LIBERTY GLOBAL LTD,G61188127,45192,465930,SOLE
LIBERTY MEDIA CORP DEL,531229722,10586,859160,SOLE
LIFE TIME GROUP HOLDINGS INC,53190C102,83394,2529340,SOLE
LIFE360 INC,532206109,51468,3358287,SOLE
LIVANOVA PLC,G5509L101,15813,711901,SOLE
LLOYDS BANKING GROUP PLC,539439109,198538,843787,SOLE
LOWES COS INC,548661107,31880,7073216,SOLE
LPL FINL HLDGS INC,50212V100,99507,37312140,SOLE
LULULEMON ATHLETICA INC,550021109,227110,53956794,SOLE
LYFT INC,55087P104,120484,1898828,SOLE
MAPLEBEAR INC,565394103,2168964,98123931,SOLE
MARRIOTT INTL INC NEW,571903202,4212,1150761,SOLE
MASTERBRAND INC,57638P104,40293,440402,SOLE
MATCH GROUP INC NEW,57667L107,54628,1687459,SOLE
MERCADOLIBRE INC,58733R102,17492,45717616,SOLE
MERIT MED SYS INC,589889104,1379408,128947060,SOLE
METTLER TOLEDO INTERNATIONAL,592688105,589,691910,SOLE
MICRON TECHNOLOGY INC,595112103,1096930,135196623,SOLE
MICROSOFT CORP,594918104,753404,374750684,SOLE
MIRION TECHNOLOGIES INC,60471A101,5308038,114282058,SOLE
MOHAWK INDS INC,608190104,8308,871011,SOLE
MOODYS CORP,615369105,1366,685172,SOLE
MR COOPER GROUP INC,62482R107,6629,989113,SOLE
NATERA INC,632307104,1489707,251671101,SOLE
NATWEST GROUP PLC,639057207,72055,1019578,SOLE
NCR VOYIX CORPORATION,62886E108,71414,837686,SOLE
NEW YORK TIMES CO,650111107,30109,1685502,SOLE
NEWAMSTERDAM PHARMA COMPANY,N62509109,1531874,27742238,SOLE
NEWS CORP NEW,65249B109,21415,636454,SOLE
NU HLDGS LTD,G6683N103,21737851,298243316,SOLE
NVIDIA CORPORATION,67066G104,2960996,467807758,SOLE
O-I GLASS INC,67098H104,68741,1013242,SOLE
OLLIES BARGAIN OUTLET HLDGS,681116109,65436,8623156,SOLE
OREILLY AUTOMOTIVE INC,67103H107,56039,5050795,SOLE
OSCAR HEALTH INC,687793109,213095,4568757,SOLE
OVINTIV INC,69047Q102,13492,513371,SOLE
OXFORD INDS INC,691497309,29117,1171959,SOLE
PAGSEGURO DIGITAL LTD,G68707101,131416,1266850,SOLE
PAN AMERN SILVER CORP,697900108,27084,769186,SOLE
PEABODY ENERGY CORP,704551100,32435,435278,SOLE
PEGASYSTEMS INC,705573103,15298,828081,SOLE
PENNYMAC FINL SVCS INC NEW,70932M107,8073,804394,SOLE
PERIMETER SOLUTIONS INC,71385M107,68499,953506,SOLE
PHILIP MORRIS INTL INC,718172109,1481478,269821588,SOLE
PINTEREST INC,72352L106,23081,827685,SOLE
PLANET FITNESS INC,72703H101,26366,2875212,SOLE
PRIMO BRANDS CORPORATION,741623102,2431869,72031960,SOLE
PROGRESSIVE CORP,743315103,6598,1760742,SOLE
PUBLIC STORAGE OPER CO,74460D109,10044,2947110,SOLE
PVH CORPORATION,693656100,11721,804061,SOLE
RAPID7 INC,753422104,26064,602860,SOLE
RENTOKIL INITIAL PLC,760125104,23112,554688,SOLE
RESTAURANT BRANDS INTL INC,76131D103,12636,837640,SOLE
RH,74967X103,3492,660023,SOLE
ROBLOX CORP,771049103,394875,41540850,SOLE
ROCKET PHARMACEUTICALS INC,77313F106,8363813,20491342,SOLE
ROKU INC,77543R102,44848,3941691,SOLE
ROLLINS INC,775711104,17752,1001568,SOLE
ROSS STORES INC,778296103,16014,2043066,SOLE
S&P GLOBAL INC,78409V104,1198,631693,SOLE
SAILPOINT INC,78781J109,966050,22083903,SOLE
SAVERS VALUE VLG INC,80517M109,49092,500738,SOLE
SEADRILL LTD,G7997W102,22572,592515,SOLE
SENSATA TECHNOLOGIES HLDG PL,G8060N102,21258,640078,SOLE
SEZZLE INC,78435P105,10399,1864021,SOLE
SHAKE SHACK INC,819047101,61138,8596003,SOLE
SHARKNINJA INC,G8068L108,5947,588694,SOLE
SHERWIN WILLIAMS CO,824348106,1706,585772,SOLE
SHOE CARNIVAL INC,824889109,101599,1900917,SOLE
SMARTSTOP SELF STORAG REIT I,83192D402,161950,5867449,SOLE
SNOWFLAKE INC,833445109,540079,120853478,SOLE
SOMNIGROUP INTERNATIONAL INC,88023U101,994560,67679808,SOLE
SOUTHWEST GAS HLDGS INC,844895102,1993671,148309186,SOLE
SPOTIFY TECHNOLOGY S A,L8681T102,1067,818752,SOLE
SPROUTS FMRS MKT INC,85208M102,10419,1715384,SOLE
STITCH FIX INC,860897107,395356,1462817,SOLE
SUNCOR ENERGY INC NEW,867224107,12068,451947,SOLE
SWEETGREEN INC,87043Q108,296237,4408007,SOLE
SYNCHRONY FINANCIAL,87165B103,11309,754763,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1760017,398626250,SOLE
TECHNIPFMC PLC,G87110105,17746,611172,SOLE
TECK RESOURCES LTD,878742204,21105,852220,SOLE
TENET HEALTHCARE CORP,88033G407,6729,1184304,SOLE
TEVA PHARMACEUTICAL INDS LTD,881624209,4377690,73370084,SOLE
THE REALREAL INC,88339P101,463493,2220131,SOLE
THREDUP INC,88556E102,525270,3934272,SOLE
TOWER SEMICONDUCTOR LTD,M87915274,17299,749912,SOLE
TRACTOR SUPPLY CO,892356106,100119,5283280,SOLE
TRIMBLE INC,896239100,11624,883192,SOLE
TRIP COM GROUP LTD,89677Q107,52569,3082646,SOLE
TRIPADVISOR INC,896945201,54181,707062,SOLE
TRUPANION INC,898202106,9375,518906,SOLE
UBER TECHNOLOGIES INC,90353T100,18058,1684811,SOLE
ULTA BEAUTY INC,90384S303,10324,4829774,SOLE
UNDER ARMOUR INC,904311107,288398,1969758,SOLE
UNITED PARCEL SERVICE INC,911312106,21314,2151435,SOLE
UNITED PARKS & RESORTS INC,81282V100,77883,3672183,SOLE
UNITED STATES CELLULAR CORP,911684108,24540,1569824,SOLE
UNITEDHEALTH GROUP INC,91324P102,226153,70552951,SOLE
URBAN OUTFITTERS INC,917047102,32655,2368794,SOLE
VALVOLINE INC,92047W101,77371,2930040,SOLE
VAXCYTE INC,92243G108,1310605,42607769,SOLE
VERONA PHARMA PLC,925050106,521859,49357424,SOLE
VIRIDIAN THERAPEUTICS INC,92790C104,2257010,31553000,SOLE
WARBY PARKER INC,93403J106,179628,3939242,SOLE
WARNER BROS DISCOVERY INC,934423104,6797230,77896256,SOLE
WAVE LIFE SCIENCES LTD,Y95308105,8261683,53700940,SOLE
WAVE LIFE SCIENCES LTD,Y95308105,356700,2318550,SOLE
WAYFAIR INC,94419L101,74110,3789985,SOLE
WEATHERFORD INTL PLC,G48833118,12334,620524,SOLE
WEBSTER FINL CORP,947890109,15889,867539,SOLE
WEIS MKTS INC,948849104,53049,3845522,SOLE
WESCO INTL INC,95082P105,5263,974708,SOLE
WILLIAMS SONOMA INC,969904101,19394,3168398,SOLE
WINMARK CORP,974250102,3498,1320880,SOLE
WIX COM LTD,M98068105,2785,441311,SOLE
WYNDHAM HOTELS & RESORTS INC,98311A105,15663,1271992,SOLE
YETI HLDGS INC,98585X104,121097,3816977,SOLE
ZOOMINFO TECHNOLOGIES INC,98980F104,95561,967077,SOLE
ZUMIEZ INC,989817101,48861,647897,SOLE
