Company,CUSIP,Shares,Value,Discretion
KATAPULT HOLDINGS INC,485859110,123747,7202,SOLE
KATAPULT HOLDINGS INC,485859110,102880,5988,OTR
KATAPULT HOLDINGS INC,485859110,35600,2072,OTR
KYNDRYL HLDGS INC,50155Q100,121883,1798993,OTR
KYNDRYL HLDGS INC,50155Q100,1280492,18900062,OTR
KYNDRYL HLDGS INC,50155Q100,3836635,56628733,SOLE
KYNDRYL HLDGS INC,50155Q100,3259835,48115165,OTR
LIVANOVA PLC,G5509L101,159930,6969749,OTR
LIVANOVA PLC,G5509L101,459042,20005050,SOLE
LIVANOVA PLC,G5509L101,415924,18125968,OTR
NEUBASE THERAPEUTICS INC,64132K102,360800,66748,OTR
NEUBASE THERAPEUTICS INC,64132K102,1271596,235245,SOLE
NEUBASE THERAPEUTICS INC,64132K102,1094631,202507,OTR
NEW YORK CMNTY BANCORP INC,649445103,915050,8272052,OTR
NEW YORK CMNTY BANCORP INC,649445103,1013480,9161859,SOLE
NEW YORK CMNTY BANCORP INC,649445103,350980,3172859,OTR
NUVATION BIO INC,67080N101,34995,58092,OTR
NUVATION BIO INC,67080N119,100000,12000,OTR
PANACEA ACQUISITION CORP II,G6882C106,275000,2810500,OTR
RESIDEO TECHNOLOGIES INC,76118Y104,101774,1860429,OTR
RESIDEO TECHNOLOGIES INC,76118Y104,291705,5332367,SOLE
RESIDEO TECHNOLOGIES INC,76118Y104,264609,4837053,OTR
RICE ACQUISITION CORP II,G75529100,116796,1195407,OTR
RICE ACQUISITION CORP II,G75529100,305104,3122739,OTR
RICE ACQUISITION CORP II,G75529100,338100,3460454,SOLE
SOUTHWESTERN ENERGY CO,845467109,4049990,20249950,SOLE
SOUTHWESTERN ENERGY CO,845467109,1302330,6511650,OTR
SOUTHWESTERN ENERGY CO,845467109,3563380,17816900,OTR
SPDR GOLD TR,78463V107,31260,5727457,SOLE
SPDR GOLD TR,78463V107,66328,12152616,OTR
SPDR GOLD TR,78463V107,130311,23875581,OTR
TALIS BIOMEDICAL CORP,87424L108,291540,142855,OTR
TALIS BIOMEDICAL CORP,87424L108,1051739,515352,SOLE
TALIS BIOMEDICAL CORP,87424L108,892504,437327,OTR
TECK RESOURCES LTD,878742204,1001724,36562926,OTR
TECK RESOURCES LTD,878742204,387020,14126230,OTR
TECK RESOURCES LTD,878742204,1102474,40240301,SOLE
TENET HEALTHCARE CORP,88033G407,574658,34146178,OTR
TENET HEALTHCARE CORP,88033G407,219892,13065983,OTR
TENET HEALTHCARE CORP,88033G407,632420,37578396,SOLE
THE ODP CORP,88337F105,250911,11285977,OTR
THE ODP CORP,88337F105,626013,28158065,OTR
THE ODP CORP,88337F105,755216,33969616,SOLE
VANECK ETF TRUST,92189H607,2800,775964,OTR
VANECK ETF TRUST,92189H607,1080,299300,OTR
VANECK ETF TRUST,92189H607,3080,853560,SOLE
WAVERLEY CAPITAL ACQUIS CORP,G06536125,164570,1681905,SOLE
WAVERLEY CAPITAL ACQUIS CORP,G06536125,48740,498123,OTR
WAVERLEY CAPITAL ACQUIS CORP,G06536125,136690,1396972,OTR
WEATHERFORD INTL PLC,G48833118,232242,13783563,OTR
WEATHERFORD INTL PLC,G48833118,84540,5017449,OTR
WEATHERFORD INTL PLC,G48833118,262913,15603887,SOLE
