Company,CUSIP,Shares,Value,Discretion,PutCall
CORE LABORATORIES INC,21867A105,13646386,158980397,SOLE,
COVISTA INC,00737L103,4356,543019,OTR,
COVISTA INC,00737L103,86908,10833951,OTR,
COVISTA INC,00737L103,1680580,209501103,SOLE,
CVS HEALTH CORP,126650100,730110,75529880,SOLE,
DENTSPLY SIRONA INC,24906P109,8026107,85156995,SOLE,
DISNEY WALT CO,254687106,635446,61161678,SOLE,
DYNATRACE INC,268150109,788488,34622508,SOLE,
ENVISTA HOLDINGS CORPORATION,29415F104,15957,420467,OTR,
ENVISTA HOLDINGS CORPORATION,29415F104,274004,7220005,OTR,
ENVISTA HOLDINGS CORPORATION,29415F104,9528216,251068492,SOLE,
FACTSET RESH SYS INC,303075105,591,135977,OTR,
FACTSET RESH SYS INC,303075105,233505,53724830,SOLE,
FAIR ISAAC CORP,303250104,203,242540,OTR,
FEDEX CORP,31428X106,95476,29896400,SOLE,
FEDEX FGHT HLDG CO INC,314352105,47734,7207834,SOLE,
FIFTH THIRD BANCORP,316773100,554673,31266917,SOLE,
FIRST AMERN FINL CORP,31847R102,10012,686723,OTR,
FIRST AMERN FINL CORP,31847R102,196447,13474300,OTR,
FIRST AMERN FINL CORP,31847R102,3023247,207364512,SOLE,
FIRST SOLAR INC,336433107,242450,57208502,SOLE,
FISERV INC,337738108,7281,357133,OTR,
FISERV INC,337738108,537834,26380758,SOLE,
GALLAGHER ARTHUR J & CO,363576109,18597,4269313,SOLE,
GCM GROSVENOR INC,36831E108,4415839,54314820,SOLE,
GENERAC HLDGS INC,368736104,3317,971251,OTR,
GENERAC HLDGS INC,368736104,54728,16024906,OTR,
GENERAC HLDGS INC,368736104,939906,275213876,SOLE,
GENTEX CORP,371901109,15594,394060,OTR,
GENTEX CORP,371901109,295178,7459148,OTR,
GENTEX CORP,371901109,7999014,202135084,SOLE,
GILEAD SCIENCES INC,375558103,195657,24719305,SOLE,
HAEMONETICS CORP MASS,405024100,100933,7569975,OTR,
HAEMONETICS CORP MASS,405024100,1960033,147002475,SOLE,
HDFC BANK LTD,40415F101,14072,363480,SOLE,
HEWLETT PACKARD ENTERPRISE C,42824C109,751355,33893624,SOLE,
HOULIHAN LOKEY INC,441593100,244520,32797468,SOLE,
INTEL CORP,458140100,548831,76633273,SOLE,
ISHARES TR,464287473,1145,188467,SOLE,
ISHARES TR,464287598,895,216975,SOLE,
ISHARES TR,464287630,76697,16965376,SOLE,
JOHNSON & JOHNSON,478160104,35393,8988760,SOLE,
JONES LANG LASALLE INC,48020Q107,2448,758758,OTR,
JONES LANG LASALLE INC,48020Q107,49432,15321448,OTR,
JONES LANG LASALLE INC,48020Q107,1008385,312548931,SOLE,
KASPI KZ JSC,48581R205,23614,2045917,SOLE,
KB FINL GROUP INC,48241A105,26798,2812718,SOLE,
KENNAMETAL INC,489170100,7814,273881,OTR,
KEYSIGHT TECHNOLOGIES INC,49338L103,2291,802010,OTR,
KEYSIGHT TECHNOLOGIES INC,49338L103,30914,10822064,OTR,
KEYSIGHT TECHNOLOGIES INC,49338L103,112506,39384975,SOLE,
KKR & CO INC,48251W104,3818,350416,OTR,
KKR & CO INC,48251W104,420423,38586423,SOLE,
KNOWLES CORP,49926D109,18667,774307,OTR,
KNOWLES CORP,49926D109,2266006,93993929,SOLE,
KORN FERRY,500643200,2827,188222,OTR,
KORN FERRY,500643200,447289,29780502,SOLE,
LABCORP HOLDINGS INC,504922105,1213,339640,OTR,
LABCORP HOLDINGS INC,504922105,30257,8471960,OTR,
LABCORP HOLDINGS INC,504922105,317642,88939760,SOLE,
LAZARD INC,52110M109,7944,333171,OTR,
LAZARD INC,52110M109,176662,7409204,OTR,
LAZARD INC,52110M109,5570798,233639268,SOLE,
LESLIES INC,527064208,65763,667494,OTR,
LESLIES INC,527064208,2350642,23859016,SOLE,
LINDBLAD EXPEDITIONS HLDGS I,535219109,46920,1325021,OTR,
LINDBLAD EXPEDITIONS HLDGS I,535219109,2715564,76687527,SOLE,
LITTELFUSE INC,537008104,1303,593295,OTR,
LITTELFUSE INC,537008104,162073,73796699,SOLE,
LOCKHEED MARTIN CORP,539830109,11045,5626986,SOLE,
M & T BK CORP,55261F104,1544,367487,OTR,
M & T BK CORP,55261F104,173030,41182870,SOLE,
MADISON SQUARE GARDEN ENTMT,558256103,7181,580871,OTR,
MADISON SQUARE GARDEN ENTMT,558256103,202438,16375210,OTR,
MADISON SQUARE GARDEN ENTMT,558256103,5093135,411983690,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,1328,533644,OTR,
MADISON SQUARE GRDN SPRT COR,55825T103,29981,12047565,OTR,
MADISON SQUARE GRDN SPRT COR,55825T103,627242,252050925,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,19249,441380,OTR,
MANCHESTER UTD PLC NEW,G5784H106,316932,7267251,OTR,
MANCHESTER UTD PLC NEW,G5784H106,8922095,204583638,SOLE,
MASCO CORP,574599106,3393,276088,OTR,
MASCO CORP,574599106,131864,10729774,OTR,
MASCO CORP,574599106,1499839,122041899,SOLE,
MATTEL INC,577081102,20876,289759,OTR,
MATTEL INC,577081102,489046,6787958,OTR,
MATTEL INC,577081102,14906033,206895738,SOLE,
MGP INGREDIENTS INC NEW,55303J106,610729,10699972,SOLE,
MIDDLEBY CORP,596278101,3136,539423,OTR,
MIDDLEBY CORP,596278101,63094,10852799,OTR,
MIDDLEBY CORP,596278101,1577776,271393250,SOLE,
MOHAWK INDS INC,608190104,1960,237807,OTR,
MOHAWK INDS INC,608190104,57197,6939712,OTR,
MOHAWK INDS INC,608190104,1697616,205971749,SOLE,
MOSAIC CO,61945C103,123607,2619232,SOLE,
MOTOROLA SOLUTIONS INC,620076307,692,287381,OTR,
NORTHERN TR CORP,665859104,4586,797230,OTR,
NORTHERN TR CORP,665859104,74057,12874069,OTR,
NORTHERN TR CORP,665859104,893697,155360286,SOLE,
NORWEGIAN CRUISE LINE HLDGS,G66721104,41487,875791,OTR,
NORWEGIAN CRUISE LINE HLDGS,G66721104,746075,15749643,OTR,
NORWEGIAN CRUISE LINE HLDGS,G66721104,14643385,309121857,SOLE,
NVENT ELEC PLC,G6700G107,5265,892997,OTR,
NVENT ELEC PLC,G6700G107,52347,8878575,OTR,
NVENT ELEC PLC,G6700G107,241420,40947246,SOLE,
OMNICOM GROUP INC,681919106,2905,211571,OTR,
OMNICOM GROUP INC,681919106,100410,7312860,OTR,
OMNICOM GROUP INC,681919106,1071137,78010908,SOLE,
ONESPAWORLD HOLDINGS LIMITED,P73684113,53949,1523520,OTR,
ONESPAWORLD HOLDINGS LIMITED,P73684113,869892,24565750,OTR,
ONESPAWORLD HOLDINGS LIMITED,P73684113,13964341,394352990,SOLE,
ORACLE CORP,68389X105,13730,2012132,SOLE,
PHINIA INC,71880K101,1324,109058,OTR,
PHINIA INC,71880K101,111869,9214650,SOLE,
PPL CORP,69351T106,1349987,49072027,SOLE,
PRESTIGE CONSMR HEALTHCARE I,74112D101,8803,416118,OTR,
PRESTIGE CONSMR HEALTHCARE I,74112D101,205976,9736486,OTR,
PRESTIGE CONSMR HEALTHCARE I,74112D101,4653932,219991366,SOLE,
PROGRESSIVE CORP,743315103,1004,219324,OTR,
PROGRESSIVE CORP,743315103,57902,12648692,SOLE,
RESIDEO TECHNOLOGIES INC,76118Y104,17568,546365,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,356128,11075581,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,5767356,179364772,SOLE,
RLI CORP,749607107,3462,204500,OTR,
RLI CORP,749607107,2516065,148623960,SOLE,
ROYAL CARIBBEAN GROUP,V7780T103,1730,549327,OTR,
ROYAL CARIBBEAN GROUP,V7780T103,65443,20780116,SOLE,
SCHWAB CHARLES CORP,808513105,525299,48469339,SOLE,
SCOTTS MIRACLE-GRO CO,810186106,1410981,96101916,SOLE,
SIMPSON MFG INC,829073105,1387,290368,OTR,
SIMPSON MFG INC,829073105,15893,3327200,OTR,
SIMPSON MFG INC,829073105,82309,17231389,SOLE,
SLB LIMITED,806857108,1163320,54082747,SOLE,
SMUCKER J M CO,832696405,2390,268875,OTR,
SMUCKER J M CO,832696405,57603,6480338,OTR,
SMUCKER J M CO,832696405,1738878,195623775,SOLE,
SNAP ON INC,833034101,700,281680,OTR,
SNAP ON INC,833034101,9551,3843322,OTR,
SNAP ON INC,833034101,18689,7520454,SOLE,
SPHERE ENTERTAINMENT CO,55826T102,6179,1069152,OTR,
SPHERE ENTERTAINMENT CO,55826T102,107706,18636369,OTR,
SPHERE ENTERTAINMENT CO,55826T102,1551441,268445836,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,17838,8518894,SOLE,
VAIL RESORTS INC,91879Q109,109130,14858050,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,27941,4385340,SOLE,
VANGUARD INTL EQUITY INDEX F,922042858,10065,600780,SOLE,
VANGUARD TAX-MANAGED FDS,921943858,75980,5413575,SOLE,
WEX INC,96208T104,2731,385317,OTR,
WEX INC,96208T104,51135,7214637,OTR,
WEX INC,96208T104,277517,39154874,SOLE,
ZEBRA TECHNOLOGIES CORPORATI,989207105,1535,404104,OTR,
ZEBRA TECHNOLOGIES CORPORATI,989207105,44287,11658996,OTR,
ZEBRA TECHNOLOGIES CORPORATI,989207105,877176,230925354,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,2558,220218,OTR,
ZIMMER BIOMET HOLDINGS INC,98956P102,441,37966,SOLE,
