Company,CUSIP,Shares,Value,Discretion
C H ROBINSON WORLDWIDE INC,12541W209,50667,4464736,SOLE
C H ROBINSON WORLDWIDE INC,12541W209,11414567,1005851644,SOLE
CANADIAN NATL RY CO,136375102,1676,198075,SOLE
CANADIAN PACIFIC KANSAS CITY,13646K108,2318,182576,SOLE
CANTALOUPE INC,138103106,344795,2275647,SOLE
CARDINAL HEALTH INC,14149Y108,237,23302,SOLE
CARDINAL HEALTH INC,14149Y108,9379,922143,SOLE
CAREDX INC,14167L103,523,8122,SOLE
CAREDX INC,14167L103,968029,15033490,SOLE
CARPARTS COM INC,14427M107,579494,579494,SOLE
CARPENTER TECHNOLOGY CORP,144285103,130954,14349939,SOLE
CARS COM INC,14575E105,526643,10374867,SOLE
CASEYS GEN STORES INC,147528103,54,20604,SOLE
CASEYS GEN STORES INC,147528103,2053,783343,SOLE
CAVCO INDS INC DEL,149568107,11428,3956031,SOLE
CECO ENVIRONMENTAL CORP,125141101,657764,18976491,SOLE
CENTURY ALUM CO,156431108,753314,12618010,SOLE
CENTURY CMNTYS INC,156504300,108778,8882811,SOLE
CERAGON NETWORKS LTD,M22013102,520033,1300083,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,348501,104187859,SOLE
CHEESECAKE FACTORY INC,163072101,427,16777,SOLE
CHEESECAKE FACTORY INC,163072101,409122,16074403,SOLE
CHEFS WHSE INC,163086101,313,12241,SOLE
CHEFS WHSE INC,163086101,457613,17897244,SOLE
CHEGG INC,163092109,697063,2202719,SOLE
CHESAPEAKE ENERGY CORP,165167735,219,18000,SOLE
CHESAPEAKE ENERGY CORP,165167735,8874,729354,SOLE
CHUYS HLDGS INC,171604101,307,7957,SOLE
CHUYS HLDGS INC,171604101,382172,9905898,SOLE
CITIZENS INC,174740100,418923,1139471,SOLE
CLARUS CORP NEW,18270P109,547578,3685200,SOLE
COCA-COLA FEMSA SAB DE CV,191241108,278229,23883177,SOLE
COEUR MNG INC,192108504,2453721,13789912,SOLE
COHERENT CORP,19247G107,135,9782,SOLE
COHERENT CORP,19247G107,108171,7838071,SOLE
COHU INC,192576106,212901,7047023,SOLE
COLGATE PALMOLIVE CO,194162103,40961,3974902,SOLE
COLGATE PALMOLIVE CO,194162103,8984866,871891397,SOLE
COLUMBUS MCKINNON CORP N Y,199333105,189981,6561944,SOLE
COMCAST CORP NEW,20030N101,123896,4851767,SOLE
COMCAST CORP NEW,20030N101,31707748,1241675412,SOLE
COMMERCIAL METALS CO,201723103,224729,12357848,SOLE
COMPANIA CERVECERIAS UNIDAS,204429104,750547,8541222,SOLE
COMPANIA CERVECERIAS UNIDAS,204429104,14991338,170601426,SOLE
CRH PLC,G25508105,4178,311492,SOLE
CUMMINS INC,231021106,8242,2282593,SOLE
CUMMINS INC,231021106,1989256,550884664,SOLE
CUMULUS MEDIA INC,231082801,21927,44073,SOLE
CURTISS WRIGHT CORP,231561101,109,29537,SOLE
CURTISS WRIGHT CORP,231561101,48783,13219217,SOLE
CUSTOM TRUCK ONE SOURCE INC,23204X103,305338,1328220,SOLE
DEERE & CO,244199105,526921,196873493,SOLE
DELTA AIR LINES INC DEL,247361702,311,14754,SOLE
DELTA AIR LINES INC DEL,247361702,12494,592715,SOLE
DENNYS CORP,24869P104,920,6532,SOLE
DENNYS CORP,24869P104,1257907,8931140,SOLE
DENTSPLY SIRONA INC,24906P109,39302,979007,SOLE
DENTSPLY SIRONA INC,24906P109,13030598,324592196,SOLE
DHI GROUP INC,23331S100,668928,1398060,SOLE
DIAGEO PLC,25243Q205,27328,3445505,SOLE
DIAMOND OFFSHORE DRILLING IN,25271C201,9641,149339,SOLE
DIGI INTL INC,253798102,263909,6051433,SOLE
DIME CMNTY BANCSHARES INC,25432X102,488554,9966502,SOLE
DISNEY WALT CO,254687106,17193,1707066,SOLE
DISNEY WALT CO,254687106,4022924,399436124,SOLE
DNOW INC,67011P100,265934,3651274,SOLE
DONALDSON INC,257651109,246,17604,SOLE
DONALDSON INC,257651109,9721,695635,SOLE
DORIAN LPG LTD,Y2106R110,281475,11810691,SOLE
DOUGLAS EMMETT INC,25960P109,13670488,181954195,SOLE
DOVER CORP,260003108,113,20391,SOLE
DOVER CORP,260003108,4526,816717,SOLE
DUCKHORN PORTFOLIO INC,26414D106,377472,2680051,SOLE
DUCOMMUN INC DEL,264147109,223979,13004221,SOLE
EASTGROUP PPTYS INC,277276101,523,88962,SOLE
EL POLLO LOCO HLDGS INC,268603107,217922,2464698,SOLE
ELEVANCE HEALTH INC,036752103,8236,4462997,SOLE
ELEVANCE HEALTH INC,036752103,2050047,1110838467,SOLE
EMBECTA CORP,29082K105,394494,4931175,SOLE
ENERSYS,29275Y102,156,16149,SOLE
ENERSYS,29275Y102,29091,3011500,SOLE
ENOVIS CORPORATION,194014502,75,3390,SOLE
ENOVIS CORPORATION,194014502,284521,12860349,SOLE
ENPRO INC,29355X107,66093,9621158,SOLE
ENSIGN GROUP INC,29358P101,22,2721,SOLE
ENSIGN GROUP INC,29358P101,1275,157705,SOLE
ENTEGRIS INC,29362U104,136,18414,SOLE
ENTEGRIS INC,29362U104,5376,727910,SOLE
ENTERPRISE PRODS PARTNERS L,293792107,1658653,48067764,SOLE
EQUINIX INC,29444U700,82,62041,SOLE
EQUITY RESIDENTIAL,29476L107,37551,2603808,SOLE
EQUITY RESIDENTIAL,29476L107,9263801,642351961,SOLE
ETHAN ALLEN INTERIORS INC,297602104,128091,3572458,SOLE
EVERBRIDGE INC,29978A104,133233,4661823,SOLE
EVERCORE INC,29977A105,114,23761,SOLE
EVERCORE INC,29977A105,70667,14729123,SOLE
EVERQUOTE INC,30041R108,533028,11118964,SOLE
EXELIXIS INC,30161Q104,416,9348,SOLE
EXELIXIS INC,30161Q104,15471,347633,SOLE
EXPEDITORS INTL WASH INC,302130109,11381,1420185,SOLE
EXPEDITORS INTL WASH INC,302130109,2765753,345138317,SOLE
EXTRA SPACE STORAGE INC,30225T102,29,4507,SOLE
EXTRA SPACE STORAGE INC,30225T102,1640946,255019418,SOLE
EXXON MOBIL CORP,30231G102,55084,6341314,SOLE
EXXON MOBIL CORP,30231G102,13096970,1507723186,SOLE
FABRINET,G3323L100,62,15177,SOLE
FABRINET,G3323L100,49042,12004991,SOLE
FERROGLOBE PLC,G33856108,1641455,8798199,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,36,1779,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,6073065,300130872,SOLE
FIDELITY NATL INFORMATION SV,31620M106,51600,3888576,SOLE
FIRST AMERN FINL CORP,31847R102,157,8470,SOLE
FIRST AMERN FINL CORP,31847R102,191328,10322146,SOLE
FLEX LTD,Y2573F102,356,10498,SOLE
FLEX LTD,Y2573F102,14848,437868,SOLE
FLOWSERVE CORP,34354P105,46587,2240817,SOLE
FLOWSERVE CORP,34354P105,10713014,515295973,SOLE
FOMENTO ECONOMICO MEXICANO S,344419106,206344,22212969,SOLE
FOMENTO ECONOMICO MEXICANO S,344419106,9374995,1009218212,SOLE
FORESTAR GROUP INC,346232101,206069,6592147,SOLE
FORGE GLOBAL HOLDINGS INC,34629L103,221959,324060,SOLE
FORMFACTOR INC,346375108,120788,7311298,SOLE
FORTREA HLDGS INC,34965K107,377382,8808096,SOLE
FRANCO NEV CORP,351858105,3260300,386597381,SOLE
FTAI AVIATION LTD,G3730V105,64,6607,SOLE
FTAI AVIATION LTD,G3730V105,227638,23499071,SOLE
FTAI INFRASTRUCTURE INC,35953C106,320492,2765846,SOLE
GENCOR INDS INC,368678108,68745,1329528,SOLE
GENERAC HLDGS INC,368736104,76,10049,SOLE
GENERAC HLDGS INC,368736104,41903,5540415,SOLE
GENERAL DYNAMICS CORP,369550108,7297,2117152,SOLE
GIBRALTAR INDS INC,374689107,88415,6060848,SOLE
GOLAR LNG LTD,G9456A100,96872,3036937,SOLE
GOLD FIELDS LTD,38059T106,4690028,69881417,SOLE
GOODYEAR TIRE & RUBR CO,382550101,1024,11622,SOLE
GOODYEAR TIRE & RUBR CO,382550101,1002525,11378659,SOLE
GRAHAM CORP,384556106,313662,8832722,SOLE
GXO LOGISTICS INCORPORATED,36262G101,256,12928,SOLE
GXO LOGISTICS INCORPORATED,36262G101,262494,13255947,SOLE
H & E EQUIPMENT SERVICES INC,404030108,210293,9288642,SOLE
HAIN CELESTIAL GROUP INC,405217100,730854,5050201,SOLE
HALEON PLC,405552100,1862056,15380581,SOLE
HAYNES INTL INC,420877201,158353,9295321,SOLE
HCA HEALTHCARE INC,40412C101,19527,6273548,SOLE
HCA HEALTHCARE INC,40412C101,4473512,1437249935,SOLE
HEALTHSTREAM INC,42222N103,530178,14791966,SOLE
HEARTLAND EXPRESS INC,422347104,662675,8170783,SOLE
HECLA MNG CO,422704106,1624677,7879683,SOLE
HELEN OF TROY LTD,G4388N106,20219,1875110,SOLE
HELIX ENERGY SOLUTIONS GRP I,42330P107,321758,3841791,SOLE
HELMERICH & PAYNE INC,423452101,103693,3747465,SOLE
HERC HLDGS INC,42704L104,45109,6012579,SOLE
HEXCEL CORP NEW,428291108,101346,6329058,SOLE
HF SINCLAIR CORP,403949100,312,16642,SOLE
HF SINCLAIR CORP,403949100,12591,671604,SOLE
HOME DEPOT INC,437076102,20,6885,SOLE
HOME DEPOT INC,437076102,55327,19045766,SOLE
HUNTSMAN CORP,447011107,533,12136,SOLE
HUNTSMAN CORP,447011107,653531,14880901,SOLE
ICAD INC,44934S206,701525,911983,SOLE
ICHOR HOLDINGS,G4740B105,373948,14415695,SOLE
ICU MED INC,44930G107,29300,3479375,SOLE
IDACORP INC,451107106,130566,12162223,SOLE
IMPERIAL OIL LTD,453038408,633380,43228159,SOLE
IMPERIAL OIL LTD,453038408,21226706,1447517349,SOLE
INFUSYSTEM HLDGS INC,45685K102,666048,4549108,SOLE
INGERSOLL RAND INC,45687V106,157,14262,SOLE
INGERSOLL RAND INC,45687V106,5492,498893,SOLE
INGREDION INC,457187102,147,16861,SOLE
INGREDION INC,457187102,106586,12225414,SOLE
INSTALLED BLDG PRODS INC,45780R101,45528,9364199,SOLE
INSTEEL INDS INC,45774W108,353806,10953834,SOLE
INTERFACE INC,458665304,176617,2592738,SOLE
INTERNATIONAL FLAVORS&FRAGRA,459506101,92,8759,SOLE
INTERNATIONAL FLAVORS&FRAGRA,459506101,4677,445297,SOLE
INTERNATIONAL MNY EXPRESS IN,46005L101,477273,9946369,SOLE
INTEST CORP,461147100,564364,5575916,SOLE
INTREPID POTASH INC,46121Y201,602770,14122901,SOLE
INVESCO EXCH TRADED FD TR II,46138G508,165834,3489147,SOLE
IPG PHOTONICS CORP,44980X109,17598,1485082,SOLE
IPG PHOTONICS CORP,44980X109,4237540,357606001,SOLE
IRONWOOD PHARMACEUTICALS INC,46333X108,1104225,7199547,SOLE
ISHARES GOLD TR,464285204,3214,141191,SOLE
ISHARES TR,464288513,6200000,478268000,SOLE
ITAU UNIBANCO HLDG S A,465562106,1509424,8815035,SOLE
ITERIS INC NEW,46564T107,515381,2231600,SOLE
JANUS INTERNATIONAL GROUP IN,47103N106,834866,10544358,SOLE
JELD-WEN HLDG INC,47580P103,341184,4595748,SOLE
JOHN BEAN TECHNOLOGIES CORP,477839104,74269,7053327,SOLE
KAISER ALUMINUM CORP,483007704,164343,14445750,SOLE
KEMPER CORP,488401100,281868,16723228,SOLE
KINROSS GOLD CORP,496902404,3900000,32448000,SOLE
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,140,6989,SOLE
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,6195,309254,SOLE
KRAFT HEINZ CO,500754106,6371406,205286701,SOLE
KRATOS DEFENSE & SEC SOLUTIO,50077B207,382663,7657087,SOLE
KRONOS WORLDWIDE INC,50105F105,360677,4526496,SOLE
KULICKE & SOFFA INDS INC,501242101,227199,11175919,SOLE
LANTRONIX INC,516548203,855234,3036081,SOLE
LENNOX INTL INC,526107107,39,20864,SOLE
LENNOX INTL INC,526107107,1512,808890,SOLE
LEONARDO DRS INC,52661A108,374985,9565867,SOLE
LGI HOMES INC,50187T106,78,6980,SOLE
LGI HOMES INC,50187T106,91137,8155850,SOLE
LIBERTY ENERGY INC,53115L104,272467,5691836,SOLE
LINCOLN EDL SVCS CORP,533535100,768851,9118573,SOLE
LINCOLN NATL CORP IND,534187109,443700,13799070,SOLE
LINDE PLC,G54950103,53,23257,SOLE
LITHIA MTRS INC,536797103,28,7069,SOLE
LITHIA MTRS INC,536797103,21530,5435249,SOLE
LLOYDS BANKING GROUP PLC,539439109,5087379,13888544,SOLE
LOUISIANA PAC CORP,546347105,159581,13138304,SOLE
LSB INDS INC,502160104,1463395,11970571,SOLE
LSI INDS INC OHIO,50216C108,446722,6464067,SOLE
LUXFER HLDGS PLC,G5698W116,287707,3334524,SOLE
MACERICH CO,554382101,419661,6479566,SOLE
MADDEN STEVEN LTD,556269108,251,10617,SOLE
MADDEN STEVEN LTD,556269108,135875,5747513,SOLE
MAG SILVER CORP,55903Q104,5353255,62538483,SOLE
MAMAS CREATIONS INC,56146T103,619376,4174594,SOLE
MANITEX INTL INC,563420108,306084,1355952,SOLE
MATADOR RES CO,576485205,310,18476,SOLE
MATADOR RES CO,576485205,288175,17175230,SOLE
MATIV HOLDINGS INC,808541106,447104,7582884,SOLE
MAYVILLE ENGR CO INC,578605107,250785,4178078,SOLE
MEDTRONIC PLC,G5960L103,38087,2997852,SOLE
MEDTRONIC PLC,G5960L103,9338470,735030974,SOLE
META PLATFORMS INC,30303M102,16306,8221569,SOLE
META PLATFORMS INC,30303M102,3528792,1779287502,SOLE
MGIC INVT CORP WIS,552848103,444,9568,SOLE
MGIC INVT CORP WIS,552848103,711312,15328774,SOLE
MICROSOFT CORP,594918104,3457,1544945,SOLE
MICROSOFT CORP,594918104,655747,293086122,SOLE
MID-AMER APT CMNTYS INC,59522J103,719,102537,SOLE
MINERALS TECHNOLOGIES INC,603158106,68031,5657458,SOLE
MKS INSTRS INC,55306N104,219,28597,SOLE
MKS INSTRS INC,55306N104,140968,18407601,SOLE
MODINE MFG CO,607828100,53033,5313376,SOLE
MOELIS & CO,60786M105,124951,7104714,SOLE
MONRO INC,610236101,254900,6081914,SOLE
NATIONAL CINEMEDIA INC,635309206,1966355,8573308,SOLE
NATIONAL VISION HLDGS INC,63845R107,443302,5802823,SOLE
NATURAL GROCERS BY VITAMIN C,63888U108,81987,1738124,SOLE
NAVIGATOR HLDGS LTD,Y62132108,560038,9778263,SOLE
NETGEAR INC,64111Q104,122117,1868390,SOLE
NETSCOUT SYS INC,64115T104,228505,4179356,SOLE
NEURONETICS INC,64131A105,1039009,1870216,SOLE
NEWMONT CORP,651639106,391887,16408291,SOLE
NEWMONT CORP,651639106,16716941,699938320,SOLE
NEXTRACKER INC,65290E101,62,2907,SOLE
NEXTRACKER INC,65290E101,3463,162345,SOLE
NMI HLDGS INC,629209305,418219,14236175,SOLE
NOBLE CORP PLC,G65431127,2602130,116185105,SOLE
NOV INC,62955J103,165125,3139028,SOLE
NOV INC,62955J103,36515439,694158495,SOLE
NOVAGOLD RES INC,66987E206,21485443,74339633,SOLE
NUTRIEN LTD,67077M108,220180,11209376,SOLE
NUTRIEN LTD,67077M108,9257068,471277377,SOLE
OIL STS INTL INC,678026105,1957796,8692614,SOLE
OLD NATL BANCORP IND,680033107,491698,8452289,SOLE
OLD REP INTL CORP,680223104,546,16871,SOLE
OLD REP INTL CORP,680223104,439739,13587935,SOLE
ON SEMICONDUCTOR CORP,682189105,249,17069,SOLE
ON SEMICONDUCTOR CORP,682189105,10763,737804,SOLE
ONEOK INC NEW,682680103,84,6850,SOLE
ONEOK INC NEW,682680103,3451733,281488826,SOLE
ONTO INNOVATION INC,683344105,110,24152,SOLE
ONTO INNOVATION INC,683344105,20984,4607247,SOLE
OPTION CARE HEALTH INC,68404L201,214537,5942675,SOLE
ORACLE CORP,68389X105,69054,9750429,SOLE
ORACLE CORP,68389X105,14059720,1985232464,SOLE
ORION GROUP HLDGS INC,68628V308,253975,2415302,SOLE
ORLA MNG LTD NEW,68634K106,8098842,31083854,SOLE
OTIS WORLDWIDE CORP,68902V107,32304,3109550,SOLE
OUTFRONT MEDIA INC,69007J106,711491,10174321,SOLE
OWENS & MINOR INC NEW,690732102,148334,2002509,SOLE
PARK-OHIO HLDGS CORP,700666100,158189,4095513,SOLE
PBF ENERGY INC,69318G106,294117,13535264,SOLE
PENNANT GROUP INC,70805E109,391748,9084636,SOLE
PEPSICO INC,713448108,23,3793,SOLE
PEPSICO INC,713448108,63147,10414835,SOLE
PERELLA WEINBERG PARTNERS,71367G102,426078,6923768,SOLE
PERFORMANCE FOOD GROUP CO,71377A103,321,21221,SOLE
PERFORMANCE FOOD GROUP CO,71377A103,12600,832986,SOLE
PERFORMANT FINL CORP,71377E105,2256841,6544839,SOLE
PERMIAN RESOURCES CORP,71424F105,1024,16538,SOLE
PERMIAN RESOURCES CORP,71424F105,752751,12156929,SOLE
PHILIP MORRIS INTL INC,718172109,208447,21121899,SOLE
PHILIP MORRIS INTL INC,718172109,10447501,1058645276,SOLE
PLEXUS CORP,729132100,50012,5160238,SOLE
PNM RES INC,69349H107,3536,130691,SOLE
POTBELLY CORP,73754Y100,1011328,8120964,SOLE
PPG INDS INC,693506107,1151246,144930359,SOLE
PROFICIENT AUTO LOGISTICS IN,74317M104,116268,1867264,SOLE
PROPETRO HLDG CORP,74347M108,515103,4465943,SOLE
QUANEX BLDG PRODS CORP,747619104,231635,6404708,SOLE
QUANTA SVCS INC,74762E102,75,19057,SOLE
QUANTA SVCS INC,74762E102,3418,868480,SOLE
QUEST DIAGNOSTICS INC,74834L100,114,15604,SOLE
QUEST DIAGNOSTICS INC,74834L100,4335,593375,SOLE
QUEST RESOURCE HLDG CORP,74836W203,283165,2491852,SOLE
QUINSTREET INC,74874Q100,553223,9177970,SOLE
RADIAN GROUP INC,750236101,610,18971,SOLE
RADIAN GROUP INC,750236101,472363,14690489,SOLE
RADIANT LOGISTICS INC,75025X100,510784,2906361,SOLE
RADNET INC,750491102,92443,5446742,SOLE
RAYMOND JAMES FINL INC,754730109,114,14092,SOLE
RAYMOND JAMES FINL INC,754730109,4693,580102,SOLE
RED ROBIN GOURMET BURGERS IN,75689M101,1006937,7622513,SOLE
RELIANCE INC,759509102,642,183355,SOLE
REMITLY GLOBAL INC,75960P104,165252,2002854,SOLE
REVVITY INC,714046109,71,7445,SOLE
REVVITY INC,714046109,2494,261521,SOLE
RH,74967X103,4,978,SOLE
RH,74967X103,5145,1257644,SOLE
RILEY EXPLORATION PERMIAN IN,76665T102,252214,7140178,SOLE
ROCKET COS INC,77311W101,1240,16988,SOLE
ROCKET COS INC,77311W101,49300,675410,SOLE
ROSS STORES INC,778296103,9434,1371004,SOLE
ROSS STORES INC,778296103,1801383,261776978,SOLE
ROYAL GOLD INC,780287108,3584967,448694470,SOLE
RPC INC,749660106,297649,1860306,SOLE
RPM INTL INC,749685103,1168666,125841955,SOLE
RXO INC,74982T103,173875,4546831,SOLE
SALESFORCE INC,79466L302,10838,2786576,SOLE
SALESFORCE INC,79466L302,2613827,672014922,SOLE
SANMINA CORPORATION,801056102,188672,12499520,SOLE
SANOFI,80105N105,308282,14957864,SOLE
SBA COMMUNICATIONS CORP NEW,78410G104,868,170388,SOLE
SCHLUMBERGER LTD,806857108,108939,5139721,SOLE
SCHLUMBERGER LTD,806857108,26752540,1262184837,SOLE
SCHWAB CHARLES CORP,808513105,17307,1275371,SOLE
SCHWAB CHARLES CORP,808513105,3548163,261464131,SOLE
SCORPIO TANKERS INC,Y7542C130,55968,4549639,SOLE
SEACOAST BKG CORP FLA,811707801,628351,14854218,SOLE
SEACOR MARINE HLDGS INC,78413P101,477440,6440666,SOLE
SEADRILL 2021 LTD,G7997W102,29613,1524477,SOLE
SEALED AIR CORP NEW,81211K100,273,9498,SOLE
SEALED AIR CORP NEW,81211K100,397639,13833861,SOLE
SECUREWORKS CORP,81374A105,858682,6010774,SOLE
SELECT MED HLDGS CORP,81619Q105,283359,9934567,SOLE
SHELL PLC,780259305,411909,29731593,SOLE
SHOE CARNIVAL INC,824889109,329044,12138433,SOLE
SHYFT GROUP INC,825698103,480116,5694176,SOLE
SILK RD MED INC,82710M100,206220,5576189,SOLE
SILVACO GROUP INC,82728C102,192964,3469493,SOLE
SKYLINE CHAMPION CORPORATION,830830105,44,2981,SOLE
SKYLINE CHAMPION CORPORATION,830830105,106511,7216120,SOLE
SM ENERGY CO,78454L100,181003,7824760,SOLE
SMART GLOBAL HLDGS INC,G8232Y101,478344,10939727,SOLE
SMART SAND INC,83191H107,139477,294296,SOLE
SMARTRENT INC,83193G107,1389680,3321335,SOLE
SONOS INC,83570H108,357685,5279431,SOLE
SPDR GOLD TR,78463V107,603994,129864677,SOLE
SPDR GOLD TR,78463V107,2833285,609184608,SOLE
SPDR SER TR,78468R663,345506,31710576,SOLE
SPECTRUM BRANDS HLDGS INC NE,84790A105,139120,11954582,SOLE
STARBUCKS CORP,855244109,19,1479,SOLE
STARBUCKS CORP,855244109,50172,3905890,SOLE
STEPAN CO,858586100,70876,5950749,SOLE
STERICYCLE INC,858912108,195475,11362962,SOLE
STEWART INFORMATION SVCS COR,860372101,198309,12311023,SOLE
SURGERY PARTNERS INC,86881A100,309474,7362386,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,241629,41997545,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,6037223,1049329730,SOLE
TANGER INC,875465106,116604,3161134,SOLE
TAYLOR MORRISON HOME CORP,87724P106,132901,7368031,SOLE
TC ENERGY CORP,87807B107,235760,8938307,SOLE
TE CONNECTIVITY LTD,H84989104,49,7371,SOLE
TE CONNECTIVITY LTD,H84989104,128999,19405320,SOLE
TENET HEALTHCARE CORP,88033G407,255,33923,SOLE
TENET HEALTHCARE CORP,88033G407,111775,14869428,SOLE
TERRENO RLTY CORP,88146M101,1922,113744,SOLE
TEXAS INSTRS INC,882508104,17163,3338804,SOLE
TEXAS INSTRS INC,882508104,4229094,822685656,SOLE
THE ONE GROUP HOSPITALITY IN,88338K103,396395,1684679,SOLE
THERMON GROUP HLDGS INC,88362T103,195000,5998200,SOLE
TILE SHOP HLDGS INC,88677Q109,356484,2470434,SOLE
