Company,CUSIP,Shares,Value,Discretion
Archer-Daniels-Midland Co.,039483102,15068544,900194819,SOLE
"Arcos Dorados Holdings, Inc.",G0457F107,109966,742271,SOLE
AstraZeneca PLC,046353108,137488,10548079,SOLE
"Avantor, Inc.",05352A100,117746888,1469481162,SOLE
"Baidu, Inc.",056752108,4404415,580369765,SOLE
Baker Hughes Co.,05722G100,44053488,2146285935,SOLE
Bank of America Corp.,060505104,15347021,791752797,SOLE
"Baxter International, Inc.",071813109,57396370,1306915345,SOLE
"Berkshire Hathaway, Inc.",084670702,11440,5751346,SOLE
"Berkshire Hathaway, Inc.",084670108,4,3016800,SOLE
"BioMarin Pharmaceutical, Inc.",09061G101,14686801,795437142,SOLE
BioNTech SE,09075V102,3647091,359676114,SOLE
"Blackrock, Inc.",09290D101,655,763645,SOLE
"Booking Holdings, Inc.",09857L108,675082,3644949990,SOLE
Boston Scientific Corp.,101137107,88885,8677843,SOLE
Bristol-Myers Squibb Co.,110122108,7423820,334814267,SOLE
"Broadcom, Inc.",11135F101,21030,6938007,SOLE
"Cadence Design Systems, Inc.",127387108,240525,84486812,SOLE
Capital One Financial Corp.,14040H105,12107917,2573900996,SOLE
Carrier Global Corp.,14448C104,13427697,801633511,SOLE
"Caterpillar, Inc.",149123101,40794,19464857,SOLE
Celanese Corp.,150870103,15361604,646416296,SOLE
Cemex SAB de CV,151290889,96734370,869641986,SOLE
"Charter Communications, Inc.",16119P108,11807549,3248315768,SOLE
Chevron Corp.,166764100,223271,34671754,SOLE
"Chubb, Ltd.",H1467J104,722,203785,SOLE
Cia Energetica de Minas Gerais,204409601,15000,31650,SOLE
Cintas Corp.,172908105,1800,369468,SOLE
"Cisco Systems, Inc.",17275R102,217789,14901125,SOLE
Cognizant Technology Solutions Corp.,192446102,16201642,1086644129,SOLE
Coherent Corp.,19247G107,744879,80238366,SOLE
Colgate-Palmolive Co.,194162103,14000,1119160,SOLE
Comcast Corp.,20030N101,112567918,3536883984,SOLE
ConocoPhillips,20825C104,10327000,976830930,SOLE
Copa Holdings SA,P31076105,3950,469339,SOLE
"Corning, Inc.",219350105,39900,3272997,SOLE
"Corteva, Inc.",22052L104,20539,1389053,SOLE
"Coupang, Inc.",22266T109,46947720,1511716584,SOLE
"Credicorp, Ltd.",G2519Y108,4899715,1304696110,SOLE
CVS Health Corp.,126650100,73176586,5516782819,SOLE
Danaher Corp.,235851102,16450,3261377,SOLE
Deere & Co.,244199105,12626,5773365,SOLE
"Dell Technologies, Inc.",24703L202,23630,3350025,SOLE
Diageo PLC,25243Q205,11077,1057078,SOLE
"Dlocal, Ltd.",G29018101,36700,524076,SOLE
"Dominion Energy, Inc.",25746U109,22780033,1393454619,SOLE
"Dow, Inc.",260557103,11711,268533,SOLE
"DuPont de Nemours, Inc.",26614N102,15175,1182133,SOLE
"eBay, Inc.",278642103,14050,1277848,SOLE
EchoStar Corp.,278768106,11791127,900370458,SOLE
"Elanco Animal Health, Inc.",28414H103,82759837,1666783117,SOLE
"Elevance Health, Inc.",036752103,1300,420056,SOLE
Eli Lilly & Co.,532457108,43384,33101992,SOLE
Exxon Mobil Corp.,30231G102,75863,8553553,SOLE
FedEx Corp.,31428X106,16225160,3826054894,SOLE
"Fidelity National Information Services, Inc.",31620M106,43105207,2842357350,SOLE
"Fiserv, Inc.",337738108,38634009,4981082780,SOLE
Flutter Entertainment PLC,G3643J108,628878,159735012,SOLE
Fortive Corp.,34959J108,42595794,2086767948,SOLE
Fox Corp.,35137L204,7285191,417368592,SOLE
Fox Corp.,35137L105,13151969,829363165,SOLE
Fresenius Medical Care AG,358029106,3826910,100762540,SOLE
"Gaming & Leisure Properties, Inc.",36467J108,13582857,633096965,SOLE
GE Aerospace,369604301,6271622,1886629330,SOLE
"GE HealthCare Technologies, Inc.",36266G107,27517311,2066550056,SOLE
"GE Vernova, Inc.",36828A101,153740,94534727,SOLE
"General Mills, Inc.",370334104,11200,564704,SOLE
Genuine Parts Co.,372460105,4665,646569,SOLE
"Geopark, Ltd.",G38327105,93045,592697,SOLE
"Gilead Sciences, Inc.",375558103,30133131,3344777541,SOLE
Grupo Aeroportuario del Sureste SAB de CV,40051E202,1700,549661,SOLE
Grupo Cibest SA,40090E106,12046,625669,SOLE
Grupo Televisa SAB,40049J206,64208690,172721376,SOLE
GSK PLC,37733W204,78403734,3383905159,SOLE
Haleon PLC,405552100,154384622,1384830059,SOLE
Halliburton Co.,406216101,14700,361620,SOLE
"HDFC Bank, Ltd.",40415F101,6214800,212297568,SOLE
Hewlett Packard Enterprise Co.,42824C109,87754,2155238,SOLE
"Honeywell International, Inc.",438516106,8019,1688000,SOLE
"HP, Inc.",40434L105,34683331,944427103,SOLE
"Humana, Inc.",444859102,11338186,2949855852,SOLE
Incyte Corp.,45337C102,13932416,1181608201,SOLE
"Intercorp Financial Services, Inc.",P5626F128,17391,701553,SOLE
International Business Machines Corp.,459200101,47188,13314566,SOLE
"International Flavors & Fragrances, Inc.",459506101,36972638,2275296143,SOLE
"Intuitive Surgical, Inc.",46120E602,500,223615,SOLE
Itau Unibanco Holding SA,465562106,18622215,136687058,SOLE
JBS NV,N4732M103,15950,238134,SOLE
"JD.com, Inc.",47215P106,18792249,657352870,SOLE
Johnson & Johnson,478160104,20947,3883993,SOLE
Johnson Controls International PLC,G51502105,64210645,7059960418,SOLE
"JOYY, Inc.",46591M109,49606,2907408,SOLE
JPMorgan Chase & Co.,46625H100,194655,61400027,SOLE
Kaspi.KZ JSC,48581R205,17826,1456028,SOLE
Las Vegas Sands Corp.,517834107,28186,1516125,SOLE
"Laureate Education, Inc.",518613203,15700,495178,SOLE
"Liberty Global, Ltd.",G61188101,4767561,54636249,SOLE
"Liberty Global, Ltd.",G61188127,6682068,78514299,SOLE
Linde PLC,G54950103,1329590,631555250,SOLE
"Live Nation Entertainment, Inc.",538034109,4500,735300,SOLE
Lockheed Martin Corp.,539830109,775,386888,SOLE
Loma Negra Cia Industrial Argentina SA,54150E104,36400,268268,SOLE
"LPL Financial Holdings, Inc.",50212V100,3329255,1107609846,SOLE
LyondellBasell Industries NV,N53745100,16969062,832162800,SOLE
McDonald's Corp.,580135101,6475,1967688,SOLE
Medtronic PLC,G5960L103,7725071,735735762,SOLE
"Merck & Co., Inc.",58933Y105,154275,12948301,SOLE
"Meta Platforms, Inc.",30303M102,3963207,2910499957,SOLE
"MetLife, Inc.",59156R108,53659664,4419946524,SOLE
MGM Resorts International,552953101,10500,363930,SOLE
"Microchip Technology, Inc.",595017104,6211864,398925906,SOLE
Microsoft Corp.,594918104,7872161,4077385790,SOLE
Millicom International Cellular SA,L6388F110,8448632,410096597,SOLE
Molson Coors Beverage Co.,60871R209,18631224,843062886,SOLE
"Mondelez International, Inc.",609207105,11840,739645,SOLE
Moody's Corp.,615369105,1566,746168,SOLE
"Motorola Solutions, Inc.",620076307,11355,5192528,SOLE
National Energy Services Reunited Corp.,G6375R107,2255894,23145472,SOLE
"NetEase, Inc.",64110W102,2292576,348448626,SOLE
"Neurocrine Biosciences, Inc.",64125C109,5556618,780038035,SOLE
News Corp.,65249B109,12476445,383151626,SOLE
"NextEra Energy, Inc.",65339F101,23600,1781564,SOLE
Norfolk Southern Corp.,655844108,10874249,3266733142,SOLE
Novartis AG,66987V109,10585145,1357438995,SOLE
Nucor Corp.,670346105,6200,839666,SOLE
Occidental Petroleum Corp.,674599105,79883371,3774489280,SOLE
Otis Worldwide Corp.,68902V107,16610,1518652,SOLE
Parker-Hannifin Corp.,701094104,2500,1895375,SOLE
"PayPal Holdings, Inc.",70450Y103,4475,300094,SOLE
"PepsiCo, Inc.",713448108,3075,431853,SOLE
Petroleo Brasileiro SA - Petrobras,71654V408,32700,413982,SOLE
"Pfizer, Inc.",717081103,93014,2369997,SOLE
"Philip Morris International, Inc.",718172109,17000,2757400,SOLE
Phillips 66,718546104,2600,353652,SOLE
"PPG Industries, Inc.",693506107,2200,231242,SOLE
Ralliant Corp.,750940108,10780303,471422650,SOLE
"Regeneron Pharmaceuticals, Inc.",75886F107,4550845,2558803618,SOLE
RTX Corp.,75513E101,40099366,6709826913,SOLE
"S&P Global, Inc.",78409V104,5400,2628234,SOLE
Sanofi SA,80105N105,68931747,3253578458,SOLE
SBA Communications Corp.,78410G104,9667297,1869171875,SOLE
Schlumberger NV,806857108,476259,16369022,SOLE
Shell PLC,780259305,55919,3999886,SOLE
State Street Corp.,857477103,6795174,788308136,SOLE
"Sun Communities, Inc.",866674104,14480815,1868025135,SOLE
"Suncor Energy, Inc.",867224107,27471954,1148602397,SOLE
"Synopsys, Inc.",871607107,10900,5377951,SOLE
"Taiwan Semiconductor Manufacturing Co., Ltd.",874039100,107800,30107462,SOLE
Target Corp.,87612E106,106079,9515286,SOLE
TC Energy Corp.,87807B107,9645800,524827978,SOLE
TE Connectivity PLC,G87052109,16039754,3521207196,SOLE
"Teck Resources, Ltd.",878742204,7871440,345477502,SOLE
"Teledyne Technologies, Inc.",879360105,1680962,985110970,SOLE
The Allstate Corp.,020002101,2595,557017,SOLE
The Bank of New York Mellon Corp.,064058100,34842944,3796487178,SOLE
The Charles Schwab Corp.,808513105,83043253,7928139405,SOLE
The Cigna Group,125523100,9305225,2682231118,SOLE
The Coca-Cola Co.,191216100,24000,1591680,SOLE
"The Gap, Inc.",364760108,5429526,116137561,SOLE
"The Goldman Sachs Group, Inc.",38141G104,2208625,1758838519,SOLE
"The Home Depot, Inc.",437076102,23272,9429582,SOLE
"The PNC Financial Services Group, Inc.",693475105,14065,2826080,SOLE
The Procter & Gamble Co.,742718109,90796,13950805,SOLE
"The Travelers Co., Inc.",89417E109,100965,28191447,SOLE
The Walt Disney Co.,254687106,288127,32990542,SOLE
"The Williams Co., Inc.",969457100,1115522,70668319,SOLE
"Thermo Fisher Scientific, Inc.",883556102,25741,12484900,SOLE
"T-Mobile U.S., Inc.",872590104,3743522,896124296,SOLE
"Trip.com Group, Ltd.",89677Q107,19250,1447600,SOLE
Truist Financial Corp.,89832Q109,20911,956051,SOLE
Unilever PLC,904767704,23900,1416792,SOLE
Union Pacific Corp.,907818108,272881,64500882,SOLE
"UnitedHealth Group, Inc.",91324P102,9505636,3282296111,SOLE
Vanguard S&P 500 ETF,922908363,650,398158,SOLE
"Verizon Communications, Inc.",92343V104,5500,241725,SOLE
VF Corp.,918204108,40977400,591303882,SOLE
"Vipshop Holdings, Ltd.",92763W103,124197,2439229,SOLE
"Visa, Inc.",92826C839,859,293245,SOLE
Vulcan Materials Co.,929160109,24100,7413642,SOLE
"Walmart, Inc.",931142103,180835,18636855,SOLE
Wells Fargo & Co.,949746101,38887925,3259585892,SOLE
Willis Towers Watson PLC,G96629103,3632191,1254740381,SOLE
"XP, Inc.",G98239109,34478145,647844345,SOLE
"Yum China Holdings, Inc.",98850P109,8520862,365715397,SOLE
"Zimmer Biomet Holdings, Inc.",98956P102,23216173,2286793041,SOLE
"Zoetis, Inc.",98978V103,1500,219480,SOLE
