Company,CUSIP,Shares,Value,Discretion,PutCall
CREDICORP LTD,G2519Y108,912060,309352511,SOLE,
CVS HEALTH CORP,126650100,273834,19666758,DFND,
CVS HEALTH CORP,126650100,13499219,969513909,SOLE,
DELTA AIR LINES INC,247361702,125410,8337257,DFND,
DELTA AIR LINES INC,247361702,2682257,178316445,SOLE,
DIAMONDROCK HOSPITALITY CO,252784301,2834579,26560005,SOLE,
DISNEY WALT CO,254687106,90219,8695307,SOLE,
DNOW INC,67011P100,3095315,36865202,SOLE,
DOCUSIGN INC,256163106,4510,213819,SOLE,
DOLLAR GEN CORP,256677105,98940,11747146,DFND,
DOLLAR GEN CORP,256677105,6798601,807197897,SOLE,
DOUGLAS DYNAMICS INC,25960R105,1593133,67054968,SOLE,
DOW HLDGS INC,260557103,314549,13100966,DFND,
DOW HLDGS INC,260557103,18633053,776066657,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,220176,64456524,SOLE,
ENVISTA HOLDINGS CORPORATION,29415F104,1604196,40698453,SOLE,
EQUINOR ASA,29446M102,40516,1709788,SOLE,
EQUITABLE HLDGS INC,29452E101,116546,4325022,DFND,
EQUITABLE HLDGS INC,29452E101,4347801,161346895,SOLE,
EXXON MOBIL CORP,30231G102,617144,104704651,SOLE,
FIFTH THIRD BANCORP,316773100,1635817,76000058,SOLE,
FRESENIUS MEDICAL CARE AG,358029106,738968,16671118,DFND,
FRESENIUS MEDICAL CARE AG,358029106,14313854,322920535,SOLE,
GE AEROSPACE,369604301,736,208855,SOLE,
GENERAL DYNAMICS CORP,369550108,107467,36884824,SOLE,
GENESCO INC,371532102,1080582,31326072,SOLE,
GENPACT LIMITED,G3922B107,732054,27269012,SOLE,
GENUINE PARTS CO,372460105,574088,60709806,SOLE,
GLOBAL PMTS INC,37940X102,181644,12224641,DFND,
GLOBAL PMTS INC,37940X102,11433933,769503691,SOLE,
GLOBANT S A,L44385109,2968828,136892659,SOLE,
GLOBE LIFE INC,37959E102,1026246,142822656,SOLE,
GSK PLC,37733W204,18823,1038836,SOLE,
HALLIBURTON CO,406216101,4067041,158573929,SOLE,
HALOZYME THERAPEUTICS INC,40637H109,4049,261687,SOLE,
HARTFORD INSURANCE GROUP INC,416515104,2127,287634,SOLE,
HAVERTY FURNITURE COS INC,419596101,1460148,30925935,SOLE,
HCA HEALTHCARE INC,40412C101,94261,44608076,SOLE,
HDFC BANK LTD,40415F101,1519501,37805185,SOLE,
HEALTHCARE RLTY TR,42226K105,2225430,37810056,SOLE,
HELEN OF TROY LTD,G4388N106,761173,10976115,SOLE,
HOLOGIC INC,436440101,3964,299639,SOLE,
HOOKER FURNISHINGS CORPORATI,439038100,1378725,17757978,SOLE,
HSBC HLDGS PLC,404280406,23950,1975650,SOLE,
HUMANA INC,444859102,92693,16072039,DFND,
HUMANA INC,444859102,5378289,932541530,SOLE,
HUNTSMAN CORP,447011107,5816359,77415738,SOLE,
ING GROEP N.V.,456837103,80698,2102174,SOLE,
INTUIT,461202103,560,242133,SOLE,
ITAU UNIBANCO HLDG S A,465562106,225157,1886816,SOLE,
JOHNSON & JOHNSON,478160104,203965,49857205,SOLE,
JPMORGAN CHASE & CO,46625H100,337262,99208990,SOLE,
KASPI KZ JSC,48581R205,2672387,197943705,SOLE,
KB FINL GROUP INC,48241A105,19023,1897164,SOLE,
KEYCORP,493267108,1658905,33261045,SOLE,
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,1259811,72539917,SOLE,
KONINKLIJKE PHILIPS N V,500472303,41643,1141016,SOLE,
KOPPERS HOLDINGS INC,50060P106,1209376,46778664,SOLE,
KORN FERRY,500643200,797438,50198722,SOLE,
KT CORP,48268K101,7175547,153915483,SOLE,
LEAR CORP,521865204,118878,14393748,DFND,
LEAR CORP,521865204,6639627,803926037,SOLE,
LEIDOS HOLDINGS INC,525327102,247937,38559162,SOLE,
LKQ CORP,501889208,6232900,183060273,SOLE,
MAGNA INTL INC,559222401,245534,19075536,DFND,
MAGNA INTL INC,559222401,25083821,1948762071,SOLE,
MAGNUM ICE CREAM CO NV,N5505D105,7036187,89429937,SOLE,
MALIBU BOATS INC,56117J100,1697457,43998085,SOLE,
MANPOWERGROUP INC WIS,56418H100,351121,10344025,SOLE,
MARCUS & MILLICHAP INC,566324109,2012763,53519368,SOLE,
MASTERBRAND INC,57638P104,3814014,31694456,SOLE,
MEDTRONIC PLC,G5960L103,107431,9308896,DFND,
MEDTRONIC PLC,G5960L103,3049584,264246442,SOLE,
MERCK & CO INC,58933Y105,2511,302048,SOLE,
METLIFE INC,59156R108,193512,13685169,DFND,
METLIFE INC,59156R108,11110307,785720911,SOLE,
MICROSOFT CORP,594918104,762,282070,SOLE,
MILLERKNOLL INC,600544100,1995737,28858357,SOLE,
MOHAWK INDS INC,608190104,1152814,113506066,SOLE,
MORGAN STANLEY,617446448,476365,78395388,SOLE,
MSC INDL DIRECT INC,553530106,444610,41024165,SOLE,
MYERS INDS INC,628464109,1284585,27207510,SOLE,
NEWELL BRANDS INC,651229106,783352,2686897,DFND,
NEWELL BRANDS INC,651229106,47019583,161277170,SOLE,
NOKIA CORP,654902204,63425518,509941161,SOLE,
NOV INC,62955J103,441864,8311462,DFND,
NOV INC,62955J103,37093585,697730334,SOLE,
OLD NATL BANCORP IND,680033107,2693642,59529488,SOLE,
OLIN CORP,680665205,4431613,131751854,SOLE,
ORION S.A.,L72967109,4599907,29899396,SOLE,
OSHKOSH CORP,688239201,438856,64603992,SOLE,
PETROLEO BRASILEIRO S A,71654V101,196970,3693188,SOLE,
PFIZER INC,717081103,367153,10309656,DFND,
PFIZER INC,717081103,5557739,156061311,SOLE,
PPG INDS INC,693506107,128530,13737286,DFND,
PPG INDS INC,693506107,7350116,785580398,SOLE,
PVH CORPORATION,693656100,56548,3944788,DFND,
PVH CORPORATION,693656100,5712358,398494094,SOLE,
REGIONS FINANCIAL CORP NEW,7591EP100,1839825,48056229,SOLE,
RESIDEO TECHNOLOGIES INC,76118Y104,1377030,46419681,SOLE,
ROBERT HALF INC.,770323103,5966734,151555044,SOLE,
SANOFI SA,80105N105,19088,919636,SOLE,
SCANSOURCE INC,806037107,913239,33150576,SOLE,
SCHEIN HENRY INC,806407102,887639,65418994,SOLE,
SENSATA TECHNOLOGIES HLDG PL,G8060N102,3482266,122645409,SOLE,
SHELL PLC,780259305,138399,12871107,DFND,
SHELL PLC,780259305,3058050,284398604,SOLE,
SHINHAN FINANCIAL GROUP CO L,824596100,690651,42350740,SOLE,
SKYWORKS SOLUTIONS INC,83088M102,256721,13747410,DFND,
SKYWORKS SOLUTIONS INC,83088M102,15851417,848843380,SOLE,
SOLVENTUM CORP,83444M101,439918,28726645,SOLE,
SPECTRUM BRANDS HOLDINGS INC,84790A105,2338423,172341775,SOLE,
SS&C TECH HLDGS,78467J100,9699260,655378998,SOLE,
SUMITOMO MITSUI FIN GRP INC,86562M209,32548,642814,SOLE,
T-MOBILE US INC,872590104,975,204779,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,18986,6416319,SOLE,
TAKEDA PHARMACEUTICAL CO LTD,874060205,28360,525231,SOLE,
TARGET CORP,87612E106,373375,45253050,SOLE,
TE CONNECTIVITY PLC,G87052109,19072,3986429,DFND,
TE CONNECTIVITY PLC,G87052109,584906,122257052,SOLE,
TELEFLEX INCORPORATED,879369106,699125,83622341,SOLE,
THE CIGNA GROUP,125523100,578448,154301004,SOLE,
TOTALENERGIES SE,F92124100,22133,1790781,SOLE,
TRIMAS CORP,896215209,9923,356633,SOLE,
TRUEBLUE INC,89785X101,2871630,11228073,SOLE,
TYSON FOODS INC,902494103,199466,12779787,DFND,
TYSON FOODS INC,902494103,16956247,1086386745,SOLE,
UBS GROUP AG,H42097107,205179,6305151,DFND,
UBS GROUP AG,H42097107,26339176,809402872,SOLE,
UNIVERSAL CORP VA MTNS BK EN,913456109,329488,17364018,SOLE,
UNIVERSAL HLTH SVCS INC,913903100,1912235,342232698,SOLE,
UNIVEST FINANCIAL CORPORATIO,915271100,842425,28861481,SOLE,
USANA HEALTH SCIENCES INC,90328M107,1108933,19373060,SOLE,
VALE S A,91912E105,188719,3002512,SOLE,
VAREX IMAGING CORP,92214X106,3992280,42358091,SOLE,
VOYA FINANCIAL INC,929089100,110585,7555167,DFND,
VOYA FINANCIAL INC,929089100,3562533,243392255,SOLE,
WABTEC,929740108,367753,91905152,SOLE,
WEBSTER FINL CORP,947890109,409207,28407150,SOLE,
WELLS FARGO & CO,949746101,176588,14058171,DFND,
WELLS FARGO & CO,949746101,8596540,684370549,SOLE,
WESCO INTL INC,95082P105,113581,31078033,SOLE,
WINNEBAGO INDS INC,974637100,993294,30782181,SOLE,
WSFS FINL CORP,929328102,878588,57512370,SOLE,
ZTO EXPRESS CAYMAN INC,98980A105,7460931,187791633,SOLE,
