Company,CUSIP,Shares,Value,Discretion
COGNIZANT TECHNOLOGY SOLUTIO,192446102,16480911,1207885967,SOLE
COLUMBIA BKG SYS INC,197236102,2456438,47532075,SOLE
COMCAST CORP NEW,20030N101,5135,222602,SOLE
COMERICA INC,200340107,433892,23859721,SOLE
CONCENTRIX CORP,20602D101,1013208,67094634,SOLE
COREBRIDGE FINL INC,21871X109,1589446,45664784,SOLE
CREDICORP LTD,G2519Y108,933764,158207635,SOLE
CVS HEALTH CORP,126650100,142888,11396747,DFND
CVS HEALTH CORP,126650100,4230,337385,DFND
CVS HEALTH CORP,126650100,5406339,431209599,SOLE
DANA INC,235825205,3436590,43644693,SOLE
DELL TECHNOLOGIES INC,24703L202,2798,319280,SOLE
DIAMONDROCK HOSPITALITY CO,252784301,9051357,86983541,SOLE
DISNEY WALT CO,254687106,56586,6923863,DFND
DISNEY WALT CO,254687106,989757,121106667,SOLE
DOCUSIGN INC,256163106,5573,331872,SOLE
DOLLAR GEN CORP NEW,256677105,66338,10352708,DFND
DOLLAR GEN CORP NEW,256677105,1867137,291385400,SOLE
DOLLAR TREE INC,256746108,1949,259509,SOLE
DOW INC,260557103,299505,17350325,DFND
DOW INC,260557103,38046,2204005,DFND
DOW INC,260557103,18180748,1053210732,SOLE
EDISON INTL,281020107,143112,10122312,DFND
EDISON INTL,281020107,28866,2041692,DFND
EDISON INTL,281020107,13433102,950123304,SOLE
ELEVANCE HEALTH INC,036752103,193219,100191780,SOLE
ENTERGY CORP NEW,29364G103,110648,11693281,SOLE
EQUITABLE HLDGS INC,29452E101,371413,14117408,DFND
EQUITABLE HLDGS INC,29452E101,45222,1718888,DFND
EQUITABLE HLDGS INC,29452E101,24903998,946600964,SOLE
EXELIXIS INC,30161Q104,19734,468288,SOLE
EXXON MOBIL CORP,30231G102,596285,69312168,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,1075751,57122378,SOLE
FIFTH THIRD BANCORP,316773100,1346018,50085330,SOLE
FORTUNE BRANDS INNOVATIONS I,34964C106,335729,28426174,SOLE
FRESENIUS MEDICAL CARE AG,358029106,528702,10193375,DFND
FRESENIUS MEDICAL CARE AG,358029106,15743270,303530249,SOLE
GAP INC,364760108,4394196,121060100,SOLE
GENERAL DYNAMICS CORP,369550108,270352,76371736,SOLE
GENERAL ELECTRIC CO,369604301,3127,548882,SOLE
GENESCO INC,371532102,744176,20941113,SOLE
GENPACT LIMITED,G3922B107,505310,16649965,SOLE
GILDAN ACTIVEWEAR INC,375916103,156730,5819385,DFND
GILDAN ACTIVEWEAR INC,375916103,4587201,170322773,SOLE
GILEAD SCIENCES INC,375558103,6230,456348,SOLE
GLOBAL PMTS INC,37940X102,73172,9780170,DFND
GLOBAL PMTS INC,37940X102,2109903,282009635,SOLE
GLOBE LIFE INC,37959E102,377744,43958069,SOLE
GMS INC,36251C103,419665,40850191,SOLE
GOLDMAN SACHS GROUP INC,38141G104,16458,6874342,DFND
GOLDMAN SACHS GROUP INC,38141G104,455182,190124970,SOLE
HALLIBURTON CO,406216101,1552445,61197382,SOLE
HDFC BANK LTD,40415F101,284060,15898838,SOLE
HENRY SCHEIN INC,806407102,989671,74739954,SOLE
HOOKER FURNISHINGS CORPORATI,439038100,1293874,31065915,SOLE
HOULIHAN LOKEY INC,441593100,1899,243433,SOLE
HSBC HLDGS PLC,404280406,17045,670899,SOLE
HUMANA INC,444859102,22064,7650030,DFND
HUMANA INC,444859102,340908,118199622,SOLE
ICICI BANK LIMITED,45104G104,365168,9644087,SOLE
ING GROEP N.V.,456837103,53170,876773,SOLE
INTEL CORP,458140100,10705,472840,SOLE
INTERFACE INC,458665304,3194086,53724527,SOLE
INVESCO LTD,G491BT108,1114451,18488742,SOLE
ITAU UNIBANCO HLDG S A,465562106,230664,1598502,SOLE
ITURAN LOCATION AND CONTROL,M6158M104,21907,612520,SOLE
JELD-WEN HLDG INC,47580P103,7381799,156715593,SOLE
JOHNSON & JOHNSON,478160104,230253,36423722,SOLE
JPMORGAN CHASE & CO,46625H100,48965,9807690,DFND
JPMORGAN CHASE & CO,46625H100,1265790,253537737,SOLE
KB FINL GROUP INC,48241A105,38941,2027658,SOLE
KEYCORP,493267108,1745986,27604039,SOLE
KONINKLIJKE PHILIPS N V,500472303,23244,464877,SOLE
KOPPERS HOLDINGS INC,50060P106,475632,26240617,SOLE
KORN FERRY,500643200,1118694,73565317,SOLE
KRAFT HEINZ CO,500754106,8494,313429,SOLE
LEAR CORP,521865204,109726,15897103,DFND
LEAR CORP,521865204,12648,1832442,DFND
LEAR CORP,521865204,6119407,886579686,SOLE
LEIDOS HOLDINGS INC,525327102,907485,118962209,SOLE
LPL FINL HLDGS INC,50212V100,1019,269220,SOLE
MAGNA INTL INC,559222401,194419,14346178,DFND
MAGNA INTL INC,559222401,30024,2215471,DFND
MAGNA INTL INC,559222401,17818906,1314857093,SOLE
MARCUS & MILLICHAP INC,566324109,288835,9869492,SOLE
MASONITE INTL CORP,575385109,188173,24735341,SOLE
MASTEC INC,576323109,201777,18815705,SOLE
MASTERBRAND INC,57638P104,2900671,54358575,SOLE
MCKESSON CORP,58155Q103,97964,52591973,SOLE
MDU RES GROUP INC,552690109,795200,20039040,SOLE
MEDTRONIC PLC,G5960L103,93622,8159157,DFND
MEDTRONIC PLC,G5960L103,12921,1126065,DFND
MEDTRONIC PLC,G5960L103,7562649,659084864,SOLE
METLIFE INC,59156R108,205815,15252950,DFND
METLIFE INC,59156R108,16329,1210142,DFND
METLIFE INC,59156R108,9807086,726803143,SOLE
MOHAWK INDS INC,608190104,1462593,191438798,SOLE
MORGAN STANLEY,617446448,751834,70792689,SOLE
MRC GLOBAL INC,55345K103,7360439,92520718,SOLE
MSC INDL DIRECT INC,553530106,461901,44822873,SOLE
NATWEST GROUP PLC,639057207,79987,543912,SOLE
NEWELL BRANDS INC,651229106,783352,6290317,DFND
NEWELL BRANDS INC,651229106,155098,1245437,DFND
NEWELL BRANDS INC,651229106,52852642,424406715,SOLE
NOKIA CORP,654902204,141436,500683,DFND
NOKIA CORP,654902204,67347757,238411060,SOLE
NOV INC,62955J103,316776,6183468,DFND
NOV INC,62955J103,49930,974634,DFND
NOV INC,62955J103,34705942,677459988,SOLE
OLD NATL BANCORP IND,680033107,3248402,56554679,SOLE
OLIN CORP,680665205,2878218,169239218,SOLE
ORION S.A.,L72967109,2868493,67466955,SOLE
PETROLEO BRASILEIRO SA PETRO,71654V101,168134,2505197,SOLE
PFIZER INC,717081103,325633,9036316,DFND
PFIZER INC,717081103,7344812,203818533,SOLE
PHIBRO ANIMAL HEALTH CORP,71742Q106,1968167,25448399,SOLE
PVH CORPORATION,693656100,56548,7951214,DFND
PVH CORPORATION,693656100,10316,1450533,DFND
PVH CORPORATION,693656100,5272573,741376490,SOLE
QORVO INC,74736K101,3446,395704,SOLE
REGIONS FINANCIAL CORP NEW,7591EP100,1899232,39959841,SOLE
REINSURANCE GRP OF AMERICA I,759351604,149387,28813765,SOLE
RESIDEO TECHNOLOGIES INC,76118Y104,4073568,91329395,SOLE
REV GROUP INC,749527107,1252165,27660325,SOLE
ROBERT HALF INC.,770323103,507371,40224373,SOLE
SASOL LTD,803866300,352561,2753501,SOLE
SCANSOURCE INC,806037107,1506913,66364449,SOLE
SHELL PLC,780259305,134846,9040076,DFND
SHELL PLC,780259305,3758593,251976081,SOLE
SHINHAN FINANCIAL GROUP CO L,824596100,846316,30035759,SOLE
SHYFT GROUP INC,825698103,327733,4070444,SOLE
SKYWORKS SOLUTIONS INC,83088M102,92174,9984288,DFND
SKYWORKS SOLUTIONS INC,83088M102,3336974,361461024,SOLE
SPECTRUM BRANDS HLDGS INC NE,84790A105,1315483,117091142,SOLE
SS&C TECHNOLOGIES HLDGS INC,78467J100,30690,1975515,DFND
SS&C TECHNOLOGIES HLDGS INC,78467J100,14488413,932619145,SOLE
STEELCASE INC,858155203,7059651,92340235,SOLE
SUMITOMO MITSUI FINL GROUP I,86562M209,22739,267636,SOLE
SYNOVUS FINL CORP,87161C501,771557,30908573,SOLE
T-MOBILE US INC,872590104,2859,466646,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,76068,10349079,SOLE
TE CONNECTIVITY LTD,H84989104,51086,7419731,DFND
TE CONNECTIVITY LTD,H84989104,2747446,399039057,SOLE
THE CIGNA GROUP,125523100,541408,196633972,SOLE
TRIMAS CORP,896215209,2393520,63978790,SOLE
TRIP COM GROUP LTD,89677Q107,1468689,64460760,SOLE
TRUEBLUE INC,89785X101,2995474,37503334,SOLE
TYSON FOODS INC,902494103,172180,10112131,DFND
TYSON FOODS INC,902494103,12705,746165,DFND
TYSON FOODS INC,902494103,10365171,608746493,SOLE
UBS GROUP AG,H42097107,242844,6736493,DFND
UBS GROUP AG,H42097107,51116,1417958,DFND
UBS GROUP AG,H42097107,29376579,814906296,SOLE
UNITED THERAPEUTICS CORP DEL,91307C102,2097,481723,SOLE
UNIVERSAL CORP VA,913456109,1069964,55338538,SOLE
UNIVERSAL HLTH SVCS INC,913903100,455773,83160342,SOLE
UNIVEST FINANCIAL CORPORATIO,915271100,1318891,27459311,SOLE
USANA HEALTH SCIENCES INC,90328M107,785344,38089184,SOLE
VALE S A,91912E105,229345,2795716,SOLE
VAREX IMAGING CORP,92214X106,1815759,32865238,SOLE
VODAFONE GROUP PLC NEW,92857W308,12398,110344,SOLE
VOYA FINANCIAL INC,929089100,92584,6843809,DFND
VOYA FINANCIAL INC,929089100,3687956,272613708,SOLE
WABTEC,929740108,26645,3881644,DFND
WABTEC,929740108,1823689,265675014,SOLE
WEBSTER FINL CORP,947890109,1856880,94273798,SOLE
WELLS FARGO CO NEW,949746101,273001,15823138,DFND
WELLS FARGO CO NEW,949746101,35913,2081517,DFND
WELLS FARGO CO NEW,949746101,16820216,974899719,SOLE
WSFS FINL CORP,929328102,932721,42103026,SOLE
ZTO EXPRESS CAYMAN INC,98980A105,5889745,123331260,SOLE
