Company,CUSIP,Shares,Value,Discretion
"DuPont de Nemours, Inc.",26614N102,15551,1066643,SOLE
"eBay, Inc.",278642103,14100,1049886,SOLE
EchoStar Corp.,278768106,13398270,371132079,SOLE
"Elanco Animal Health, Inc.",28414H103,82895232,1183743913,SOLE
"Elevance Health, Inc.",036752103,1300,505648,SOLE
Eli Lilly & Co.,532457108,44957,35045330,SOLE
Exxon Mobil Corp.,30231G102,77616,8367005,SOLE
FedEx Corp.,31428X106,14482494,3292015628,SOLE
"Fidelity National Information Services, Inc.",31620M106,35274497,2871696801,SOLE
"Fiserv, Inc.",337738108,29719536,5123945202,SOLE
Flutter Entertainment PLC,G3643J108,628878,179708177,SOLE
Fortive Corp.,34959J108,33173605,1729340029,SOLE
Fox Corp.,35137L204,7308816,377354170,SOLE
Fox Corp.,35137L105,14017947,785565750,SOLE
Fresenius Medical Care AG,358029106,3826910,109334819,SOLE
"Gaming & Leisure Properties, Inc.",36467J108,13618357,635704905,SOLE
GE Aerospace,369604301,9065811,2333449093,SOLE
"GE HealthCare Technologies, Inc.",36266G107,23567950,1745678057,SOLE
"GE Vernova, Inc.",36828A101,162221,85839243,SOLE
"General Mills, Inc.",370334104,11200,580272,SOLE
Genuine Parts Co.,372460105,4665,565911,SOLE
"Geopark, Ltd.",G38327105,84545,551233,SOLE
"Gilead Sciences, Inc.",375558103,30818322,3416827360,SOLE
Grupo Aeroportuario del Sureste SAB de CV,40051E202,1700,542079,SOLE
Grupo Televisa SAB,40049J206,64208690,140617031,SOLE
GSK PLC,37733W204,78757869,3024302170,SOLE
Haleon PLC,405552100,155471999,1612244630,SOLE
Halliburton Co.,406216101,51760,1054869,SOLE
"HDFC Bank, Ltd.",40415F101,2982400,228660608,SOLE
Hess Corp.,42809H107,44525,6168494,SOLE
Hewlett Packard Enterprise Co.,42824C109,88583,1811522,SOLE
"Honda Motor Co., Ltd.",438128308,78950,2276129,SOLE
"Honeywell International, Inc.",438516106,8019,1867465,SOLE
"HP, Inc.",40434L105,34943498,854717961,SOLE
"Humana, Inc.",444859102,11352920,2775561882,SOLE
Incyte Corp.,45337C102,14595181,993931826,SOLE
"Intercorp Financial Services, Inc.",P5626F128,17391,663119,SOLE
International Business Machines Corp.,459200101,48071,14170369,SOLE
"International Flavors & Fragrances, Inc.",459506101,35047387,2577735314,SOLE
"Intuitive Surgical, Inc.",46120E602,500,271705,SOLE
Itau Unibanco Holding SA,465562106,17675815,120018784,SOLE
"JD.com, Inc.",47215P106,18705949,610562175,SOLE
Johnson & Johnson,478160104,20947,3199654,SOLE
Johnson Controls International PLC,G51502105,66922767,7068382651,SOLE
"JOYY, Inc.",46591M109,49606,2525441,SOLE
JPMorgan Chase & Co.,46625H100,267683,77603979,SOLE
"Juniper Networks, Inc.",48203R104,66959,2673673,SOLE
Kaspi.KZ JSC,48581R205,7826,664349,SOLE
Las Vegas Sands Corp.,517834107,28186,1226373,SOLE
"Liberty Global, Ltd.",G61188101,4767561,47723286,SOLE
"Liberty Global, Ltd.",G61188127,6682068,68892121,SOLE
Linde PLC,G54950103,1329590,623817036,SOLE
"Live Nation Entertainment, Inc.",538034109,5400,816912,SOLE
Lockheed Martin Corp.,539830109,775,358934,SOLE
Loma Negra Cia Industrial Argentina SA,54150E104,31100,341167,SOLE
"LPL Financial Holdings, Inc.",50212V100,2701709,1013059824,SOLE
LyondellBasell Industries NV,N53745100,16969997,981884026,SOLE
McDonald's Corp.,580135101,6573,1920433,SOLE
Medtronic PLC,G5960L103,7740383,674729186,SOLE
"Merck & Co., Inc.",58933Y105,157300,12451868,SOLE
"Meta Platforms, Inc.",30303M102,4163253,3072855407,SOLE
"MetLife, Inc.",59156R108,53181881,4276886870,SOLE
MGM Resorts International,552953101,14000,481460,SOLE
"Microchip Technology, Inc.",595017104,6339800,446131726,SOLE
Microsoft Corp.,594918104,8142260,4050041547,SOLE
Millicom International Cellular SA,L6388F110,8836132,331089866,SOLE
Molson Coors Beverage Co.,60871R209,14396195,692313018,SOLE
"Mondelez International, Inc.",609207105,11840,798490,SOLE
Moody's Corp.,615369105,1566,785490,SOLE
"Motorola Solutions, Inc.",620076307,11355,4774323,SOLE
National Energy Services Reunited Corp.,G6375R107,2136794,12863500,SOLE
"NetEase, Inc.",64110W102,2745776,369526534,SOLE
"Neurocrine Biosciences, Inc.",64125C109,5566814,699692852,SOLE
News Corp.,65249B109,13016220,386842058,SOLE
"NextEra Energy, Inc.",65339F101,23600,1638312,SOLE
Norfolk Southern Corp.,655844108,10859121,2779609202,SOLE
Novartis AG,66987V109,10647629,1288469585,SOLE
Nucor Corp.,670346105,6200,803148,SOLE
"Nutrien, Ltd.",67077M108,10076659,586864620,SOLE
Occidental Petroleum Corp.,674599105,80254372,3371486168,SOLE
Otis Worldwide Corp.,68902V107,19320,1913066,SOLE
Parker-Hannifin Corp.,701094104,2500,1746175,SOLE
"PayPal Holdings, Inc.",70450Y103,4475,332582,SOLE
"PepsiCo, Inc.",713448108,3075,406023,SOLE
"Pfizer, Inc.",717081103,107960,2616950,SOLE
"Philip Morris International, Inc.",718172109,17000,3096210,SOLE
Phillips 66,718546104,2600,310180,SOLE
"PPG Industries, Inc.",693506107,2200,250250,SOLE
"Regeneron Pharmaceuticals, Inc.",75886F107,3826283,2008798575,SOLE
Rio Tinto PLC,767204100,4000,233320,SOLE
RTX Corp.,75513E101,41753934,6096909443,SOLE
"S&P Global, Inc.",78409V104,5400,2847366,SOLE
Sanofi SA,80105N105,71718315,3464711798,SOLE
SBA Communications Corp.,78410G104,8608494,2021618731,SOLE
Schlumberger NV,806857108,566284,19140399,SOLE
Shell PLC,780259305,57213,4028367,SOLE
State Street Corp.,857477103,7412414,788236105,SOLE
"Sun Communities, Inc.",866674104,14198760,1796001152,SOLE
"Suncor Energy, Inc.",867224107,27401654,1026191942,SOLE
Sunrise Communications AG,867975104,2289925,129495259,SOLE
"Synopsys, Inc.",871607107,11000,5639480,SOLE
"Taiwan Semiconductor Manufacturing Co., Ltd.",874039100,107800,24415622,SOLE
Target Corp.,87612E106,109909,10842523,SOLE
TC Energy Corp.,87807B107,9645800,470618582,SOLE
TE Connectivity PLC,G87052109,17039803,2874103572,SOLE
"Teck Resources, Ltd.",878742204,8467540,341919265,SOLE
The Allstate Corp.,020002101,2595,522399,SOLE
The Bank of New York Mellon Corp.,064058100,37619374,3427501165,SOLE
The Charles Schwab Corp.,808513105,84357885,7696813467,SOLE
The Cigna Group,125523100,8950610,2958892667,SOLE
The Coca-Cola Co.,191216100,24635,1742926,SOLE
"The Gap, Inc.",364760108,5439326,118631700,SOLE
"The Goldman Sachs Group, Inc.",38141G104,3306574,2340227749,SOLE
"The Home Depot, Inc.",437076102,23622,8660770,SOLE
"The PNC Financial Services Group, Inc.",693475105,14080,2624794,SOLE
The Procter & Gamble Co.,742718109,94301,15024035,SOLE
"The Travelers Co., Inc.",89417E109,103926,27804362,SOLE
The Walt Disney Co.,254687106,292103,36223693,SOLE
"The Williams Co., Inc.",969457100,1134547,71260897,SOLE
"Thermo Fisher Scientific, Inc.",883556102,25941,10518038,SOLE
"T-Mobile U.S., Inc.",872590104,4100279,976932475,SOLE
"Trip.com Group, Ltd.",89677Q107,19250,1128820,SOLE
Truist Financial Corp.,89832Q109,20911,898964,SOLE
Unilever PLC,904767704,23900,1461963,SOLE
Union Pacific Corp.,907818108,275441,63373465,SOLE
"UnitedHealth Group, Inc.",91324P102,8750560,2729912203,SOLE
Vanguard S&P 500 ETF,922908363,1200,681739,SOLE
"Verizon Communications, Inc.",92343V104,5500,237985,SOLE
VF Corp.,918204108,40954100,481210675,SOLE
"Vipshop Holdings, Ltd.",92763W103,124197,1869165,SOLE
"Visa, Inc.",92826C839,859,304988,SOLE
Vulcan Materials Co.,929160109,24200,6311844,SOLE
"Walmart, Inc.",931142103,179085,17510931,SOLE
Wells Fargo & Co.,949746101,50745861,4065758401,SOLE
"XP, Inc.",G98239109,34308445,693030589,SOLE
"Yum China Holdings, Inc.",98850P109,8516462,380771016,SOLE
"Zimmer Biomet Holdings, Inc.",98956P102,22097463,2015509600,SOLE
"Zoetis, Inc.",98978V103,1500,233925,SOLE
