Company,CUSIP,Shares,Value,Discretion
Bank of America Corp.,060505104,2009022,110496192,SOLE
"Baxter International, Inc.",071813109,56999970,1089269427,SOLE
"Berkshire Hathaway, Inc.",084670702,11440,5750316,SOLE
"Berkshire Hathaway, Inc.",084670108,4,3019200,SOLE
"BioMarin Pharmaceutical, Inc.",09061G101,14572384,866036781,SOLE
BioNTech SE,09075V102,3614491,344099543,SOLE
"Blackrock, Inc.",09290D101,711,761012,SOLE
"Booking Holdings, Inc.",09857L108,732081,3920535342,SOLE
Boston Scientific Corp.,101137107,88885,8475185,SOLE
Bristol-Myers Squibb Co.,110122108,7078250,381800787,SOLE
"Broadcom, Inc.",11135F101,20580,7122738,SOLE
"Cadence Design Systems, Inc.",127387108,237363,74194927,SOLE
Capital One Financial Corp.,14040H105,9163067,2220760918,SOLE
Carrier Global Corp.,14448C104,13421292,709181069,SOLE
"Caterpillar, Inc.",149123101,40724,23329558,SOLE
Celanese Corp.,150870103,15304050,647055234,SOLE
Cemex SAB de CV,151290889,84794670,974290758,SOLE
"Charter Communications, Inc.",16119P108,14609220,3049674675,SOLE
Chevron Corp.,166764100,212714,32419741,SOLE
"Chubb, Ltd.",H1467J104,722,225351,SOLE
Cia Energetica de Minas Gerais,204409601,15000,30000,SOLE
Cintas Corp.,172908105,1800,338526,SOLE
"Cisco Systems, Inc.",17275R102,163114,12564673,SOLE
Cognizant Technology Solutions Corp.,192446102,14983337,1243616971,SOLE
Coherent Corp.,19247G107,669855,123635137,SOLE
Colgate-Palmolive Co.,194162103,14000,1106280,SOLE
Comcast Corp.,20030N101,112967514,3376598993,SOLE
ConocoPhillips,20825C104,10290169,963262720,SOLE
Copa Holdings SA,P31076105,3950,476410,SOLE
"Corning, Inc.",219350105,36850,3226586,SOLE
"Corteva, Inc.",22052L104,20527,1375925,SOLE
"Coupang, Inc.",22266T109,49233320,1161414019,SOLE
"Credicorp, Ltd.",G2519Y108,3870940,1110959780,SOLE
CVS Health Corp.,126650100,62509988,4960792648,SOLE
Danaher Corp.,235851102,16450,3765734,SOLE
Deere & Co.,244199105,12626,5878287,SOLE
"Dell Technologies, Inc.",24703L202,19180,2414378,SOLE
Diageo PLC,25243Q205,11077,955613,SOLE
"Dlocal, Ltd.",G29018101,36700,518938,SOLE
"Dominion Energy, Inc.",25746U109,22149918,1297763696,SOLE
"Dow, Inc.",260557103,9713,227090,SOLE
"DuPont de Nemours, Inc.",26614N102,14843,596689,SOLE
"eBay, Inc.",278642103,12750,1110525,SOLE
EchoStar Corp.,278768106,32443,3526554,SOLE
"Elanco Animal Health, Inc.",28414H103,79084305,1789677822,SOLE
"Elevance Health, Inc.",036752103,1300,455715,SOLE
Eli Lilly & Co.,532457108,42492,45665303,SOLE
Exxon Mobil Corp.,30231G102,74493,8964488,SOLE
FedEx Corp.,31428X106,15582168,4501064943,SOLE
"Fidelity National Information Services, Inc.",31620M106,49113297,3264069719,SOLE
"Fiserv, Inc.",337738108,49474622,3323210360,SOLE
Flutter Entertainment PLC,G3643J108,628878,135233925,SOLE
Fortive Corp.,34959J108,44157822,2437953353,SOLE
Fox Corp.,35137L204,7257827,471250707,SOLE
Fox Corp.,35137L105,11613443,848594280,SOLE
Fresenius Medical Care AG,358029106,3826910,91156996,SOLE
"Gaming & Leisure Properties, Inc.",36467J108,13589962,607335402,SOLE
GE Aerospace,369604301,5191577,1599161463,SOLE
"GE HealthCare Technologies, Inc.",36266G107,31211229,2559945003,SOLE
"GE Vernova, Inc.",36828A101,138214,90332525,SOLE
"General Mills, Inc.",370334104,11200,520800,SOLE
Genuine Parts Co.,372460105,4650,571764,SOLE
"Geopark, Ltd.",G38327105,93045,689463,SOLE
"Gilead Sciences, Inc.",375558103,26283511,3226038140,SOLE
Grupo Aeroportuario del Sureste SAB de CV,40051E202,1700,549780,SOLE
Grupo Cibest SA,40090E106,12046,766246,SOLE
GSK PLC,37733W204,68517969,3360121200,SOLE
Haleon PLC,405552100,151755452,1534247620,SOLE
"HDFC Bank, Ltd.",40415F101,5501800,201035772,SOLE
Hewlett Packard Enterprise Co.,42824C109,86454,2076625,SOLE
"Honeywell International, Inc.",438516106,8019,1564427,SOLE
"HP, Inc.",40434L105,34503131,768729759,SOLE
"Humana, Inc.",444859102,11290435,2891819117,SOLE
IDEX Corp.,45167R104,1262550,224658147,SOLE
Incyte Corp.,45337C102,13261742,1309862257,SOLE
"Intercorp Financial Services, Inc.",P5626F128,17391,736683,SOLE
International Business Machines Corp.,459200101,46702,13833599,SOLE
"International Flavors & Fragrances, Inc.",459506101,36401042,2453066220,SOLE
"Intuitive Surgical, Inc.",46120E602,500,283180,SOLE
Itau Unibanco Holding SA,465562106,19120110,136899988,SOLE
JBS NV,N4732M103,16950,244419,SOLE
"JD.com, Inc.",47215P106,12194648,349986398,SOLE
Johnson & Johnson,478160104,20947,4334982,SOLE
Johnson Controls International PLC,G51502105,60382969,7230860538,SOLE
"JOYY, Inc.",46591M109,49606,3212485,SOLE
JPMorgan Chase & Co.,46625H100,124405,40085779,SOLE
Kaspi.KZ JSC,48581R205,183726,14354512,SOLE
Las Vegas Sands Corp.,517834107,28186,1834627,SOLE
"Laureate Education, Inc.",518613203,15700,528619,SOLE
"Liberty Global, Ltd.",G61188127,6682068,73770031,SOLE
"Liberty Global, Ltd.",G61188101,4481061,49919020,SOLE
Linde PLC,G54950103,1329590,566923880,SOLE
"Live Nation Entertainment, Inc.",538034109,3500,498750,SOLE
Lockheed Martin Corp.,539830109,775,374844,SOLE
Loma Negra Cia Industrial Argentina SA,54150E104,43482,563092,SOLE
"LPL Financial Holdings, Inc.",50212V100,3948970,1410453615,SOLE
LyondellBasell Industries NV,N53745100,16879077,730864034,SOLE
McDonald's Corp.,580135101,6475,1978954,SOLE
Medtronic PLC,G5960L103,7738043,743316411,SOLE
"MercadoLibre, Inc.",58733R102,1392,2803850,SOLE
"Merck & Co., Inc.",58933Y105,138205,14547458,SOLE
"Meta Platforms, Inc.",30303M102,5019837,3313544205,SOLE
"MetLife, Inc.",59156R108,52252050,4124776827,SOLE
MGM Resorts International,552953101,7500,273675,SOLE
"Microchip Technology, Inc.",595017104,6187474,394265843,SOLE
Microsoft Corp.,594918104,7441750,3598979135,SOLE
Millicom International Cellular SA,L6388F110,8133132,450900838,SOLE
Molson Coors Beverage Co.,60871R209,18610924,868757932,SOLE
"Mondelez International, Inc.",609207105,11840,637347,SOLE
Moody's Corp.,615369105,1213,619661,SOLE
"Motorola Solutions, Inc.",620076307,11255,4314267,SOLE
National Energy Services Reunited Corp.,G6375R107,1929094,30209612,SOLE
"NetEase, Inc.",64110W102,2154376,296485225,SOLE
"Neurocrine Biosciences, Inc.",64125C109,5508042,781205597,SOLE
News Corp.,65249B109,12449295,325175585,SOLE
"NextEra Energy, Inc.",65339F101,23600,1894608,SOLE
Norfolk Southern Corp.,655844108,9623885,2778608077,SOLE
Novartis AG,66987V109,9014641,1242848555,SOLE
Nucor Corp.,670346105,6200,1011282,SOLE
NVIDIA Corp.,67066G104,3400,634100,SOLE
Occidental Petroleum Corp.,674599105,79473071,3267932680,SOLE
Otis Worldwide Corp.,68902V107,16010,1398474,SOLE
Parker-Hannifin Corp.,701094104,2500,2197400,SOLE
"PayPal Holdings, Inc.",70450Y103,4475,261251,SOLE
"PepsiCo, Inc.",713448108,3075,441324,SOLE
Petroleo Brasileiro SA - Petrobras,71654V408,31200,369720,SOLE
"Pfizer, Inc.",717081103,90364,2250064,SOLE
"Philip Morris International, Inc.",718172109,17000,2726800,SOLE
Phillips 66,718546104,2600,335504,SOLE
"PPG Industries, Inc.",693506107,2200,225412,SOLE
"PriceSmart, Inc.",741511109,6156,755157,SOLE
Ralliant Corp.,750940108,12214679,621849308,SOLE
"Regeneron Pharmaceuticals, Inc.",75886F107,4596358,3547790849,SOLE
RTX Corp.,75513E101,37571811,6890670137,SOLE
"S&P Global, Inc.",78409V104,5400,2821986,SOLE
Sanofi SA,80105N105,56492599,2737631348,SOLE
SBA Communications Corp.,78410G104,11996134,2320412200,SOLE
Shell PLC,780259305,55194,4055655,SOLE
State Street Corp.,857477103,4744154,612043308,SOLE
"Sun Communities, Inc.",866674104,14491865,1795686992,SOLE
"Suncor Energy, Inc.",867224107,27257754,1209153967,SOLE
"Synopsys, Inc.",871607107,10200,4791144,SOLE
"Taiwan Semiconductor Manufacturing Co., Ltd.",874039100,107800,32759342,SOLE
Target Corp.,87612E106,98129,9592110,SOLE
TC Energy Corp.,87807B107,9294300,511279443,SOLE
TE Connectivity PLC,G87052109,14873850,3383949614,SOLE
"Teledyne Technologies, Inc.",879360105,1685340,860753698,SOLE
The Allstate Corp.,020002101,2595,540149,SOLE
The Bank of New York Mellon Corp.,064058100,25811239,2996426736,SOLE
The Charles Schwab Corp.,808513105,76513926,7644506390,SOLE
The Cigna Group,125523100,11138614,3065680742,SOLE
The Coca-Cola Co.,191216100,24000,1677840,SOLE
"The Goldman Sachs Group, Inc.",38141G104,1709674,1502803446,SOLE
"The Home Depot, Inc.",437076102,23247,7999293,SOLE
"The PNC Financial Services Group, Inc.",693475105,14000,2922220,SOLE
The Procter & Gamble Co.,742718109,90831,13016991,SOLE
"The Travelers Co., Inc.",89417E109,94782,27492467,SOLE
The Walt Disney Co.,254687106,270339,30756468,SOLE
"The Williams Co., Inc.",969457100,1000892,60163618,SOLE
"Thermo Fisher Scientific, Inc.",883556102,25741,14915622,SOLE
"T-Mobile U.S., Inc.",872590104,6185972,1255999755,SOLE
"Trip.com Group, Ltd.",89677Q107,19250,1384268,SOLE
Truist Financial Corp.,89832Q109,19151,942421,SOLE
Union Pacific Corp.,907818108,263116,60863993,SOLE
"UnitedHealth Group, Inc.",91324P102,9172769,3028022775,SOLE
Vanguard S&P 500 ETF,922908363,600,376392,SOLE
"Verizon Communications, Inc.",92343V104,5500,224015,SOLE
VF Corp.,918204108,40679850,735491688,SOLE
"Vipshop Holdings, Ltd.",92763W103,124197,2197045,SOLE
"Visa, Inc.",92826C839,859,301260,SOLE
Vulcan Materials Co.,929160109,24000,6845280,SOLE
"Walmart, Inc.",931142103,179535,20001994,SOLE
Wells Fargo & Co.,949746101,32311711,3011451486,SOLE
Willis Towers Watson PLC,G96629103,6925525,2275727515,SOLE
"XP, Inc.",G98239109,33960545,555934122,SOLE
"Yum China Holdings, Inc.",98850P109,8553962,408366146,SOLE
"Zhihu, Inc.",98955N207,319164,1046858,SOLE
"Zimmer Biomet Holdings, Inc.",98956P102,23506849,2113735862,SOLE
