Company,CUSIP,Shares,Value,Discretion,PutCall
"Coupang, Inc.",22266T109,20105420,493588061,SOLE,
"Credicorp, Ltd.",G2519Y108,5410880,979206954,SOLE,
CVS Health Corp.,126650100,63030690,3963369787,SOLE,
Danaher Corp.,235851102,16525,4594281,SOLE,
Deere & Co.,244199105,13036,5440314,SOLE,
"Dell Technologies, Inc.",24703L202,32560,3859662,SOLE,
Diageo PLC,25243Q205,13511,1896134,SOLE,
"Dlocal, Ltd.",G29018101,44900,359200,SOLE,
"Dominion Energy, Inc.",25746U109,22687873,1311132181,SOLE,
"Dow, Inc.",260557103,16422,897134,SOLE,
"DuPont de Nemours, Inc.",26614N102,17583,1566821,SOLE,
"eBay, Inc.",278642103,15210,990323,SOLE,
EchoStar Corp.,278768106,13467353,334259701,SOLE,
"Elanco Animal Health, Inc.",28414H103,83315550,1223905430,SOLE,
"Elevance Health, Inc.",036752103,1100,572000,SOLE,
Eli Lilly & Co.,532457108,45090,39947035,SOLE,
Exxon Mobil Corp.,30231G102,79686,9340793,SOLE,
FedEx Corp.,31428X106,13155356,3600357830,SOLE,
"Fidelity National Information Services, Inc.",31620M106,41073296,3439888540,SOLE,
"Fiserv, Inc.",337738108,32723767,5878824742,SOLE,
Fox Corp.,35137L105,28455247,1204510606,SOLE,
Fox Corp.,35137L204,11331015,439643382,SOLE,
Fresenius Medical Care AG,358029106,4173510,88895763,SOLE,
"Gaming & Leisure Properties, Inc.",36467J108,7701335,396233686,SOLE,
GE Aerospace,369604301,14177036,2673505449,SOLE,
"GE HealthCare Technologies, Inc.",36266G107,16663641,1563882708,SOLE,
"GE Vernova, Inc.",36828A101,182340,46493053,SOLE,
"General Mills, Inc.",370334104,11200,827120,SOLE,
Genuine Parts Co.,372460105,4675,653004,SOLE,
"Geopark, Ltd.",G38327105,76814,604526,SOLE,
"Gilead Sciences, Inc.",375558103,33045737,2770554590,SOLE,
Grupo Televisa SAB,40049J206,64212690,164384486,SOLE,
GSK PLC,37733W204,68087163,2783403223,SOLE,
Haleon PLC,405552100,179172383,1895643812,SOLE,
Halliburton Co.,406216101,81160,2357698,SOLE,
"HDFC Bank, Ltd.",40415F101,2915300,182381168,SOLE,
Hess Corp.,42809H107,46550,6321490,SOLE,
Hewlett Packard Enterprise Co.,42824C109,191783,3923880,SOLE,
"Honda Motor Co., Ltd.",438128308,22076375,700483379,SOLE,
"Honeywell International, Inc.",438516106,8019,1657607,SOLE,
"HP, Inc.",40434L105,33822175,1213201417,SOLE,
"Humana, Inc.",444859102,4933995,1562793576,SOLE,
Incyte Corp.,45337C102,15276093,1009749747,SOLE,
"Intercorp Financial Services, Inc.",P5626F128,25869,675957,SOLE,
International Business Machines Corp.,459200101,34270,7576412,SOLE,
"International Flavors & Fragrances, Inc.",459506101,28082382,2946684343,SOLE,
"Intuitive Surgical, Inc.",46120E602,500,245635,SOLE,
Itau Unibanco Holding SA,465562106,15562605,103491323,SOLE,
"JD.com, Inc.",47215P106,22482449,899297960,SOLE,
Johnson & Johnson,478160104,21097,3418980,SOLE,
Johnson Controls International PLC,G51502105,85367376,6625362051,SOLE,
"JOYY, Inc.",46591M109,34966,1267168,SOLE,
JPMorgan Chase & Co.,46625H100,303575,64011825,SOLE,
"Juniper Networks, Inc.",48203R104,13509238,526590097,SOLE,
Kaspi.KZ JSC,48581R205,5526,585701,SOLE,
"KE Holdings, Inc.",482497104,18440,367140,SOLE,
Las Vegas Sands Corp.,517834107,28400,1429656,SOLE,
"Liberty Global, Ltd.",G61188101,4767561,100643213,SOLE,
"Liberty Global, Ltd.",G61188127,6682068,144399489,SOLE,
Linde PLC,G54950103,1326990,632788451,SOLE,
Lockheed Martin Corp.,539830109,775,453034,SOLE,
Loma Negra Cia Industrial Argentina SA,54150E104,30800,248248,SOLE,
LyondellBasell Industries NV,N53745100,16114467,1545377385,SOLE,
McDonald's Corp.,580135101,6550,1994541,SOLE,
Medtronic PLC,G5960L103,6763490,608917005,SOLE,
"Merck & Co., Inc.",58933Y105,158251,17970984,SOLE,
"Meta Platforms, Inc.",30303M102,3812714,2182550002,SOLE,
"MetLife, Inc.",59156R108,54656581,4508074801,SOLE,
"Microchip Technology, Inc.",595017104,617926,49613279,SOLE,
Microsoft Corp.,594918104,9100792,3916070798,SOLE,
Molson Coors Beverage Co.,60871R209,14619464,840911569,SOLE,
"Mondelez International, Inc.",609207105,11840,872253,SOLE,
Moody's Corp.,615369105,1566,743208,SOLE,
"Motorola Solutions, Inc.",620076307,8627,3878958,SOLE,
"NetEase, Inc.",64110W102,2633976,246303096,SOLE,
"Neurocrine Biosciences, Inc.",64125C109,1287820,148382620,SOLE,
News Corp.,65249B109,10417407,277415548,SOLE,
"NextEra Energy, Inc.",65339F101,23600,1994908,SOLE,
"Noah Holdings, Ltd.",65487X102,26840,330937,SOLE,
Norfolk Southern Corp.,655844108,10862839,2699415492,SOLE,
Novartis AG,66987V109,12221876,1405760178,SOLE,
Nucor Corp.,670346105,6200,932108,SOLE,
Occidental Petroleum Corp.,674599162,14254370,423639880,SOLE,
Occidental Petroleum Corp.,674599105,78011048,4020689414,SOLE,
Otis Worldwide Corp.,68902V107,21810,2266931,SOLE,
Parker-Hannifin Corp.,701094104,2850,1800687,SOLE,
"PayPal Holdings, Inc.",70450Y103,11400,889542,SOLE,
"PepsiCo, Inc.",713448108,3075,522904,SOLE,
Petroleo Brasileiro SA,71654V408,16500,237765,SOLE,
"Pfizer, Inc.",717081103,112785,3263998,SOLE,
"Philip Morris International, Inc.",718172109,17000,2063800,SOLE,
Phillips 66,718546104,2600,341770,SOLE,
"PPG Industries, Inc.",693506107,2200,291412,SOLE,
"Qurate Retail, Inc.",74915M100,22000,13422,SOLE,
"Regeneron Pharmaceuticals, Inc.",75886F107,2311935,2430398549,SOLE,
Rio Tinto PLC,767204100,4000,284680,SOLE,
RTX Corp.,75513E101,44398916,5379372663,SOLE,
"S&P Global, Inc.",78409V104,5400,2789748,SOLE,
Sanofi SA,80105N105,76297183,4397006656,SOLE,
Schlumberger NV,806857108,645516,27079396,SOLE,
Shell PLC,780259305,57613,3799577,SOLE,
State Street Corp.,857477103,9455812,836555688,SOLE,
"Sun Communities, Inc.",866674104,5961165,805651450,SOLE,
"Synopsys, Inc.",871607107,11350,5747527,SOLE,
"Taiwan Semiconductor Manufacturing Co., Ltd.",874039100,107500,18669525,SOLE,
Target Corp.,87612E106,114774,17888676,SOLE,
The Allstate Corp.,020002101,2618,496504,SOLE,
The Bank of New York Mellon Corp.,064058100,48524949,3487002835,SOLE,
The Charles Schwab Corp.,808513105,89587838,5806187781,SOLE,
The Cigna Group,125523100,8789414,3045004586,SOLE,
The Coca-Cola Co.,191216100,24635,1770271,SOLE,
"The Gap, Inc.",364760108,28873346,636657279,SOLE,
"The Goldman Sachs Group, Inc.",38141G104,5380092,2663737350,SOLE,
"The Home Depot, Inc.",437076102,24432,9899846,SOLE,
"The PNC Financial Services Group, Inc.",693475105,14275,2638734,SOLE,
The Procter & Gamble Co.,742718109,94728,16406890,SOLE,
"The Travelers Co., Inc.",89417E109,112570,26354888,SOLE,
The Walt Disney Co.,254687106,304181,29259170,SOLE,
"The Williams Co., Inc.",969457100,37271626,1701449727,SOLE,
"Thermo Fisher Scientific, Inc.",883556102,26766,16556645,SOLE,
"T-Mobile U.S., Inc.",872590104,9571049,1975081672,SOLE,
"Trip.com Group, Ltd.",89677Q107,18100,1075683,SOLE,
Truist Financial Corp.,89832Q109,25750060,1101330066,SOLE,
U.S. Bancorp,902973304,10800,493884,SOLE,
Unilever PLC,904767704,23900,1552544,SOLE,
Union Pacific Corp.,907818108,282232,69564543,SOLE,
"UnitedHealth Group, Inc.",91324P102,3902210,2281544143,SOLE,
"Verizon Communications, Inc.",92343V104,5500,247005,SOLE,
VF Corp.,918204108,42512850,848131358,SOLE,
"Vipshop Holdings, Ltd.",92763W103,101997,1604413,SOLE,
"Visa, Inc.",92826C839,900,247455,SOLE,
Vulcan Materials Co.,929160109,24700,6185621,SOLE,
"Walmart, Inc.",931142103,197110,15916633,SOLE,
Wells Fargo & Co.,949746101,86949610,4911783481,SOLE,
"XP, Inc.",G98239109,34861745,625419705,SOLE,
"Zimmer Biomet Holdings, Inc.",98956P102,17073791,1843115738,SOLE,
"Zoetis, Inc.",98978V103,1700,332146,SOLE,
