Company,CUSIP,Shares,Value,Discretion
DISCOVERY INC,25470F104,217180,5412,OTR
DISCOVERY INC,25470F104,660130,16450,OTR
EVGO INC,30052F118,12100,47,OTR
EVGO INC,30052F118,4300,17,OTR
EVGO INC,30052F118,14600,57,SOLE
FARADAY FUTRE INTLGT ELCTR I,307359117,5500,5,OTR
FARADAY FUTRE INTLGT ELCTR I,307359117,18900,17,SOLE
FARADAY FUTRE INTLGT ELCTR I,307359117,15600,14,OTR
FINSERV ACQUISITION CORP II,31809Y202,122380,1205,OTR
FINSERV ACQUISITION CORP II,31809Y202,149880,1476,SOLE
FINSERV ACQUISITION CORP II,31809Y202,42740,421,OTR
FIRST TR EXCHANGE-TRADED FD,33733E807,13660,333,OTR
FIRST TR EXCHANGE-TRADED FD,33733E807,15980,390,SOLE
FIRST TR EXCHANGE-TRADED FD,33733E807,4360,106,OTR
GAIN THERAPEUTICS INC,36269B105,211796,866,OTR
GAIN THERAPEUTICS INC,36269B105,260764,1067,SOLE
GAIN THERAPEUTICS INC,36269B105,74000,303,OTR
GALAPAGOS NV,36315X101,75105,4658,SOLE
GALAPAGOS NV,36315X101,21570,1338,OTR
GALAPAGOS NV,36315X101,63525,3940,OTR
GLOBAL PMTS INC,37940X102,69530,9514,OTR
GLOBAL PMTS INC,37940X102,234600,32103,SOLE
GLOBAL PMTS INC,37940X102,201870,27624,OTR
GOPRO INC,38268T103,1063490,9072,OTR
GOPRO INC,38268T103,364160,3106,OTR
GOPRO INC,38268T103,1269550,10829,SOLE
GRAPHIC PACKAGING HLDG CO,388689101,321480,6442,OTR
GRAPHIC PACKAGING HLDG CO,388689101,111310,2231,OTR
GRAPHIC PACKAGING HLDG CO,388689101,399480,8006,SOLE
GREEN BRICK PARTNERS INC,392709101,2740190,54146,OTR
GREEN BRICK PARTNERS INC,392709101,5821293,115029,OTR
GREEN BRICK PARTNERS INC,392709101,8480328,167571,SOLE
GULFPORT ENERGY CORP,402635502,52049,4675,OTR
GULFPORT ENERGY CORP,402635502,5657,508,OTR
GULFPORT ENERGY CORP,402635502,55430,4979,SOLE
INTEL CORP,458140100,145730,7222,SOLE
INTEL CORP,458140100,42940,2128,OTR
INTEL CORP,458140100,120830,5988,OTR
INTERNATIONAL SEAWAYS INC,Y41053102,479769,8655,SOLE
INTERNATIONAL SEAWAYS INC,Y41053102,130350,2352,OTR
INTERNATIONAL SEAWAYS INC,Y41053102,412881,7448,OTR
ISHARES SILVER TR,46428Q109,218800,5006,OTR
ISHARES SILVER TR,46428Q109,614980,14071,OTR
ISHARES SILVER TR,46428Q109,724220,16570,SOLE
KATAPULT HOLDINGS INC,485859110,35600,12,OTR
KATAPULT HOLDINGS INC,485859110,102880,34,OTR
KATAPULT HOLDINGS INC,485859110,123747,41,SOLE
KYNDRYL HLDGS INC,50155Q100,312040,4094,OTR
KYNDRYL HLDGS INC,50155Q100,970130,12728,OTR
KYNDRYL HLDGS INC,50155Q100,1138230,14934,SOLE
LIVANOVA PLC,G5509L101,56060,4587,OTR
LIVANOVA PLC,G5509L101,177581,14531,OTR
LIVANOVA PLC,G5509L101,206359,16886,SOLE
NEUBASE THERAPEUTICS INC,64132K102,1094631,2058,OTR
NEUBASE THERAPEUTICS INC,64132K102,1271596,2391,SOLE
NEUBASE THERAPEUTICS INC,64132K102,360800,678,OTR
NEWS CORP NEW,65249B208,171191,3855,SOLE
NEWS CORP NEW,65249B208,47700,1074,OTR
NEWS CORP NEW,65249B208,142400,3207,OTR
NUVATION BIO INC,67080N101,34995,184,OTR
NUVATION BIO INC,67080N119,100000,81,OTR
PANACEA ACQUISITION CORP II,G6882C106,275000,2681,OTR
PAYSAFE LIMITED,G6964L115,113000,59,OTR
PAYSAFE LIMITED,G6964L115,39100,21,OTR
PAYSAFE LIMITED,G6964L115,135900,71,SOLE
PLAYSTUDIOS INC,72815G108,376464,1826,OTR
PLAYSTUDIOS INC,72815G108,133280,646,OTR
PLAYSTUDIOS INC,72815G108,453274,2198,SOLE
PLBY GROUP INC,72814P109,384565,5034,SOLE
PLBY GROUP INC,72814P109,104485,1368,OTR
PLBY GROUP INC,72814P109,330950,4332,OTR
RESIDEO TECHNOLOGIES INC,76118Y104,606589,14455,OTR
RESIDEO TECHNOLOGIES INC,76118Y104,195106,4649,OTR
RESIDEO TECHNOLOGIES INC,76118Y104,711688,16960,SOLE
SELECT SECTOR SPDR TR,81369Y506,6910,528,SOLE
SELECT SECTOR SPDR TR,81369Y506,5900,451,OTR
SELECT SECTOR SPDR TR,81369Y506,1890,144,OTR
SOUTHWESTERN ENERGY CO,845467109,1660180,11903,OTR
SOUTHWESTERN ENERGY CO,845467109,529610,3797,OTR
SOUTHWESTERN ENERGY CO,845467109,1943210,13933,SOLE
SPDR GOLD TR,78463V107,183375,33127,OTR
TALIS BIOMEDICAL CORP,87424L108,892504,1258,OTR
TALIS BIOMEDICAL CORP,87424L108,291540,411,OTR
TALIS BIOMEDICAL CORP,87424L108,1051739,1483,SOLE
TD SYNNEX CORPORATION,87162W100,67360,6952,OTR
TD SYNNEX CORPORATION,87162W100,78850,8138,SOLE
TD SYNNEX CORPORATION,87162W100,21490,2218,OTR
TECK RESOURCES LTD,878742204,411790,16632,OTR
TECK RESOURCES LTD,878742204,1362974,55051,SOLE
TECK RESOURCES LTD,878742204,1201134,48514,OTR
THE BEACHBODY COMPANY INC,073463119,7800,2,OTR
THE BEACHBODY COMPANY INC,073463119,27000,7,SOLE
THE BEACHBODY COMPANY INC,073463119,22200,6,OTR
THE ODP CORP,88337F105,194931,8934,OTR
THE ODP CORP,88337F105,661498,30316,SOLE
THE ODP CORP,88337F105,548661,25145,OTR
TMC THE METALS COMPANY INC,87261Y114,23300,14,OTR
TMC THE METALS COMPANY INC,87261Y114,79900,47,SOLE
TMC THE METALS COMPANY INC,87261Y114,66800,39,OTR
VANECK ETF TRUST,92189H607,1360,384,SOLE
VANECK ETF TRUST,92189H607,1170,331,OTR
VANECK ETF TRUST,92189H607,370,105,OTR
VICTORIAS SECRET AND CO,926400102,174919,8984,OTR
VICTORIAS SECRET AND CO,926400102,205611,10560,SOLE
VICTORIAS SECRET AND CO,926400102,55551,2853,OTR
WAVERLEY CAPITAL ACQUIS CORP,G06536125,136690,1338,OTR
WAVERLEY CAPITAL ACQUIS CORP,G06536125,48740,477,OTR
WAVERLEY CAPITAL ACQUIS CORP,G06536125,164570,1611,SOLE
WEATHERFORD INTL PLC,G48833118,90550,3015,OTR
WEATHERFORD INTL PLC,G48833118,330690,11012,SOLE
WEATHERFORD INTL PLC,G48833118,282260,9399,OTR
